version,role,stage,state,n_weeks,avg_cash_weight,avg_offense_weight,avg_defense_weight,avg_real_asset_weight,avg_mixed_composite_weight,avg_hhi,avg_max_weight,cap_binding_proxy_rate,issue_flag
improved_phaseggg_confirmed_only_robust_offense,production_candidate,post_overlay_pre_lookthrough_sleeve_weights,neutral_mixed,493,0.22864629393340052,0.4598541646387805,0.3114995414278187,0.0,0.0,0.298229098615646,0.3717563255197635,0.17038539553752535,CONSTRAINTS_CLEAN
improved_phaseggg_confirmed_only_robust_offense,production_candidate,post_overlay_pre_lookthrough_sleeve_weights,recovery_confirmed,44,0.08427027380857775,0.576633758220574,0.3390959679708478,0.0,0.0,0.18595656937522168,0.27919372252760816,0.0,CONSTRAINTS_CLEAN
improved_phaseggg_confirmed_only_robust_offense,production_candidate,post_overlay_pre_lookthrough_sleeve_weights,recovery_fragile,49,0.13020046748786926,0.5053523285397453,0.3644472039723851,0.0,0.0,0.20029808729876494,0.30031042910715994,0.10204081632653061,CONSTRAINTS_CLEAN
improved_phaseggg_confirmed_only_robust_offense,production_candidate,post_overlay_pre_lookthrough_sleeve_weights,stressed_panic,229,0.509234856569476,0.27002788304707737,0.22073726038344632,0.0,0.0,0.3558233537902366,0.5334202547977963,0.7947598253275109,CAP_BINDING
improved_phaseggg_confirmed_only_robust_offense,production_candidate,final_sleeve_weights,calm_trend,295,0.03632391789975976,0.526719788329487,0.43695629377075296,0.0,0.0,0.2370779410175093,0.34012430894589607,0.02711864406779661,CONSTRAINTS_CLEAN
improved_phaseggg_confirmed_only_robust_offense,production_candidate,final_sleeve_weights,neutral_mixed,493,0.22864629393340052,0.4598541646387805,0.3114995414278187,0.0,0.0,0.298229098615646,0.3717563255197635,0.17038539553752535,CONSTRAINTS_CLEAN
improved_phaseggg_confirmed_only_robust_offense,production_candidate,final_sleeve_weights,recovery_confirmed,44,0.08427027380857775,0.576633758220574,0.3390959679708478,0.0,0.0,0.18595656937522168,0.27919372252760816,0.0,CONSTRAINTS_CLEAN
improved_phaseggg_confirmed_only_robust_offense,production_candidate,final_sleeve_weights,recovery_fragile,49,0.13020046748786926,0.5053523285397453,0.3644472039723851,0.0,0.0,0.20029808729876494,0.30031042910715994,0.10204081632653061,CONSTRAINTS_CLEAN
improved_phaseggg_confirmed_only_robust_offense,production_candidate,final_sleeve_weights,stressed_panic,229,0.509234856569476,0.27002788304707737,0.22073726038344632,0.0,0.0,0.3558233537902366,0.5334202547977963,0.7947598253275109,CAP_BINDING
improved_phaseggg_confirmed_only_robust_offense,production_candidate,final_etf_weights,calm_trend,295,0.11033000592010062,0.4053251898445564,0.32122823303002146,0.16311657120532108,0.0,0.19899048063846123,0.3107689206594561,0.02711864406779661,CONSTRAINTS_CLEAN
improved_phaseggg_confirmed_only_robust_offense,production_candidate,final_etf_weights,neutral_mixed,493,0.26035567144318916,0.32088807889168114,0.2783601365878759,0.1403961130772534,0.0,0.291154387546825,0.38214519295055144,0.17038539553752535,CONSTRAINTS_CLEAN
improved_phaseggg_confirmed_only_robust_offense,production_candidate,final_etf_weights,recovery_confirmed,44,0.1136074973664243,0.4023765582316919,0.30970676720866347,0.1743091771932199,0.0,0.1708524700985126,0.26539397912214846,0.0,CONSTRAINTS_CLEAN
improved_phaseggg_confirmed_only_robust_offense,production_candidate,final_etf_weights,recovery_fragile,49,0.16992943172469585,0.29678752682481546,0.37403214293715453,0.15925089851333366,0.0,0.20095545138609988,0.3017153650175389,0.10204081632653061,CONSTRAINTS_CLEAN
improved_phaseggg_confirmed_only_robust_offense,production_candidate,final_etf_weights,stressed_panic,229,0.5313361164921149,0.10831057007929493,0.23500360142642704,0.12534971200216277,0.0,0.37047421719870405,0.5486683198830447,0.7947598253275109,CAP_BINDING
improved_phase2b_regime_confidence_boost,production,raw_hrp_sleeve_weights,calm_trend,295,0.027118644067796623,0.49051973895202267,0.16651196279951908,0.0,0.3158496541806614,0.27143718832194996,0.3698495638552268,0.02711864406779661,CONSTRAINTS_CLEAN
improved_phase2b_regime_confidence_boost,production,raw_hrp_sleeve_weights,neutral_mixed,493,0.1359026369168357,0.43619912284198137,0.15109657092362114,0.0,0.2768016693175616,0.3539627298376028,0.4390584957242837,0.1359026369168357,CONSTRAINTS_CLEAN
improved_phase2b_regime_confidence_boost,production,raw_hrp_sleeve_weights,recovery_confirmed,44,0.0,0.4521330158049153,0.19762217462524861,0.0,0.35024480956983584,0.2655960189156282,0.37116166291137315,0.0,CONSTRAINTS_CLEAN
improved_phase2b_regime_confidence_boost,production,raw_hrp_sleeve_weights,recovery_fragile,49,0.0,0.5263897406549906,0.16154946036472126,0.0,0.312060798980288,0.24301172467923118,0.33417508258731976,0.0,CONSTRAINTS_CLEAN
improved_phase2b_regime_confidence_boost,production,raw_hrp_sleeve_weights,stressed_panic,229,0.008733624454148478,0.49532074891336914,0.14494705577329248,0.0,0.3509985708591898,0.27266690298673296,0.3794963890543865,0.008733624454148471,CONSTRAINTS_CLEAN
improved_phase2b_regime_confidence_boost,production,post_state_tilt_sleeve_weights,calm_trend,295,0.027118644067796616,0.4879091545557444,0.17104005580488127,0.0,0.3139321455715775,0.2727034932058183,0.373793541020146,0.02711864406779661,CONSTRAINTS_CLEAN
improved_phase2b_regime_confidence_boost,production,post_state_tilt_sleeve_weights,neutral_mixed,493,0.1359026369168357,0.4354049547652981,0.1476688790424174,0.0,0.2810235292754486,0.3561734175207919,0.4443431588243288,0.1359026369168357,CONSTRAINTS_CLEAN
improved_phase2b_regime_confidence_boost,production,post_state_tilt_sleeve_weights,recovery_confirmed,44,5.04646829375071e-18,0.45642401959679657,0.18899882906420007,0.0,0.35457715133900314,0.26966108172349146,0.37574045886321933,0.0,CONSTRAINTS_CLEAN
improved_phase2b_regime_confidence_boost,production,post_state_tilt_sleeve_weights,recovery_fragile,49,0.0,0.5358094543734097,0.15401026676219104,0.0,0.3101802788643992,0.2439139812234229,0.3357888494740915,0.0,CONSTRAINTS_CLEAN
improved_phase2b_regime_confidence_boost,production,post_state_tilt_sleeve_weights,stressed_panic,229,0.008733624454148475,0.47525081053174856,0.15288856659452385,0.0,0.3631269984195791,0.2752504773242197,0.38739603102220804,0.008733624454148471,CONSTRAINTS_CLEAN
improved_phase2b_regime_confidence_boost,production,post_layer3_expression_sleeve_weights,calm_trend,295,0.027118644067796616,0.4879091545557444,0.17104005580488127,0.0,0.3139321455715775,0.2727034932058183,0.373793541020146,0.02711864406779661,CONSTRAINTS_CLEAN
improved_phase2b_regime_confidence_boost,production,post_layer3_expression_sleeve_weights,neutral_mixed,493,0.1359026369168357,0.4354049547652981,0.1476688790424174,0.0,0.2810235292754486,0.3561734175207919,0.4443431588243288,0.1359026369168357,CONSTRAINTS_CLEAN
improved_phase2b_regime_confidence_boost,production,post_layer3_expression_sleeve_weights,recovery_confirmed,44,0.0,0.45642401959679657,0.18899882906420007,0.0,0.35457715133900314,0.2696610817234915,0.37574045886321933,0.0,CONSTRAINTS_CLEAN
improved_phase2b_regime_confidence_boost,production,post_layer3_expression_sleeve_weights,recovery_fragile,49,0.0,0.5358094543734097,0.15401026676219104,0.0,0.3101802788643992,0.2439139812234229,0.3357888494740915,0.0,CONSTRAINTS_CLEAN
improved_phase2b_regime_confidence_boost,production,post_layer3_expression_sleeve_weights,stressed_panic,229,0.008733624454148473,0.47525081053174856,0.15288856659452385,0.0,0.3631269984195791,0.2752504773242197,0.38739603102220804,0.008733624454148471,CONSTRAINTS_CLEAN
improved_phase2b_regime_confidence_boost,production,post_overlay_pre_lookthrough_sleeve_weights,calm_trend,295,0.03351642578324361,0.4860551496231372,0.16945186108466728,0.0,0.31097656350895186,0.2692369841933576,0.36907386555188687,0.02711864406779661,CONSTRAINTS_CLEAN
improved_phase2b_regime_confidence_boost,production,post_overlay_pre_lookthrough_sleeve_weights,neutral_mixed,493,0.2232432336225728,0.3929962627840467,0.13471812498752497,0.0,0.24904237860585535,0.334149470345157,0.4182706113111716,0.17038539553752535,CONSTRAINTS_CLEAN
improved_phase2b_regime_confidence_boost,production,post_overlay_pre_lookthrough_sleeve_weights,recovery_confirmed,44,0.06383761565651909,0.42720297040177857,0.17788775316154726,0.0,0.3310716607801548,0.2393785618563328,0.34646588073011536,0.0,CONSTRAINTS_CLEAN
improved_phase2b_regime_confidence_boost,production,post_overlay_pre_lookthrough_sleeve_weights,recovery_fragile,49,0.12351317074439858,0.45843794814584216,0.13906982567823584,0.0,0.27897905543152324,0.23731487986212274,0.33312599285610933,0.10204081632653061,CONSTRAINTS_CLEAN
improved_phase2b_regime_confidence_boost,production,post_overlay_pre_lookthrough_sleeve_weights,stressed_panic,229,0.5093247219202601,0.2419112275012731,0.07616459990740157,0.0,0.17259945067106483,0.3683623072015902,0.540504837893784,0.7947598253275109,CAP_BINDING
improved_phase2b_regime_confidence_boost,production,final_sleeve_weights,calm_trend,295,0.03351642578324361,0.4860551496231372,0.16945186108466728,0.0,0.31097656350895186,0.2692369841933576,0.36907386555188687,0.02711864406779661,CONSTRAINTS_CLEAN
improved_phase2b_regime_confidence_boost,production,final_sleeve_weights,neutral_mixed,493,0.2232432336225728,0.3929962627840467,0.13471812498752497,0.0,0.24904237860585535,0.334149470345157,0.4182706113111716,0.17038539553752535,CONSTRAINTS_CLEAN
improved_phase2b_regime_confidence_boost,production,final_sleeve_weights,recovery_confirmed,44,0.06383761565651909,0.42720297040177857,0.17788775316154726,0.0,0.3310716607801548,0.2393785618563328,0.34646588073011536,0.0,CONSTRAINTS_CLEAN
improved_phase2b_regime_confidence_boost,production,final_sleeve_weights,recovery_fragile,49,0.12351317074439858,0.45843794814584216,0.13906982567823584,0.0,0.27897905543152324,0.23731487986212274,0.33312599285610933,0.10204081632653061,CONSTRAINTS_CLEAN
improved_phase2b_regime_confidence_boost,production,final_sleeve_weights,stressed_panic,229,0.5093247219202601,0.2419112275012731,0.07616459990740157,0.0,0.17259945067106483,0.3683623072015902,0.540504837893784,0.7947598253275109,CAP_BINDING
improved_phase2b_regime_confidence_boost,production,final_etf_weights,calm_trend,295,0.06848068479538141,0.5102964912431245,0.25540549197939655,0.16581733198209714,0.0,0.17041147979362273,0.24578115609176038,0.02711864406779661,CONSTRAINTS_CLEAN
improved_phase2b_regime_confidence_boost,production,final_etf_weights,neutral_mixed,493,0.2832187232202695,0.34132887268082934,0.2457965564387603,0.1296558476601405,0.0,0.2774834451079102,0.35109444398741274,0.17038539553752535,CONSTRAINTS_CLEAN
improved_phase2b_regime_confidence_boost,production,final_etf_weights,recovery_confirmed,44,0.12567720750750142,0.33483079096677937,0.3506258849728589,0.18886611655285981,0.0,0.1527645240697932,0.2242138682969669,0.0,CONSTRAINTS_CLEAN
improved_phase2b_regime_confidence_boost,production,final_etf_weights,recovery_fragile,49,0.21821790033286736,0.3020671979920571,0.327711947810026,0.15200295386504917,0.0,0.19557074720882212,0.2950946410278836,0.10204081632653061,CONSTRAINTS_CLEAN
improved_phase2b_regime_confidence_boost,production,final_etf_weights,stressed_panic,229,0.6074136983844914,0.11774474983092399,0.17274137833731779,0.10210017344726639,0.0,0.44559411658526227,0.6157377253858455,0.7947598253275109,CAP_BINDING
improved_phase2b_combo_abc,official_shadow,raw_hrp_sleeve_weights,calm_trend,295,0.027118644067796623,0.49051973895202267,0.16651196279951908,0.0,0.3158496541806614,0.27143718832194996,0.3698495638552268,0.02711864406779661,CONSTRAINTS_CLEAN
improved_phase2b_combo_abc,official_shadow,raw_hrp_sleeve_weights,neutral_mixed,493,0.1359026369168357,0.43619912284198137,0.15109657092362114,0.0,0.2768016693175616,0.3539627298376028,0.4390584957242837,0.1359026369168357,CONSTRAINTS_CLEAN
improved_phase2b_combo_abc,official_shadow,raw_hrp_sleeve_weights,recovery_confirmed,44,0.0,0.4521330158049153,0.19762217462524861,0.0,0.35024480956983584,0.2655960189156282,0.37116166291137315,0.0,CONSTRAINTS_CLEAN
improved_phase2b_combo_abc,official_shadow,raw_hrp_sleeve_weights,recovery_fragile,49,0.0,0.5263897406549906,0.16154946036472126,0.0,0.312060798980288,0.24301172467923118,0.33417508258731976,0.0,CONSTRAINTS_CLEAN
improved_phase2b_combo_abc,official_shadow,raw_hrp_sleeve_weights,stressed_panic,229,0.008733624454148478,0.49532074891336914,0.14494705577329248,0.0,0.3509985708591898,0.27266690298673296,0.3794963890543865,0.008733624454148471,CONSTRAINTS_CLEAN
improved_phase2b_combo_abc,official_shadow,post_state_tilt_sleeve_weights,calm_trend,295,0.027118644067796616,0.4879091545557444,0.17104005580488127,0.0,0.3139321455715775,0.2727034932058183,0.373793541020146,0.02711864406779661,CONSTRAINTS_CLEAN
improved_phase2b_combo_abc,official_shadow,post_state_tilt_sleeve_weights,neutral_mixed,493,0.1359026369168357,0.4354049547652981,0.1476688790424174,0.0,0.2810235292754486,0.3561734175207919,0.4443431588243288,0.1359026369168357,CONSTRAINTS_CLEAN
improved_phase2b_combo_abc,official_shadow,post_state_tilt_sleeve_weights,recovery_confirmed,44,5.04646829375071e-18,0.45642401959679657,0.18899882906420007,0.0,0.35457715133900314,0.26966108172349146,0.37574045886321933,0.0,CONSTRAINTS_CLEAN
improved_phase2b_combo_abc,official_shadow,post_state_tilt_sleeve_weights,recovery_fragile,49,0.0,0.5358094543734097,0.15401026676219104,0.0,0.3101802788643992,0.2439139812234229,0.3357888494740915,0.0,CONSTRAINTS_CLEAN
improved_phase2b_combo_abc,official_shadow,post_state_tilt_sleeve_weights,stressed_panic,229,0.008733624454148475,0.47525081053174856,0.15288856659452385,0.0,0.3631269984195791,0.2752504773242197,0.38739603102220804,0.008733624454148471,CONSTRAINTS_CLEAN
improved_phase2b_combo_abc,official_shadow,post_layer3_expression_sleeve_weights,calm_trend,295,0.027118644067796616,0.4879091545557444,0.17104005580488127,0.0,0.3139321455715775,0.2727034932058183,0.373793541020146,0.02711864406779661,CONSTRAINTS_CLEAN
improved_phase2b_combo_abc,official_shadow,post_layer3_expression_sleeve_weights,neutral_mixed,493,0.1359026369168357,0.4354049547652981,0.1476688790424174,0.0,0.2810235292754486,0.3561734175207919,0.4443431588243288,0.1359026369168357,CONSTRAINTS_CLEAN
improved_phase2b_combo_abc,official_shadow,post_layer3_expression_sleeve_weights,recovery_confirmed,44,0.0,0.45642401959679657,0.18899882906420007,0.0,0.35457715133900314,0.2696610817234915,0.37574045886321933,0.0,CONSTRAINTS_CLEAN
improved_phase2b_combo_abc,official_shadow,post_layer3_expression_sleeve_weights,recovery_fragile,49,0.0,0.5358094543734097,0.15401026676219104,0.0,0.3101802788643992,0.2439139812234229,0.3357888494740915,0.0,CONSTRAINTS_CLEAN
improved_phase2b_combo_abc,official_shadow,post_layer3_expression_sleeve_weights,stressed_panic,229,0.008733624454148473,0.47525081053174856,0.15288856659452385,0.0,0.3631269984195791,0.2752504773242197,0.38739603102220804,0.008733624454148471,CONSTRAINTS_CLEAN
improved_phase2b_combo_abc,official_shadow,post_overlay_pre_lookthrough_sleeve_weights,calm_trend,295,0.034941097529975,0.4852636671881657,0.16917476156035796,0.0,0.3106204737215011,0.26881825941901794,0.36859369997663993,0.02711864406779661,CONSTRAINTS_CLEAN
improved_phase2b_combo_abc,official_shadow,post_overlay_pre_lookthrough_sleeve_weights,neutral_mixed,493,0.22512712656138165,0.39198213494924206,0.13457205237246883,0.0,0.24831868611690724,0.33442718481307887,0.4174019251054049,0.17038539553752535,CONSTRAINTS_CLEAN
improved_phase2b_combo_abc,official_shadow,post_overlay_pre_lookthrough_sleeve_weights,recovery_confirmed,44,0.06373368696666491,0.42671796497255454,0.17787439077091516,0.0,0.3316739572898652,0.24022904469391035,0.3470681772398258,0.0,CONSTRAINTS_CLEAN
improved_phase2b_combo_abc,official_shadow,post_overlay_pre_lookthrough_sleeve_weights,recovery_fragile,49,0.13461722638562235,0.452800428736405,0.13787432513833636,0.0,0.274708019739636,0.2341616874037375,0.32881594489337757,0.10204081632653061,CONSTRAINTS_CLEAN
improved_phase2b_combo_abc,official_shadow,post_overlay_pre_lookthrough_sleeve_weights,stressed_panic,229,0.5095176183235942,0.24184429288483794,0.07612100785955561,0.0,0.172517080932012,0.3685198825229376,0.5403675884957736,0.7947598253275109,CAP_BINDING
improved_phase2b_combo_abc,official_shadow,final_sleeve_weights,calm_trend,295,0.034941097529975,0.4852636671881657,0.16917476156035796,0.0,0.3106204737215011,0.26881825941901794,0.36859369997663993,0.02711864406779661,CONSTRAINTS_CLEAN
improved_phase2b_combo_abc,official_shadow,final_sleeve_weights,neutral_mixed,493,0.22512712656138165,0.39198213494924206,0.13457205237246883,0.0,0.24831868611690724,0.33442718481307887,0.4174019251054049,0.17038539553752535,CONSTRAINTS_CLEAN
improved_phase2b_combo_abc,official_shadow,final_sleeve_weights,recovery_confirmed,44,0.06373368696666491,0.42671796497255454,0.17787439077091516,0.0,0.3316739572898652,0.24022904469391035,0.3470681772398258,0.0,CONSTRAINTS_CLEAN
improved_phase2b_combo_abc,official_shadow,final_sleeve_weights,recovery_fragile,49,0.13461722638562235,0.452800428736405,0.13787432513833636,0.0,0.274708019739636,0.2341616874037375,0.32881594489337757,0.10204081632653061,CONSTRAINTS_CLEAN
improved_phase2b_combo_abc,official_shadow,final_sleeve_weights,stressed_panic,229,0.5095176183235942,0.24184429288483794,0.07612100785955561,0.0,0.172517080932012,0.3685198825229376,0.5403675884957736,0.7947598253275109,CAP_BINDING
improved_phase2b_combo_abc,official_shadow,final_etf_weights,calm_trend,295,0.06990173480219289,0.5096336867438461,0.2547459013980244,0.1657186770559361,0.0,0.17020434221902872,0.2455174983007366,0.02711864406779661,CONSTRAINTS_CLEAN
improved_phase2b_combo_abc,official_shadow,final_etf_weights,neutral_mixed,493,0.2849137752416725,0.3411155202135593,0.24459899410930647,0.1293717104354613,0.0,0.27819478924406726,0.35264479887253963,0.17038539553752535,CONSTRAINTS_CLEAN
improved_phase2b_combo_abc,official_shadow,final_etf_weights,recovery_confirmed,44,0.12590614593470717,0.3354389479239383,0.349571961419924,0.18908294472143006,0.0,0.15216668977115647,0.22506363205844615,0.0,CONSTRAINTS_CLEAN
improved_phase2b_combo_abc,official_shadow,final_etf_weights,recovery_fragile,49,0.22878652097135774,0.30029708339739064,0.32133116093252717,0.1495852346987241,0.0,0.1942707233369641,0.29477822754548527,0.10204081632653061,CONSTRAINTS_CLEAN
improved_phase2b_combo_abc,official_shadow,final_etf_weights,stressed_panic,229,0.6075517876328324,0.11770134208847843,0.17270062234348102,0.10204624793520801,0.0,0.44589205205205873,0.6161445774743172,0.7947598253275109,CAP_BINDING
