kind,cik10,path,sha256,source,observations,first_week,last_week
companyfacts,0000001750,/Users/nicholasturangan/Projects/Portfolio Optimizer/2.0/data/sec_recent_companyfacts_cache_v1/companyfacts_0000001750.gz,9cdbb4e6ab81ef191c5b4b08b9c71d2a4dab13d2390f545010ab0c95750650f2,sec_companyfacts,,,
companyfacts,0000001800,/Users/nicholasturangan/Projects/Portfolio Optimizer/2.0/data/sec_recent_companyfacts_cache_v1/companyfacts_0000001800.gz,3c8876a9374b6f734a1fcde9770c76aecb3347c838e0a23a26dd8f2c91af0b59,sec_companyfacts,,,
companyfacts,0000002098,/Users/nicholasturangan/Projects/Portfolio Optimizer/2.0/data/sec_recent_companyfacts_cache_v1/companyfacts_0000002098.gz,52cba8eaf8b088a5d9804ecd11e509b8d7d634ec747781e76e498e9840ba0f91,sec_companyfacts,,,
companyfacts,0000002178,/Users/nicholasturangan/Projects/Portfolio Optimizer/2.0/data/sec_recent_companyfacts_cache_v1/companyfacts_0000002178.gz,16d9219e63aa32b52b7cb46f626bf1aaaf3752dbe373d6d37948823169a7d23c,sec_companyfacts,,,
companyfacts,0000002488,/Users/nicholasturangan/Projects/Portfolio Optimizer/2.0/data/sec_recent_companyfacts_cache_v1/companyfacts_0000002488.gz,f72ba32cd5e9c9fb1093a3a5801103d86eaa95fb9c460571cdd8a17404e5c1a9,sec_companyfacts,,,
companyfacts,0000002969,/Users/nicholasturangan/Projects/Portfolio Optimizer/2.0/data/sec_recent_companyfacts_cache_v1/companyfacts_0000002969.gz,30ab22dcdae0eaf5ce8034a2d2914dba8ec5e717d25ba2b85668d436098051be,sec_companyfacts,,,
companyfacts,0000003197,/Users/nicholasturangan/Projects/Portfolio Optimizer/2.0/data/sec_recent_companyfacts_cache_v1/companyfacts_0000003197.gz,76ccb02e3e1b86203938539d152bbfd69ee16a54e3861d8f61fbe4bc70333cb3,sec_companyfacts,,,
companyfacts,0000003453,/Users/nicholasturangan/Projects/Portfolio Optimizer/2.0/data/sec_recent_companyfacts_cache_v1/companyfacts_0000003453.gz,1a0803927e9f210522c6fbf33b3bc05a696b390c8aba646e647b92cff94510c5,sec_companyfacts,,,
companyfacts,0000003499,/Users/nicholasturangan/Projects/Portfolio Optimizer/2.0/data/sec_recent_companyfacts_cache_v1/companyfacts_0000003499.gz,f7b277ae1c6f923652e09f9eb9a06e5f77f91917f54604ad752ba881a755d51a,sec_companyfacts,,,
companyfacts,0000003545,/Users/nicholasturangan/Projects/Portfolio Optimizer/2.0/data/sec_recent_companyfacts_cache_v1/companyfacts_0000003545.gz,cf6ad1439f07776c4c813e4def3096c917c5aa3b280c302302132f1a88ce217f,sec_companyfacts,,,
companyfacts,0000003570,/Users/nicholasturangan/Projects/Portfolio Optimizer/2.0/data/sec_recent_companyfacts_cache_v1/companyfacts_0000003570.gz,0c00ccea2548691ed38aeb38f2f54963db5dcab45632c219d329266ff0fc2d0a,sec_companyfacts,,,
companyfacts,0000004127,/Users/nicholasturangan/Projects/Portfolio Optimizer/2.0/data/sec_recent_companyfacts_cache_v1/companyfacts_0000004127.gz,dfcf3b64fecc00112860143be22743399ba610e73c19f26b794025ae70ae9a44,sec_companyfacts,,,
companyfacts,0000004281,/Users/nicholasturangan/Projects/Portfolio Optimizer/2.0/data/sec_recent_companyfacts_cache_v1/companyfacts_0000004281.gz,2e913d53646a0908f2460e8b3819a8341374369f93eefbbe72aff3657a6638c2,sec_companyfacts,,,
companyfacts,0000004447,/Users/nicholasturangan/Projects/Portfolio Optimizer/2.0/data/sec_recent_companyfacts_cache_v1/companyfacts_0000004447.gz,bd77aae275f6c034602c99bb68a5cbdf3a4d347d51ee951b0c43f7722c6fdecd,sec_companyfacts,,,
companyfacts,0000004457,/Users/nicholasturangan/Projects/Portfolio Optimizer/2.0/data/sec_recent_companyfacts_cache_v1/companyfacts_0000004457.gz,2f75d6247796a499cbbc246227adcdf8d99db7a12bbcb113cb89e2d892f9e7e4,sec_companyfacts,,,
companyfacts,0000004904,/Users/nicholasturangan/Projects/Portfolio Optimizer/2.0/data/sec_recent_companyfacts_cache_v1/companyfacts_0000004904.gz,30f2b2296a833758acba8da6cd337372a85b74b755d337754c89e3369fd62531,sec_companyfacts,,,
companyfacts,0000004962,/Users/nicholasturangan/Projects/Portfolio Optimizer/2.0/data/sec_recent_companyfacts_cache_v1/companyfacts_0000004962.gz,2e2005dea3630462d2200ea9a65801fa62b82ac16c27eed98475ac5ec1a99073,sec_companyfacts,,,
companyfacts,0000004977,/Users/nicholasturangan/Projects/Portfolio Optimizer/2.0/data/sec_recent_companyfacts_cache_v1/companyfacts_0000004977.gz,c52b2cd15ea6d798a995d07a6fcb766325b0aa6b2df70fcbe6b7dd448d42c256,sec_companyfacts,,,
companyfacts,0000005272,/Users/nicholasturangan/Projects/Portfolio Optimizer/2.0/data/sec_recent_companyfacts_cache_v1/companyfacts_0000005272.gz,40e6de3c728efb4f446095ee502f3c2c647ceb72050e6e8b8ba9fe92b391d353,sec_companyfacts,,,
companyfacts,0000005513,/Users/nicholasturangan/Projects/Portfolio Optimizer/2.0/data/sec_recent_companyfacts_cache_v1/companyfacts_0000005513.gz,1e1ca18323878571e1ebd0a49eced28bddfe40ecbd313e6c17cce6406b44f30f,sec_companyfacts,,,
companyfacts,0000005981,/Users/nicholasturangan/Projects/Portfolio Optimizer/2.0/data/sec_recent_companyfacts_cache_v1/companyfacts_0000005981.gz,e8c9d50c5c262cab4f3f0b89e2d279df10e8400ef151fa6fafe82b829b667eb6,sec_companyfacts,,,
companyfacts,0000006201,/Users/nicholasturangan/Projects/Portfolio Optimizer/2.0/data/sec_recent_companyfacts_cache_v1/companyfacts_0000006201.gz,24ce5c1314ace9599199f5953ff08ead8012575ca602b9a8cc80cd4a3a0f9c1d,sec_companyfacts,,,
companyfacts,0000006281,/Users/nicholasturangan/Projects/Portfolio Optimizer/2.0/data/sec_recent_companyfacts_cache_v1/companyfacts_0000006281.gz,a711db7bccd0b67d599cfb86c510f472d58eda11802b2a1d71d8be150ff6304d,sec_companyfacts,,,
companyfacts,0000006769,/Users/nicholasturangan/Projects/Portfolio Optimizer/2.0/data/sec_recent_companyfacts_cache_v1/companyfacts_0000006769.gz,ddb519ab1aaef5d110fcc65cd488d99cac8bc3b565021137335334e8bf737a8c,sec_companyfacts,,,
companyfacts,0000006845,/Users/nicholasturangan/Projects/Portfolio Optimizer/2.0/data/sec_recent_companyfacts_cache_v1/companyfacts_0000006845.gz,aa174ce33dea5ac1e3ef3b874bd055aa00649951b83fbebf9ab6401cf9244cb6,sec_companyfacts,,,
companyfacts,0000006951,/Users/nicholasturangan/Projects/Portfolio Optimizer/2.0/data/sec_recent_companyfacts_cache_v1/companyfacts_0000006951.gz,a41f84b3e77f30ec48a9a23135180e7a68bb2450ec55ef6f068c13f47ebc9d97,sec_companyfacts,,,
companyfacts,0000006955,/Users/nicholasturangan/Projects/Portfolio Optimizer/2.0/data/sec_recent_companyfacts_cache_v1/companyfacts_0000006955.gz,691f8d0a900ed358a0056aebaa0c8cfbcbf3054aa67a716aafb9684f1633703c,sec_companyfacts,,,
companyfacts,0000007039,/Users/nicholasturangan/Projects/Portfolio Optimizer/2.0/data/sec_recent_companyfacts_cache_v1/companyfacts_0000007039.gz,64aefb6ff4476e6f443870c1710045e0a0b99738f28b09826444b861b89ddbd9,sec_companyfacts,,,
companyfacts,0000007084,/Users/nicholasturangan/Projects/Portfolio Optimizer/2.0/data/sec_recent_companyfacts_cache_v1/companyfacts_0000007084.gz,147df46d4e7b58d6e9fa3fac4797e02774f799ebdd398953f22c7a7c70c599c9,sec_companyfacts,,,
companyfacts,0000007332,/Users/nicholasturangan/Projects/Portfolio Optimizer/2.0/data/sec_recent_companyfacts_cache_v1/companyfacts_0000007332.gz,f367c822c554ee533d177a14c161e8e763c279b0dd8d0be89363e07421bbb629,sec_companyfacts,,,
companyfacts,0000007431,/Users/nicholasturangan/Projects/Portfolio Optimizer/2.0/data/sec_recent_companyfacts_cache_v1/companyfacts_0000007431.gz,28a86146b88194a6d8a4639f76fb56c6ce91ad8f24e79e2799850f9369c5e38a,sec_companyfacts,,,
companyfacts,0000007536,/Users/nicholasturangan/Projects/Portfolio Optimizer/2.0/data/sec_recent_companyfacts_cache_v1/companyfacts_0000007536.gz,fc3b19989ddf55bb1bff22d60c9a1e86c4fe0101861badad55d7a1bdf3631fa1,sec_companyfacts,,,
companyfacts,0000007789,/Users/nicholasturangan/Projects/Portfolio Optimizer/2.0/data/sec_recent_companyfacts_cache_v1/companyfacts_0000007789.gz,c5e011cbf788a6a65bf19a8ac363226ead101ebdae040c87b6e78b2e7ca3751f,sec_companyfacts,,,
companyfacts,0000008063,/Users/nicholasturangan/Projects/Portfolio Optimizer/2.0/data/sec_recent_companyfacts_cache_v1/companyfacts_0000008063.gz,dd83663ab32be8c2a9162e6c8d6cd1208593bf534559a153ec47baf7992efc69,sec_companyfacts,,,
companyfacts,0000008146,/Users/nicholasturangan/Projects/Portfolio Optimizer/2.0/data/sec_recent_companyfacts_cache_v1/companyfacts_0000008146.gz,2ae5afb7b296b9a7d220ec0b9e601eaa3ab1c0140ddbafdc2ba09deb6433bd87,sec_companyfacts,,,
companyfacts,0000008670,/Users/nicholasturangan/Projects/Portfolio Optimizer/2.0/data/sec_recent_companyfacts_cache_v1/companyfacts_0000008670.gz,ccf513b736819b8d7a3bf9c1b8349c56ad7e555d51ab7d02f5af4f647f1b5605,sec_companyfacts,,,
companyfacts,0000008818,/Users/nicholasturangan/Projects/Portfolio Optimizer/2.0/data/sec_recent_companyfacts_cache_v1/companyfacts_0000008818.gz,00839c13915b2c95b5144983a184472093662062dc607aec61636e15a5984e8b,sec_companyfacts,,,
companyfacts,0000008858,/Users/nicholasturangan/Projects/Portfolio Optimizer/2.0/data/sec_recent_companyfacts_cache_v1/companyfacts_0000008858.gz,915d32c610b6e771937bc4634e77115ef582692a18c9ce448ffec9d324eac15e,sec_companyfacts,,,
