rule_name,target,comparison_name,comparison_type,jaccard_overlap,event_count,comparison_event_count
rule_int_bab_x_highvol__forward_risk_adjusted_top_quantile_8w,target_etf_forward_risk_adjusted_top_quantile_8w,state_lag1_stressed_panic,regime_state_context,0.030303030303030304,1347,5215
rule_int_bab_x_highvol__forward_risk_adjusted_top_quantile_8w,target_etf_forward_risk_adjusted_top_quantile_8w,ooo3event_efa_spy_market_trend_confirmed_top20_event,trend_breadth,0.02759433962264151,1347,3010
rule_int_bab_x_highvol__forward_risk_adjusted_top_quantile_8w,target_etf_forward_risk_adjusted_top_quantile_8w,ooo3event_market_drawdown_vol_filtered_top20_event,volatility_quality,0.021292217327459617,1347,1435
rule_int_bab_x_highvol__forward_risk_adjusted_top_quantile_8w,target_etf_forward_risk_adjusted_top_quantile_8w,state_lag1_recovery_fragile,regime_state_context,0.021040095275903135,1347,1225
rule_int_bab_x_highvol__forward_risk_adjusted_top_quantile_8w,target_etf_forward_risk_adjusted_top_quantile_8w,ooo3event_market_drawdown_top20_event,drawdown_stress,0.01953125,1347,1785
rule_int_bab_x_highvol__forward_risk_adjusted_top_quantile_8w,target_etf_forward_risk_adjusted_top_quantile_8w,ooo3event_breadth_ret13_positive_x_recovery_confirmed_state_filtered_event,regime_state_context,0.01853911753800519,1347,1400
rule_int_bab_x_highvol__forward_risk_adjusted_top_quantile_8w,target_etf_forward_risk_adjusted_top_quantile_8w,state_lag1_recovery_confirmed,regime_state_context,0.01853911753800519,1347,1400
rule_int_bab_x_highvol__forward_top_quantile_4w,target_etf_forward_top_quantile_4w,ooo3event_market_trend_ex_high_vol_drawdown_event,volatility_quality,0.049208876505124885,1347,19740
rule_int_bab_x_highvol__forward_top_quantile_4w,target_etf_forward_top_quantile_4w,state_lag1_calm_trend,regime_state_context,0.04902951880307319,1347,9030
rule_int_bab_x_highvol__forward_top_quantile_4w,target_etf_forward_top_quantile_4w,ooo3event_market_trend_calm_neutral_event,trend_breadth,0.048929808741872714,1347,20755
rule_int_bab_x_highvol__forward_top_quantile_4w,target_etf_forward_top_quantile_4w,ooo3event_market_trend_vol_scaled_score_event,volatility_quality,0.04799446749654219,1347,6230
rule_int_bab_x_highvol__forward_top_quantile_4w,target_etf_forward_top_quantile_4w,ooo3event_breadth_ret13_positive_x_recovery_confirmed_vol_filtered_top20_event,volatility_quality,0.047878634212305614,1347,23450
rule_int_bab_x_highvol__forward_top_quantile_4w,target_etf_forward_top_quantile_4w,ooo2_market_trend_positive_signal,trend_breadth,0.04757916566961793,1347,24920
rule_int_bab_x_highvol__forward_top_quantile_4w,target_etf_forward_top_quantile_4w,ooo3_market_trend_positive_signal,trend_breadth,0.04757916566961793,1347,24920
rule_int_bab_x_highvol__forward_top_quantile_4w,target_etf_forward_top_quantile_4w,ooo3_market_trend_positive_signal__abs_strength,trend_breadth,0.04757916566961793,1347,24920
rule_int_bab_x_highvol__forward_top_quantile_4w,target_etf_forward_top_quantile_4w,ooo3_market_trend_positive_signal__raw,trend_breadth,0.04757916566961793,1347,24920
rule_int_bab_x_highvol__forward_top_quantile_4w,target_etf_forward_top_quantile_4w,ooo3event_market_trend_raw_event,trend_breadth,0.04757916566961793,1347,24920
rule_int_bab_x_highvol__forward_top_quantile_4w,target_etf_forward_top_quantile_4w,regime_market_trend_positive,trend_breadth,0.04714382659374875,1347,24885
rule_int_bab_x_highvol__forward_top_quantile_4w,target_etf_forward_top_quantile_4w,ooo3event_market_trend_recent_stress_filtered_event,drawdown_stress,0.04653502704062382,1347,15295
rule_int_bab_x_highvol__forward_top_quantile_4w,target_etf_forward_top_quantile_4w,ooo3event_market_trend_breadth_confirmed_event,trend_breadth,0.0463828314295604,1347,10745
rule_int_bab_x_highvol__forward_top_quantile_4w,target_etf_forward_top_quantile_4w,state_lag1_neutral_mixed,regime_state_context,0.04143181319083523,1347,12880
rule_int_bab_x_highvol__forward_top_quantile_4w,target_etf_forward_top_quantile_4w,regime_recent_stress_26w,drawdown_stress,0.041429957045863934,1347,13685
rule_int_bab_x_highvol__forward_top_quantile_4w,target_etf_forward_top_quantile_4w,ooo2_recent_stress_26w_signal,drawdown_stress,0.04124140803999167,1347,13650
rule_int_bab_x_highvol__forward_top_quantile_4w,target_etf_forward_top_quantile_4w,ooo3_recent_stress_26w_signal,drawdown_stress,0.04124140803999167,1347,13650
rule_int_bab_x_highvol__forward_top_quantile_4w,target_etf_forward_top_quantile_4w,state_lag1_stressed_panic,regime_state_context,0.030303030303030304,1347,5215
rule_int_bab_x_highvol__forward_top_quantile_4w,target_etf_forward_top_quantile_4w,ooo3event_efa_spy_market_trend_confirmed_top20_event,trend_breadth,0.02759433962264151,1347,3010
rule_int_bab_x_highvol__forward_top_quantile_4w,target_etf_forward_top_quantile_4w,ooo3event_market_drawdown_vol_filtered_top20_event,volatility_quality,0.021292217327459617,1347,1435
rule_int_bab_x_highvol__forward_top_quantile_4w,target_etf_forward_top_quantile_4w,state_lag1_recovery_fragile,regime_state_context,0.021040095275903135,1347,1225
rule_int_bab_x_highvol__forward_top_quantile_4w,target_etf_forward_top_quantile_4w,ooo3event_market_drawdown_top20_event,drawdown_stress,0.01953125,1347,1785
rule_int_bab_x_highvol__forward_top_quantile_4w,target_etf_forward_top_quantile_4w,ooo3event_breadth_ret13_positive_x_recovery_confirmed_state_filtered_event,regime_state_context,0.01853911753800519,1347,1400
rule_int_bab_x_highvol__forward_top_quantile_4w,target_etf_forward_top_quantile_4w,state_lag1_recovery_confirmed,regime_state_context,0.01853911753800519,1347,1400
rule_int_bab_x_highvol__forward_top_quantile_8w,target_etf_forward_top_quantile_8w,ooo3event_market_trend_ex_high_vol_drawdown_event,volatility_quality,0.049208876505124885,1347,19740
rule_int_bab_x_highvol__forward_top_quantile_8w,target_etf_forward_top_quantile_8w,state_lag1_calm_trend,regime_state_context,0.04902951880307319,1347,9030
rule_int_bab_x_highvol__forward_top_quantile_8w,target_etf_forward_top_quantile_8w,ooo3event_market_trend_calm_neutral_event,trend_breadth,0.048929808741872714,1347,20755
rule_int_bab_x_highvol__forward_top_quantile_8w,target_etf_forward_top_quantile_8w,ooo3event_market_trend_vol_scaled_score_event,volatility_quality,0.04799446749654219,1347,6230
rule_int_bab_x_highvol__forward_top_quantile_8w,target_etf_forward_top_quantile_8w,ooo3event_breadth_ret13_positive_x_recovery_confirmed_vol_filtered_top20_event,volatility_quality,0.047878634212305614,1347,23450
rule_int_bab_x_highvol__forward_top_quantile_8w,target_etf_forward_top_quantile_8w,ooo2_market_trend_positive_signal,trend_breadth,0.04757916566961793,1347,24920
rule_int_bab_x_highvol__forward_top_quantile_8w,target_etf_forward_top_quantile_8w,ooo3_market_trend_positive_signal,trend_breadth,0.04757916566961793,1347,24920
rule_int_bab_x_highvol__forward_top_quantile_8w,target_etf_forward_top_quantile_8w,ooo3_market_trend_positive_signal__abs_strength,trend_breadth,0.04757916566961793,1347,24920
rule_int_bab_x_highvol__forward_top_quantile_8w,target_etf_forward_top_quantile_8w,ooo3_market_trend_positive_signal__raw,trend_breadth,0.04757916566961793,1347,24920
rule_int_bab_x_highvol__forward_top_quantile_8w,target_etf_forward_top_quantile_8w,ooo3event_market_trend_raw_event,trend_breadth,0.04757916566961793,1347,24920
rule_int_bab_x_highvol__forward_top_quantile_8w,target_etf_forward_top_quantile_8w,regime_market_trend_positive,trend_breadth,0.04714382659374875,1347,24885
rule_int_bab_x_highvol__forward_top_quantile_8w,target_etf_forward_top_quantile_8w,ooo3event_market_trend_recent_stress_filtered_event,drawdown_stress,0.04653502704062382,1347,15295
rule_int_bab_x_highvol__forward_top_quantile_8w,target_etf_forward_top_quantile_8w,ooo3event_market_trend_breadth_confirmed_event,trend_breadth,0.0463828314295604,1347,10745
rule_int_bab_x_highvol__forward_top_quantile_8w,target_etf_forward_top_quantile_8w,state_lag1_neutral_mixed,regime_state_context,0.04143181319083523,1347,12880
rule_int_bab_x_highvol__forward_top_quantile_8w,target_etf_forward_top_quantile_8w,regime_recent_stress_26w,drawdown_stress,0.041429957045863934,1347,13685
rule_int_bab_x_highvol__forward_top_quantile_8w,target_etf_forward_top_quantile_8w,ooo2_recent_stress_26w_signal,drawdown_stress,0.04124140803999167,1347,13650
rule_int_bab_x_highvol__forward_top_quantile_8w,target_etf_forward_top_quantile_8w,ooo3_recent_stress_26w_signal,drawdown_stress,0.04124140803999167,1347,13650
rule_int_bab_x_highvol__forward_top_quantile_8w,target_etf_forward_top_quantile_8w,state_lag1_stressed_panic,regime_state_context,0.030303030303030304,1347,5215
rule_int_bab_x_highvol__forward_top_quantile_8w,target_etf_forward_top_quantile_8w,ooo3event_efa_spy_market_trend_confirmed_top20_event,trend_breadth,0.02759433962264151,1347,3010
rule_int_bab_x_highvol__forward_top_quantile_8w,target_etf_forward_top_quantile_8w,ooo3event_market_drawdown_vol_filtered_top20_event,volatility_quality,0.021292217327459617,1347,1435
rule_int_bab_x_highvol__forward_top_quantile_8w,target_etf_forward_top_quantile_8w,state_lag1_recovery_fragile,regime_state_context,0.021040095275903135,1347,1225
rule_int_bab_x_highvol__forward_top_quantile_8w,target_etf_forward_top_quantile_8w,ooo3event_market_drawdown_top20_event,drawdown_stress,0.01953125,1347,1785
rule_int_bab_x_highvol__forward_top_quantile_8w,target_etf_forward_top_quantile_8w,ooo3event_breadth_ret13_positive_x_recovery_confirmed_state_filtered_event,regime_state_context,0.01853911753800519,1347,1400
rule_int_bab_x_highvol__forward_top_quantile_8w,target_etf_forward_top_quantile_8w,state_lag1_recovery_confirmed,regime_state_context,0.01853911753800519,1347,1400
rule_int_breadth_recovery_x_mom13__forward_risk_adjusted_top_quantile_4w,target_etf_forward_risk_adjusted_top_quantile_4w,ooo3event_breadth_ret13_positive_x_recovery_confirmed_state_filtered_event,regime_state_context,0.14910025706940874,388,1400
rule_int_breadth_recovery_x_mom13__forward_risk_adjusted_top_quantile_4w,target_etf_forward_risk_adjusted_top_quantile_4w,state_lag1_recovery_confirmed,regime_state_context,0.14910025706940874,388,1400
rule_int_breadth_recovery_x_mom13__forward_risk_adjusted_top_quantile_4w,target_etf_forward_risk_adjusted_top_quantile_4w,ooo2_recent_stress_26w_signal,drawdown_stress,0.028424908424908427,388,13650
rule_int_breadth_recovery_x_mom13__forward_risk_adjusted_top_quantile_4w,target_etf_forward_risk_adjusted_top_quantile_4w,ooo3_recent_stress_26w_signal,drawdown_stress,0.028424908424908427,388,13650
rule_int_breadth_recovery_x_mom13__forward_risk_adjusted_top_quantile_4w,target_etf_forward_risk_adjusted_top_quantile_4w,ooo3event_market_trend_vol_scaled_score_event,volatility_quality,0.028118688830200404,388,6230
rule_int_breadth_recovery_x_mom13__forward_risk_adjusted_top_quantile_4w,target_etf_forward_risk_adjusted_top_quantile_4w,regime_recent_stress_26w,drawdown_stress,0.027526285046728972,388,13685
rule_int_breadth_recovery_x_mom13__forward_risk_adjusted_top_quantile_4w,target_etf_forward_risk_adjusted_top_quantile_4w,ooo3event_market_trend_breadth_confirmed_event,trend_breadth,0.027503461005999076,388,10745
rule_int_breadth_recovery_x_mom13__forward_risk_adjusted_top_quantile_4w,target_etf_forward_risk_adjusted_top_quantile_4w,ooo3event_market_trend_ex_high_vol_drawdown_event,volatility_quality,0.017490648063896472,388,19740
rule_int_breadth_recovery_x_mom13__forward_risk_adjusted_top_quantile_4w,target_etf_forward_risk_adjusted_top_quantile_4w,regime_market_trend_positive,trend_breadth,0.015591721920835844,388,24885
rule_int_breadth_recovery_x_mom13__forward_risk_adjusted_top_quantile_4w,target_etf_forward_risk_adjusted_top_quantile_4w,ooo2_market_trend_positive_signal,trend_breadth,0.015569823434991975,388,24920
rule_int_breadth_recovery_x_mom13__forward_risk_adjusted_top_quantile_4w,target_etf_forward_risk_adjusted_top_quantile_4w,ooo3_market_trend_positive_signal,trend_breadth,0.015569823434991975,388,24920
rule_int_breadth_recovery_x_mom13__forward_risk_adjusted_top_quantile_4w,target_etf_forward_risk_adjusted_top_quantile_4w,ooo3_market_trend_positive_signal__abs_strength,trend_breadth,0.015569823434991975,388,24920
rule_int_breadth_recovery_x_mom13__forward_risk_adjusted_top_quantile_4w,target_etf_forward_risk_adjusted_top_quantile_4w,ooo3_market_trend_positive_signal__raw,trend_breadth,0.015569823434991975,388,24920
rule_int_breadth_recovery_x_mom13__forward_risk_adjusted_top_quantile_4w,target_etf_forward_risk_adjusted_top_quantile_4w,ooo3event_market_trend_raw_event,trend_breadth,0.015569823434991975,388,24920
rule_int_breadth_recovery_x_mom13__forward_risk_adjusted_top_quantile_4w,target_etf_forward_risk_adjusted_top_quantile_4w,ooo3event_breadth_ret13_positive_x_recovery_confirmed_vol_filtered_top20_event,volatility_quality,0.014728418184914013,388,23450
rule_int_breadth_recovery_x_mom13__forward_risk_adjusted_top_quantile_4w,target_etf_forward_risk_adjusted_top_quantile_4w,state_lag1_recovery_fragile,regime_state_context,0.010018785222291797,388,1225
rule_int_breadth_recovery_x_mom13__forward_risk_adjusted_top_quantile_4w,target_etf_forward_risk_adjusted_top_quantile_4w,state_lag1_neutral_mixed,regime_state_context,0.009971835274415771,388,12880
rule_int_breadth_recovery_x_mom13__forward_risk_adjusted_top_quantile_4w,target_etf_forward_risk_adjusted_top_quantile_4w,ooo3event_efa_spy_market_trend_confirmed_top20_event,trend_breadth,0.009806835066864784,388,3010
rule_int_breadth_recovery_x_mom13__forward_risk_adjusted_top_quantile_4w,target_etf_forward_risk_adjusted_top_quantile_4w,ooo3event_market_trend_calm_neutral_event,trend_breadth,0.006665714421749274,388,20755
rule_int_breadth_recovery_x_mom13__forward_risk_adjusted_top_quantile_4w,target_etf_forward_risk_adjusted_top_quantile_4w,state_lag1_calm_trend,regime_state_context,0.0009565309809756616,388,9030
rule_int_breadth_recovery_x_mom13__forward_risk_adjusted_top_quantile_4w,target_etf_forward_risk_adjusted_top_quantile_4w,ooo3event_market_trend_recent_stress_filtered_event,drawdown_stress,0.0,388,15295
rule_int_breadth_recovery_x_mom13__forward_risk_adjusted_top_quantile_4w,target_etf_forward_risk_adjusted_top_quantile_4w,ooo3event_market_drawdown_top20_event,drawdown_stress,0.0,388,1785
rule_int_breadth_recovery_x_mom13__forward_risk_adjusted_top_quantile_4w,target_etf_forward_risk_adjusted_top_quantile_4w,ooo3event_market_drawdown_vol_filtered_top20_event,volatility_quality,0.0,388,1435
rule_int_breadth_recovery_x_mom13__forward_risk_adjusted_top_quantile_4w,target_etf_forward_risk_adjusted_top_quantile_4w,state_lag1_stressed_panic,regime_state_context,0.0,388,5215
rule_int_breadth_recovery_x_mom13__forward_risk_adjusted_top_quantile_8w,target_etf_forward_risk_adjusted_top_quantile_8w,ooo3event_breadth_ret13_positive_x_recovery_confirmed_state_filtered_event,regime_state_context,0.14910025706940874,388,1400
rule_int_breadth_recovery_x_mom13__forward_risk_adjusted_top_quantile_8w,target_etf_forward_risk_adjusted_top_quantile_8w,state_lag1_recovery_confirmed,regime_state_context,0.14910025706940874,388,1400
rule_int_breadth_recovery_x_mom13__forward_risk_adjusted_top_quantile_8w,target_etf_forward_risk_adjusted_top_quantile_8w,ooo2_recent_stress_26w_signal,drawdown_stress,0.028424908424908427,388,13650
rule_int_breadth_recovery_x_mom13__forward_risk_adjusted_top_quantile_8w,target_etf_forward_risk_adjusted_top_quantile_8w,ooo3_recent_stress_26w_signal,drawdown_stress,0.028424908424908427,388,13650
rule_int_breadth_recovery_x_mom13__forward_risk_adjusted_top_quantile_8w,target_etf_forward_risk_adjusted_top_quantile_8w,ooo3event_market_trend_vol_scaled_score_event,volatility_quality,0.028118688830200404,388,6230
rule_int_breadth_recovery_x_mom13__forward_risk_adjusted_top_quantile_8w,target_etf_forward_risk_adjusted_top_quantile_8w,regime_recent_stress_26w,drawdown_stress,0.027526285046728972,388,13685
rule_int_breadth_recovery_x_mom13__forward_risk_adjusted_top_quantile_8w,target_etf_forward_risk_adjusted_top_quantile_8w,ooo3event_market_trend_breadth_confirmed_event,trend_breadth,0.027503461005999076,388,10745
rule_int_breadth_recovery_x_mom13__forward_risk_adjusted_top_quantile_8w,target_etf_forward_risk_adjusted_top_quantile_8w,ooo3event_market_trend_ex_high_vol_drawdown_event,volatility_quality,0.017490648063896472,388,19740
rule_int_breadth_recovery_x_mom13__forward_risk_adjusted_top_quantile_8w,target_etf_forward_risk_adjusted_top_quantile_8w,regime_market_trend_positive,trend_breadth,0.015591721920835844,388,24885
rule_int_breadth_recovery_x_mom13__forward_risk_adjusted_top_quantile_8w,target_etf_forward_risk_adjusted_top_quantile_8w,ooo2_market_trend_positive_signal,trend_breadth,0.015569823434991975,388,24920
rule_int_breadth_recovery_x_mom13__forward_risk_adjusted_top_quantile_8w,target_etf_forward_risk_adjusted_top_quantile_8w,ooo3_market_trend_positive_signal,trend_breadth,0.015569823434991975,388,24920
rule_int_breadth_recovery_x_mom13__forward_risk_adjusted_top_quantile_8w,target_etf_forward_risk_adjusted_top_quantile_8w,ooo3_market_trend_positive_signal__abs_strength,trend_breadth,0.015569823434991975,388,24920
rule_int_breadth_recovery_x_mom13__forward_risk_adjusted_top_quantile_8w,target_etf_forward_risk_adjusted_top_quantile_8w,ooo3_market_trend_positive_signal__raw,trend_breadth,0.015569823434991975,388,24920
rule_int_breadth_recovery_x_mom13__forward_risk_adjusted_top_quantile_8w,target_etf_forward_risk_adjusted_top_quantile_8w,ooo3event_market_trend_raw_event,trend_breadth,0.015569823434991975,388,24920
rule_int_breadth_recovery_x_mom13__forward_risk_adjusted_top_quantile_8w,target_etf_forward_risk_adjusted_top_quantile_8w,ooo3event_breadth_ret13_positive_x_recovery_confirmed_vol_filtered_top20_event,volatility_quality,0.014728418184914013,388,23450
rule_int_breadth_recovery_x_mom13__forward_risk_adjusted_top_quantile_8w,target_etf_forward_risk_adjusted_top_quantile_8w,state_lag1_recovery_fragile,regime_state_context,0.010018785222291797,388,1225
rule_int_breadth_recovery_x_mom13__forward_risk_adjusted_top_quantile_8w,target_etf_forward_risk_adjusted_top_quantile_8w,state_lag1_neutral_mixed,regime_state_context,0.009971835274415771,388,12880
rule_int_breadth_recovery_x_mom13__forward_risk_adjusted_top_quantile_8w,target_etf_forward_risk_adjusted_top_quantile_8w,ooo3event_efa_spy_market_trend_confirmed_top20_event,trend_breadth,0.009806835066864784,388,3010
rule_int_breadth_recovery_x_mom13__forward_risk_adjusted_top_quantile_8w,target_etf_forward_risk_adjusted_top_quantile_8w,ooo3event_market_trend_calm_neutral_event,trend_breadth,0.006665714421749274,388,20755
rule_int_breadth_recovery_x_mom13__forward_risk_adjusted_top_quantile_8w,target_etf_forward_risk_adjusted_top_quantile_8w,state_lag1_calm_trend,regime_state_context,0.0009565309809756616,388,9030
rule_int_breadth_recovery_x_mom13__forward_risk_adjusted_top_quantile_8w,target_etf_forward_risk_adjusted_top_quantile_8w,ooo3event_market_trend_recent_stress_filtered_event,drawdown_stress,0.0,388,15295
rule_int_breadth_recovery_x_mom13__forward_risk_adjusted_top_quantile_8w,target_etf_forward_risk_adjusted_top_quantile_8w,ooo3event_market_drawdown_top20_event,drawdown_stress,0.0,388,1785
rule_int_breadth_recovery_x_mom13__forward_risk_adjusted_top_quantile_8w,target_etf_forward_risk_adjusted_top_quantile_8w,ooo3event_market_drawdown_vol_filtered_top20_event,volatility_quality,0.0,388,1435
rule_int_breadth_recovery_x_mom13__forward_risk_adjusted_top_quantile_8w,target_etf_forward_risk_adjusted_top_quantile_8w,state_lag1_stressed_panic,regime_state_context,0.0,388,5215
