target,feature,mean_importance,mean_abs_importance,sign_stability,n_models,n_refits,interaction_source
target_etf_forward_risk_adjusted_top_quantile_8w,ooo3_leadlag_GLD_minus_SPY_13w_signal__zscore__PAIR__z_rel_strength_TLT_13w,4.0,4.0,,,1,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,ooo3_market_trend_positive_signal__direction_strength__PAIR__int_quality_x_highvol,4.0,4.0,,,2,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,ooo3_market_trend_positive_signal__direction_strength__PAIR__ooo2_leadlag_EFA_minus_SPY_13w_signal,4.0,4.0,,,2,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,ooo3_market_trend_positive_signal__direction_strength__PAIR__ooo3_breadth_ret13_positive_x_recovery_confirmed_signal__direction_strength,4.0,4.0,,,2,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,ooo3_market_trend_positive_signal__direction_strength__PAIR__ooo3_leadlag_DBA_minus_SPY_13w_signal__percentile,4.0,4.0,,,2,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,ooo3_market_trend_positive_signal__direction_strength__PAIR__ooo3_leadlag_EFA_minus_SPY_13w_signal__zscore,4.0,4.0,,,1,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,ooo3_market_trend_positive_signal__direction_strength__PAIR__ooo3_leadlag_GLD_minus_SPY_13w_signal__direction_strength,4.0,4.0,,,2,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,ooo3_market_trend_positive_signal__direction_strength__PAIR__ooo3_leadlag_GLD_minus_SPY_13w_signal__strength_scaled_score,4.0,4.0,,,2,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,ooo3_market_trend_positive_signal__direction_strength__PAIR__ooo3_market_trend_positive_signal__percentile,4.0,4.0,,,2,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,ooo3_market_trend_positive_signal__direction_strength__PAIR__z_l1_carry_carry_score_tradable,4.0,4.0,,,2,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,ooo3_market_trend_positive_signal__direction_strength__PAIR__z_l1_quality_quality_score_tradable,4.0,4.0,,,2,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,ooo3_market_trend_positive_signal__direction_strength__PAIR__z_mom_26w,4.0,4.0,,,2,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,ooo3_market_trend_positive_signal__direction_strength__PAIR__z_trend_consistency_13w,4.0,4.0,,,2,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,ooo3_market_trend_positive_signal__percentile__PAIR__ooo2_leadlag_DBA_minus_SPY_13w_signal,4.0,4.0,,,2,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,ooo3_market_trend_positive_signal__percentile__PAIR__ooo3_market_trend_positive_signal__raw,4.0,4.0,,,1,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,ooo3_market_trend_positive_signal__percentile__PAIR__regime_canary_breadth_default,4.0,4.0,,,2,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,ooo3_market_trend_positive_signal__percentile__PAIR__z_rel_strength_HYG_13w,4.0,4.0,,,2,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,ooo3_market_trend_positive_signal__raw__PAIR__int_efa_spy_strength_x_market_trend,4.0,4.0,,,2,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,ooo3_market_trend_positive_signal__raw__PAIR__int_reversal_x_drawdown,4.0,4.0,,,2,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,ooo3_market_trend_positive_signal__strength_scaled_score__PAIR__int_bab_x_highvol,4.0,4.0,,,2,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,ooo3_market_trend_positive_signal__strength_scaled_score__PAIR__ooo3_leadlag_EFA_minus_SPY_13w_signal__strength_scaled_score,4.0,4.0,,,1,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,ooo3_market_trend_positive_signal__strength_scaled_score__PAIR__ooo3_leadlag_GLD_minus_SPY_13w_signal__raw,4.0,4.0,,,2,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,ooo3_market_trend_positive_signal__zscore__PAIR__int_mom26_x_lowvol26,4.0,4.0,,,2,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,ooo3_market_trend_positive_signal__zscore__PAIR__ooo3_breadth_ret13_positive_x_recovery_confirmed_signal__strength_scaled_score,4.0,4.0,,,1,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,ooo3_market_trend_positive_signal__zscore__PAIR__ooo3_ggg1_trailing_vol_13w,4.0,4.0,,,2,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,ooo3_market_trend_positive_signal__zscore__PAIR__ooo3_leadlag_GLD_minus_SPY_13w_signal__raw,4.0,4.0,,,2,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,ooo3_market_trend_positive_signal__zscore__PAIR__ooo3_market_trend_positive_signal__abs_strength,4.0,4.0,,,2,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,ooo3_market_trend_positive_signal__zscore__PAIR__ooo3_market_trend_positive_signal__strength_scaled_score,4.0,4.0,,,2,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,ooo3_market_trend_positive_signal__zscore__PAIR__ooo3event_market_trend_recent_stress_filtered_event,4.0,4.0,,,1,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,ooo3_market_trend_positive_signal__zscore__PAIR__z_l1_bab_bab_score_tradable,4.0,4.0,,,1,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,ooo3_market_trend_positive_signal__zscore__PAIR__z_l1_reversal_reversal_4w_score_tradable,4.0,4.0,,,1,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,ooo3event_breadth_ret13_positive_x_recovery_confirmed_top20_event__PAIR__int_breadth_x_mom13,4.0,4.0,,,2,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,ooo3event_breadth_ret13_positive_x_recovery_confirmed_top20_event__PAIR__int_real_asset_strength_x_stress,4.0,4.0,,,2,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,ooo3event_breadth_ret13_positive_x_recovery_confirmed_top20_event__PAIR__ooo3_breadth_ret13_positive_x_recovery_confirmed_signal__zscore,4.0,4.0,,,1,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,ooo3event_breadth_ret13_positive_x_recovery_confirmed_top20_event__PAIR__ooo3_ggg1_trailing_vol_26w,4.0,4.0,,,2,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,ooo3event_breadth_ret13_positive_x_recovery_confirmed_top20_event__PAIR__ooo3_leadlag_EFA_minus_SPY_13w_signal__zscore,4.0,4.0,,,2,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,ooo3event_breadth_ret13_positive_x_recovery_confirmed_top20_event__PAIR__ooo3_leadlag_GLD_minus_SPY_13w_signal__direction_strength,4.0,4.0,,,2,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,ooo3event_breadth_ret13_positive_x_recovery_confirmed_top20_event__PAIR__ooo3_leadlag_GLD_minus_SPY_13w_signal__strength_scaled_score,4.0,4.0,,,2,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,ooo3event_breadth_ret13_positive_x_recovery_confirmed_top20_event__PAIR__z_l1_quality_quality_score_tradable,4.0,4.0,,,2,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,ooo3event_breadth_ret13_positive_x_recovery_confirmed_top20_event__PAIR__z_l1_reversal_reversal_4w_score_tradable,4.0,4.0,,,2,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,ooo3event_breadth_ret13_positive_x_recovery_confirmed_top20_event__PAIR__z_mom_26w,4.0,4.0,,,2,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,ooo3event_breadth_ret13_positive_x_recovery_confirmed_top20_event__PAIR__z_rel_strength_TLT_13w,4.0,4.0,,,1,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,ooo3event_breadth_ret13_positive_x_recovery_confirmed_top20_event__PAIR__z_trend_consistency_13w,4.0,4.0,,,2,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,ooo3event_market_trend_breadth_confirmed_event__PAIR__ooo3_leadlag_DBA_minus_SPY_13w_signal__direction_strength,4.0,4.0,,,2,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,ooo3event_market_trend_breadth_confirmed_event__PAIR__z_downside_vol_13w,4.0,4.0,,,2,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,ooo3event_market_trend_breadth_confirmed_event__PAIR__z_l1_xsmom_xsmom_score_tradable,4.0,4.0,,,2,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,ooo3event_market_trend_calm_neutral_event__PAIR__int_carry_x_lowvol,4.0,4.0,,,1,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,ooo3event_market_trend_calm_neutral_event__PAIR__regime_breadth_26w_mom,4.0,4.0,,,2,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,ooo3event_market_trend_calm_neutral_event__PAIR__z_downside_vol_13w,4.0,4.0,,,2,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,ooo3event_market_trend_calm_neutral_event__PAIR__z_vol_13w,4.0,4.0,,,1,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,ooo3event_market_trend_recent_stress_filtered_event__PAIR__int_trend_consistency_x_lowdownsidevol,4.0,4.0,,,1,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,ooo3event_market_trend_recent_stress_filtered_event__PAIR__ooo2_leadlag_DBA_minus_SPY_13w_signal,4.0,4.0,,,1,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,ooo3event_market_trend_recent_stress_filtered_event__PAIR__ooo3_ggg1_trailing_vol_13w,4.0,4.0,,,2,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,ooo3event_market_trend_recent_stress_filtered_event__PAIR__ooo3_leadlag_GLD_minus_SPY_13w_signal__percentile,4.0,4.0,,,1,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,ooo3event_market_trend_recent_stress_filtered_event__PAIR__regime_breadth_13w_mom,4.0,4.0,,,1,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,ooo3event_market_trend_recent_stress_filtered_event__PAIR__z_l1_bab_bab_score_tradable,4.0,4.0,,,1,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,ooo3event_market_trend_recent_stress_filtered_event__PAIR__z_l1_quality_quality_score_tradable,4.0,4.0,,,2,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,ooo3event_market_trend_recent_stress_filtered_event__PAIR__z_trend_consistency_13w,4.0,4.0,,,1,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,regime_breadth_13w_mom__PAIR__int_mom13_x_lowvol13,4.0,4.0,,,2,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,regime_breadth_13w_mom__PAIR__ooo2_breadth_ret26_positive_signal,4.0,4.0,,,2,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,regime_breadth_13w_mom__PAIR__ooo2_leadlag_GLD_minus_SPY_13w_signal,4.0,4.0,,,2,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,regime_breadth_13w_mom__PAIR__ooo3_ggg1_trailing_vol_13w,4.0,4.0,,,2,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,regime_breadth_13w_mom__PAIR__ooo3_leadlag_EFA_minus_SPY_13w_signal__zscore,4.0,4.0,,,2,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,regime_breadth_13w_mom__PAIR__z_ma_distance_26w,4.0,4.0,,,2,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,regime_breadth_13w_mom__PAIR__z_trend_consistency_13w,4.0,4.0,,,2,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,regime_breadth_13w_mom__PAIR__z_vol_26w,4.0,4.0,,,2,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,regime_breadth_26w_mom__PAIR__ooo3_ggg1_trailing_vol_13w,4.0,4.0,,,2,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,regime_breadth_26w_mom__PAIR__z_trend_consistency_13w,4.0,4.0,,,1,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,regime_breadth_change_4w__PAIR__z_downside_vol_13w,4.0,4.0,,,1,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,regime_breadth_sma_43__PAIR__ooo2_breadth_ret13_positive_x_stressed_panic_signal,4.0,4.0,,,2,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,regime_breadth_sma_43__PAIR__ooo3_breadth_ret13_positive_x_recovery_confirmed_signal__percentile,4.0,4.0,,,2,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,regime_breadth_sma_43__PAIR__ooo3_ggg1_trailing_vol_13w,4.0,4.0,,,2,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,regime_breadth_sma_43__PAIR__z_l1_quality_quality_score_asset_class_neutral_tradable,4.0,4.0,,,2,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,regime_canary_breadth_default__PAIR__ooo2_leadlag_DBA_minus_SPY_13w_signal,4.0,4.0,,,2,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,regime_canary_breadth_default__PAIR__ooo2_leadlag_HYG_minus_LQD_13w_signal,4.0,4.0,,,1,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,regime_canary_breadth_default__PAIR__ooo3_ggg1_trailing_vol_26w,4.0,4.0,,,2,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,regime_canary_breadth_default__PAIR__z_l1_quality_quality_score_tradable,4.0,4.0,,,2,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,regime_canary_breadth_pair__PAIR__int_credit_strength_x_trend,4.0,4.0,,,2,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,regime_canary_breadth_pair__PAIR__int_market_trend_x_mom13,4.0,4.0,,,1,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,regime_canary_breadth_pair__PAIR__ooo2_leadlag_DBA_minus_SPY_13w_signal,4.0,4.0,,,2,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,regime_canary_breadth_pair__PAIR__ooo3_breadth_ret13_positive_x_recovery_confirmed_signal__strength_scaled_score,4.0,4.0,,,2,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,regime_canary_breadth_pair__PAIR__ooo3_leadlag_DBA_minus_SPY_13w_signal__abs_strength,4.0,4.0,,,2,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,regime_canary_breadth_pair__PAIR__ooo3_leadlag_EFA_minus_SPY_13w_signal__direction_strength,4.0,4.0,,,2,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,regime_canary_breadth_pair__PAIR__z_l1_carry_carry_score_tradable,4.0,4.0,,,2,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,regime_canary_breadth_pair__PAIR__z_mom_26w,4.0,4.0,,,2,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,z_downside_vol_13w__PAIR__int_mom13_x_lowvol13,4.0,4.0,,,2,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,z_downside_vol_13w__PAIR__int_trend_consistency_x_lowdownsidevol,4.0,4.0,,,2,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,z_downside_vol_13w__PAIR__ooo3_market_trend_positive_signal__raw,4.0,4.0,,,1,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,z_downside_vol_13w__PAIR__ooo3event_market_trend_recent_stress_filtered_event,4.0,4.0,,,2,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,z_downside_vol_13w__PAIR__regime_canary_breadth_pair,4.0,4.0,,,2,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,z_downside_vol_13w__PAIR__z_l1_breadth_confirmation_breadth_confirmed_momentum_tradable,4.0,4.0,,,2,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,z_downside_vol_13w__PAIR__z_l1_reversal_reversal_1w_asset_class_neutral_tradable,4.0,4.0,,,2,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,z_downside_vol_26w__PAIR__int_calm_neutral_trend_x_relspy,4.0,4.0,,,2,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,z_downside_vol_26w__PAIR__ooo2_leadlag_HYG_minus_LQD_13w_signal,4.0,4.0,,,2,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,z_downside_vol_26w__PAIR__ooo2_market_trend_positive_signal,4.0,4.0,,,1,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,z_downside_vol_26w__PAIR__ooo3_market_trend_positive_signal__percentile,4.0,4.0,,,2,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,z_drawdown_26w__PAIR__int_dba_spy_strength_x_inflation_proxy,4.0,4.0,,,1,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,z_drawdown_26w__PAIR__int_gld_spy_strength_x_stress,4.0,4.0,,,2,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,z_drawdown_26w__PAIR__ooo2_breadth_ret13_positive_x_stressed_panic_signal,4.0,4.0,,,2,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,z_drawdown_26w__PAIR__ooo3_leadlag_DBA_minus_SPY_13w_signal__abs_strength,4.0,4.0,,,2,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,z_drawdown_26w__PAIR__ooo3_leadlag_GLD_minus_SPY_13w_signal__percentile,4.0,4.0,,,2,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,z_drawdown_26w__PAIR__ooo3event_market_trend_raw_event,4.0,4.0,,,2,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,z_drawdown_26w__PAIR__z_rel_strength_LQD_13w,4.0,4.0,,,2,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,z_l1_bab_bab_score_asset_class_neutral_tradable__PAIR__int_mom26_x_ma_distance26,4.0,4.0,,,2,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,z_l1_bab_bab_score_asset_class_neutral_tradable__PAIR__ooo2_leadlag_EFA_minus_SPY_13w_signal,4.0,4.0,,,2,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,z_l1_bab_bab_score_asset_class_neutral_tradable__PAIR__ooo2_leadlag_HYG_minus_LQD_13w_signal,4.0,4.0,,,1,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,z_l1_bab_bab_score_asset_class_neutral_tradable__PAIR__ooo3_leadlag_DBA_minus_SPY_13w_signal__zscore,4.0,4.0,,,2,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,z_l1_bab_bab_score_asset_class_neutral_tradable__PAIR__ooo3_leadlag_EFA_minus_SPY_13w_signal__raw,4.0,4.0,,,2,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,z_l1_bab_bab_score_asset_class_neutral_tradable__PAIR__ooo3_market_trend_positive_signal__percentile,4.0,4.0,,,2,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,z_l1_bab_bab_score_asset_class_neutral_tradable__PAIR__regime_breadth_26w_mom,4.0,4.0,,,2,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,z_l1_bab_bab_score_asset_class_neutral_tradable__PAIR__z_l1_multi_horizon_mom_multi_mom_equal_score_tradable,4.0,4.0,,,2,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,z_l1_bab_bab_score_asset_class_neutral_tradable__PAIR__z_l1_quality_quality_score_asset_class_neutral_tradable,4.0,4.0,,,2,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,z_l1_bab_bab_score_asset_class_neutral_tradable__PAIR__z_mom_13w,4.0,4.0,,,2,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,z_l1_bab_bab_score_tradable__PAIR__int_real_asset_strength_x_stress,4.0,4.0,,,1,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,z_l1_bab_bab_score_tradable__PAIR__ooo3_market_trend_positive_signal__abs_strength,4.0,4.0,,,2,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,z_l1_bab_bab_score_tradable__PAIR__ooo3_market_trend_positive_signal__raw,4.0,4.0,,,1,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,z_l1_bab_bab_score_tradable__PAIR__z_l1_breadth_confirmation_breadth_confirmed_momentum_score_tradable,4.0,4.0,,,2,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,z_l1_breadth_confirmation_breadth_confirmed_momentum_score_tradable__PAIR__int_bab_x_highvol,4.0,4.0,,,1,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,z_l1_breadth_confirmation_breadth_confirmed_momentum_score_tradable__PAIR__ooo3_leadlag_EFA_minus_SPY_13w_signal__raw,4.0,4.0,,,2,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,z_l1_breadth_confirmation_breadth_confirmed_momentum_score_tradable__PAIR__regime_canary_breadth_pair,4.0,4.0,,,2,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,z_l1_breadth_confirmation_breadth_confirmed_momentum_score_tradable__PAIR__z_rel_strength_GLD_13w,4.0,4.0,,,2,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,z_l1_breadth_confirmation_breadth_confirmed_momentum_tradable__PAIR__int_carry_x_lowvol,4.0,4.0,,,1,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,z_l1_breadth_confirmation_breadth_confirmed_momentum_tradable__PAIR__ooo3_leadlag_DBA_minus_SPY_13w_signal__direction_strength,4.0,4.0,,,2,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,z_l1_breadth_confirmation_breadth_confirmed_momentum_tradable__PAIR__ooo3_leadlag_DBA_minus_SPY_13w_signal__raw,4.0,4.0,,,2,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,z_l1_breadth_confirmation_breadth_confirmed_momentum_tradable__PAIR__ooo3_leadlag_EFA_minus_SPY_13w_signal__direction_strength,4.0,4.0,,,2,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,z_l1_breadth_confirmation_breadth_confirmed_momentum_tradable__PAIR__ooo3_leadlag_GLD_minus_SPY_13w_signal__abs_strength,4.0,4.0,,,2,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,z_l1_breadth_confirmation_breadth_confirmed_momentum_tradable__PAIR__ooo3_leadlag_GLD_minus_SPY_13w_signal__raw,4.0,4.0,,,2,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,z_l1_breadth_confirmation_breadth_confirmed_momentum_tradable__PAIR__ooo3_leadlag_GLD_minus_SPY_13w_signal__strength_scaled_score,4.0,4.0,,,2,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,z_l1_breadth_confirmation_breadth_confirmed_momentum_tradable__PAIR__ooo3event_breadth_ret13_positive_x_recovery_confirmed_top20_event,4.0,4.0,,,2,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,z_l1_breadth_confirmation_breadth_confirmed_momentum_tradable__PAIR__regime_canary_breadth_pair,4.0,4.0,,,1,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,z_l1_breadth_confirmation_breadth_confirmed_momentum_tradable__PAIR__z_l1_bab_bab_score_tradable,4.0,4.0,,,1,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,z_l1_breadth_confirmation_breadth_confirmed_momentum_tradable__PAIR__z_l1_carry_carry_score_asset_class_neutral_tradable,4.0,4.0,,,2,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,z_l1_breadth_confirmation_breadth_confirmed_momentum_tradable__PAIR__z_l1_quality_quality_score_asset_class_neutral_tradable,4.0,4.0,,,1,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,z_l1_breadth_confirmation_breadth_confirmed_momentum_tradable__PAIR__z_mom_52w,4.0,4.0,,,2,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,z_l1_breadth_confirmation_breadth_confirmed_momentum_tradable__PAIR__z_rel_strength_GLD_13w,4.0,4.0,,,2,tree_path_pair
