Date,baseline_equity,recovery_options_equity,recovery_tactical_tilt_equity,baseline_return,recovery_options_return,recovery_tactical_tilt_return,v1_rejected_overlay_equity,v2_rejected_overlay_equity
2005-01-07,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0
2005-01-14,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0
2005-01-21,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0
2005-01-28,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0
2005-02-04,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0
2005-02-11,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0
2005-02-18,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0
2005-02-25,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0
2005-03-04,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0
2005-03-11,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0
2005-03-18,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0
2005-03-25,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0
2005-04-01,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0
2005-04-08,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0
2005-04-15,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0
2005-04-22,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0
2005-04-29,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0
2005-05-06,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0
2005-05-13,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0
2005-05-20,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0
2005-05-27,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0
2005-06-03,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0
2005-06-10,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0
2005-06-17,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0
2005-06-24,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0
2005-07-01,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0
2005-07-08,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0
2005-07-15,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0
2005-07-22,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0
2005-07-29,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0
2005-08-05,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0
2005-08-12,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0
