Date,net_return,wealth,rebalance_turnover,cap_turnover,cost,adverse_loss,largest_stock_weight_end,growth_stock_weight_end,drawdown
2023-01-06,0.04009199815676601,1.040091998156766,0.19999999999999998,0.0,0.002,0.0,0.042169077945736044,0.16434402857149918,0.0
2023-01-13,0.0044234128403735085,1.0446927544565825,0.0,0.0,0.0,0.0,0.0439726426459026,0.16305110825059954,0.0
2023-01-20,0.023359406501398894,1.069096157177,0.0,0.0,0.0,0.0,0.0449604724679019,0.16045606892754385,0.0
2023-01-27,0.019280224744072427,1.0897085713603967,0.0,0.0,0.0,0.0,0.04579205974098622,0.16276226812613862,0.0
2023-02-03,-0.009740046478886377,1.0790947592269056,0.0,0.011175746173413851,0.00011175746173413852,0.0,0.040932282927583365,0.15161918660853463,-0.009740046478886377
2023-02-10,-0.005451613068492844,1.073211952135362,0.0,0.0,0.0,0.0,0.04088575172413625,0.14730522161870488,-0.015138560582707128
2023-02-17,-0.02185760759770261,1.0497541064164229,0.0,0.0,0.0,0.0,0.04006572477545952,0.1508932005603349,-0.03666527546359899
2023-02-24,0.02638714832348521,1.0774541237256208,0.0,0.0,0.0,0.0,0.04022691418698893,0.15018837189193127,-0.011245619202093105
2023-03-03,-0.04065461812138238,1.033650637782247,0.0,0.00022691418698892629,2.2691418698892628e-06,0.0,0.038924922823289146,0.14046150514637237,-0.05144305096927593
2023-03-10,0.01645388418171634,1.0506582056606733,0.0,0.0,0.0,0.0,0.03701821431705678,0.1338464040372291,-0.035835604790162234
2023-03-17,0.021001057953529356,1.0727231395271042,0.0,0.0,0.0,0.0,0.03702288199258975,0.1341676873653858,-0.015587132449630836
2023-03-24,0.0399328685644087,1.11556005166384,0.0,0.0,0.0,0.0,0.03689417285548137,0.1383702983952856,0.0
2023-03-31,-0.0170584503488026,1.0965303259114247,0.0,0.0,0.0,0.0,0.03814626096493686,0.1349923334580978,-0.0170584503488026
2023-04-07,0.006874730026611653,1.1040686758680582,0.02860192466985781,0.0,0.00028601924669857816,0.0,0.043437555387640533,0.16804365967237242,-0.010300992563011313
2023-04-14,-0.0054137862852357,1.0980914840126854,0.0,0.0,0.0,0.0,0.046749367150377634,0.16870920128081832,-0.01565901147598503
2023-04-21,0.00035675235014220874,1.098483230730278,0.0,0.0,0.0,0.0,0.040973823171506815,0.153977012863521,-0.015307845514987761
2023-04-28,-0.0011646670615376165,1.097203863493795,0.0,0.0,0.0,0.0,0.04648403870436403,0.15159023782726339,-0.016454684033071043
2023-05-05,-0.0015895396299000497,1.0954598144706922,0.0,0.0066884112008649505,6.688411200864951e-05,0.0,0.04565177405301607,0.14988907035146443,-0.01801806829060315
2023-05-12,0.027624829830559472,1.1257217054316613,0.0,0.0,0.0,0.0,0.04688890490774959,0.14828572523372843,0.0
2023-05-19,0.026679829030063384,1.1557557680680093,0.0,0.0,0.0,0.0,0.046201077206531854,0.14593299998778675,0.0
2023-05-26,0.017542023676657914,1.1760300631158922,0.0,0.0,0.0,0.0,0.048138803246474876,0.15136433486015957,0.0
2023-06-02,-0.004186379363051884,1.1711067551293353,0.0,0.00813880324647488,8.138803246474879e-05,0.0,0.03889117221814501,0.14196914176610984,-0.004186379363051884
2023-06-09,0.03515746761133798,1.212279902942214,0.0,0.0,0.0,0.0,0.037617441414903474,0.13993610072815402,0.0
2023-06-16,-0.030367512644472128,1.1754659776609768,0.0,0.0,0.0,0.0,0.03795280021837762,0.13324543798385183,-0.030367512644472128
2023-06-23,0.030869322054455806,1.2117518154894493,0.0,0.0,0.0,0.0,0.0386675364149075,0.13639618794090275,-0.0004356151178313006
2023-06-30,-0.011281740289251663,1.1980811462120682,0.0,0.0,0.0,0.0,0.038965641057823006,0.13983132610796734,-0.011712440910457533
