weeks,start,end,cagr,total_return,sharpe_zero_rf,max_drawdown,annual_volatility,peak_largest_stock_weight,ending_largest_stock_weight,annual_cap_turnover,scenario,growth_allocation,cap_multiple,cap_name,cost_bps,window
188,2023-01-06,2026-08-07,0.41197200785254506,2.4807988742656817,1.743258786796113,-0.16892156363339328,0.21120659000733133,0.039633647408506195,0.029148900773746187,0.003037881125148729,base,0.1,1.5,cap_1.50x,50,full_recent
157,2023-08-11,2026-08-07,0.41843154465024957,1.87305893665383,1.7002900071162963,-0.1689215636333936,0.22037873466701607,0.039633647408506195,0.029148900773746187,0.003637717525655803,base,0.1,1.5,cap_1.50x,50,since_incumbent_holdout_start
105,2024-08-09,2026-08-07,0.5528672499106964,1.4318922107313,1.9502438457315903,-0.16892156363339317,0.24131490002231024,0.039633647408506195,0.029148900773746187,0.004887208408883037,base,0.1,1.5,cap_1.50x,50,trailing_2y
53,2025-08-08,2026-08-07,0.7599735459420878,0.7792108237937734,2.275508404527614,-0.13866663414658054,0.2647899585566888,0.039633647408506195,0.029148900773746187,0.009679450130765883,base,0.1,1.5,cap_1.50x,50,trailing_1y
32,2026-01-02,2026-08-07,0.6206287306541625,0.34597198572959353,1.816238870666312,-0.13866663414658054,0.2893187331241141,0.039633647408506195,0.029148900773746187,0.016031589279080993,base,0.1,1.5,cap_1.50x,50,ytd
188,2023-01-06,2026-08-07,0.41210823930741625,2.482013212131613,1.7428880253394445,-0.16892211386254896,0.21132117965864833,0.04677293763855787,0.039486068658278785,0.0,base,0.1,,uncapped,50,full_recent
157,2023-08-11,2026-08-07,0.41859542316613907,1.8740612537608645,1.6999349107788588,-0.16892211386254863,0.22051029144479797,0.04677293763855787,0.039486068658278785,0.0,base,0.1,,uncapped,50,since_incumbent_holdout_start
105,2024-08-09,2026-08-07,0.5532716259022015,1.4331711176575928,1.9499954873110772,-0.1689221138625484,0.24150367506010953,0.04677293763855787,0.039486068658278785,0.0,base,0.1,,uncapped,50,trailing_2y
53,2025-08-08,2026-08-07,0.7608827738794268,0.7801476709146176,2.274912963793841,-0.13866663414657998,0.26512792709660526,0.04677293763855787,0.039486068658278785,0.0,base,0.1,,uncapped,50,trailing_1y
32,2026-01-02,2026-08-07,0.6220156450791088,0.3466807100486573,1.816447528014041,-0.1386666341465801,0.28984277919003526,0.04677293763855787,0.039486068658278785,0.0,base,0.1,,uncapped,50,ytd
188,2023-01-06,2026-08-07,0.4049029189964557,2.4182058665884085,1.6908829416551625,-0.18701606345716215,0.21529112298183645,0.06453345403906216,0.03894774200477296,0.08532588157259985,base,0.2,1.0,cap_1.00x,50,full_recent
157,2023-08-11,2026-08-07,0.4187813092109445,1.8751984568085702,1.6722980619839805,-0.18701606345716215,0.2248255879348372,0.06453345403906216,0.03894774200477296,0.09167410401733375,base,0.2,1.0,cap_1.00x,50,since_incumbent_holdout_start
105,2024-08-09,2026-08-07,0.5727569388526623,1.4951989206769323,1.9589863435016028,-0.18701606345716215,0.24758487212308314,0.06223898580753242,0.03894774200477296,0.09783587071554614,base,0.2,1.0,cap_1.00x,50,trailing_2y
53,2025-08-08,2026-08-07,0.8062621707612139,0.826917258381439,2.3797190492109213,-0.12416504992793032,0.26413517484535676,0.06037477518475698,0.03894774200477296,0.1182260540602224,base,0.2,1.0,cap_1.00x,50,trailing_1y
32,2026-01-02,2026-08-07,0.6791935938879283,0.3756994067564534,1.9460261509793448,-0.12416504992793043,0.2882183624878972,0.06037477518475698,0.03894774200477296,0.1431095498973176,base,0.2,1.0,cap_1.00x,50,ytd
188,2023-01-06,2026-08-07,0.40573447821009134,2.4255262818155168,1.6827011958139162,-0.1900701631246562,0.21689262305125298,0.07441294023528494,0.048825768146629867,0.02597134562271852,base,0.2,1.25,cap_1.25x,50,full_recent
157,2023-08-11,2026-08-07,0.4199881614896943,1.882588989011086,1.6648278861273993,-0.19007016312465608,0.22657993485511682,0.07441294023528494,0.048825768146629867,0.029190237164336254,base,0.2,1.25,cap_1.25x,50,since_incumbent_holdout_start
105,2024-08-09,2026-08-07,0.5765097162328638,1.5072356948091565,1.951668204354917,-0.19007016312465574,0.25005114387854893,0.07441294023528494,0.048825768146629867,0.03222243259482407,base,0.2,1.25,cap_1.25x,50,trailing_2y
53,2025-08-08,2026-08-07,0.8267274619535101,0.8480169293759696,2.393049433622629,-0.1211145002169095,0.2678191953258697,0.07441294023528494,0.048825768146629867,0.047693060712818106,base,0.2,1.25,cap_1.25x,50,trailing_1y
32,2026-01-02,2026-08-07,0.6954328331080879,0.38387144221423375,1.9509683650185292,-0.1211145002169094,0.2931672193242366,0.07441294023528494,0.048825768146629867,0.06980500863752206,base,0.2,1.25,cap_1.25x,50,ytd
188,2023-01-06,2026-08-07,0.4048766633948475,2.4179749166949382,1.6772518260194367,-0.19185785538020328,0.2172805931535687,0.07788922001499313,0.058700843471380285,0.005461509009166092,base,0.2,1.5,cap_1.50x,50,full_recent
157,2023-08-11,2026-08-07,0.41902624043342396,1.8766973425221205,1.658968409940075,-0.19185785538020328,0.22702966023170368,0.07788922001499313,0.058700843471380285,0.0065398961383644925,base,0.2,1.5,cap_1.50x,50,since_incumbent_holdout_start
105,2024-08-09,2026-08-07,0.5756663428554674,1.5045280858769141,1.9449031378284323,-0.19185785538020372,0.25072940369938346,0.07788922001499313,0.058700843471380285,0.009094151104912173,base,0.2,1.5,cap_1.50x,50,trailing_2y
53,2025-08-08,2026-08-07,0.8327348040347096,0.8542113514591922,2.3962018383573054,-0.11902512781994101,0.26898052338698464,0.07788922001499313,0.058700843471380285,0.01801671445312789,base,0.2,1.5,cap_1.50x,50,trailing_1y
32,2026-01-02,2026-08-07,0.7008145309699085,0.38657301271556177,1.9526214836523488,-0.11902512781994112,0.29479593474280197,0.07788922001499313,0.058700843471380285,0.029840183312993065,base,0.2,1.5,cap_1.50x,50,ytd
188,2023-01-06,2026-08-07,0.4052000926572392,2.4208206567845303,1.67635320408712,-0.1918578553802034,0.21757337585014758,0.09123099831728815,0.07793402358044282,0.0,base,0.2,,uncapped,50,full_recent
157,2023-08-11,2026-08-07,0.41941744111734347,1.8790924253278019,1.6580769992458957,-0.1918578553802035,0.22736516249681812,0.09123099831728815,0.07793402358044282,0.0,base,0.2,,uncapped,50,since_incumbent_holdout_start
105,2024-08-09,2026-08-07,0.5764342550807755,1.50699337032145,1.9437747790234574,-0.1918578553802036,0.2511870037497326,0.09123099831728815,0.07793402358044282,0.0,base,0.2,,uncapped,50,trailing_2y
53,2025-08-08,2026-08-07,0.8345047670798735,0.856036509031755,2.3932062059212993,-0.11902512781994112,0.2698193310436285,0.09123099831728815,0.07793402358044282,0.0,base,0.2,,uncapped,50,trailing_1y
32,2026-01-02,2026-08-07,0.7035358847574327,0.3879378594101295,1.950821858386019,-0.11902512781994112,0.29608810447996897,0.09123099831728815,0.07793402358044282,0.0,base,0.2,,uncapped,50,ytd
188,2023-01-06,2026-08-07,0.3971444417337584,2.3504503616095795,1.6119364817386899,-0.2075551534000778,0.22351197196249592,0.0946806042013575,0.05870080759014086,0.12378913230951992,base,0.3,1.0,cap_1.00x,50,full_recent
157,2023-08-11,2026-08-07,0.41846713987269,1.873276624998673,1.616970159965867,-0.20755515340007802,0.23364865149796937,0.0946806042013575,0.05870080759014086,0.13221675683613546,base,0.3,1.0,cap_1.00x,50,since_incumbent_holdout_start
105,2024-08-09,2026-08-07,0.5935461793199959,1.5622466544649019,1.9390410834640537,-0.2075551534000779,0.25838338807855377,0.09232757111629916,0.05870080759014086,0.1401316322073819,base,0.3,1.0,cap_1.00x,50,trailing_2y
53,2025-08-08,2026-08-07,0.8668738115891692,0.8894208902085126,2.463472047890467,-0.10989087658639207,0.2692265329387177,0.09029731151111797,0.05870080759014086,0.16700389028540027,base,0.3,1.0,cap_1.00x,50,trailing_1y
32,2026-01-02,2026-08-07,0.7508041210412315,0.4115122527248365,2.0557288305520256,-0.10989087658639218,0.29410074080944054,0.09029731151111797,0.05870080759014086,0.20423770388912796,base,0.3,1.0,cap_1.00x,50,ytd
188,2023-01-06,2026-08-07,0.3980952307892891,2.358700989775287,1.5976009218565725,-0.21204731734554993,0.22633448296753805,0.10974810654182095,0.073677914297346,0.035843176848681914,base,0.3,1.25,cap_1.25x,50,full_recent
157,2023-08-11,2026-08-07,0.41992050350731747,1.8821743287095543,1.6032689212309934,-0.21204731734554993,0.23672848052036713,0.10974810654182095,0.073677914297346,0.03998743747655843,base,0.3,1.25,cap_1.25x,50,since_incumbent_holdout_start
105,2024-08-09,2026-08-07,0.5986355809351498,1.5787973120078904,1.9247258117730457,-0.21204731734555016,0.2625227249512372,0.10974810654182095,0.073677914297346,0.04393681492071336,base,0.3,1.25,cap_1.25x,50,trailing_2y
53,2025-08-08,2026-08-07,0.8975552861741096,0.921075047954131,2.473496180748373,-0.1165236396383611,0.27546633160151934,0.10974810654182095,0.073677914297346,0.06442844532666238,base,0.3,1.25,cap_1.25x,50,trailing_1y
32,2026-01-02,2026-08-07,0.7757755499504975,0.42386751802915734,2.0545517571879413,-0.11652363963836088,0.3023721615725465,0.10974810654182095,0.073677914297346,0.09681984517143169,base,0.3,1.25,cap_1.25x,50,ytd
188,2023-01-06,2026-08-07,0.39674773098425176,2.347012177798162,1.5888853774356695,-0.2144826301396221,0.22706797724998787,0.11527663729883766,0.08864396305052966,0.007310929422794058,base,0.3,1.5,cap_1.50x,50,full_recent
157,2023-08-11,2026-08-07,0.41839836845193235,1.8728560521740967,1.593845433658301,-0.21448263013962188,0.23757410095645556,0.11527663729883766,0.08864396305052966,0.008754488735575052,base,0.3,1.5,cap_1.50x,50,since_incumbent_holdout_start
105,2024-08-09,2026-08-07,0.5971677868001963,1.574018548019767,1.9135655751212446,-0.214482630139622,0.26373267617698465,0.11527663729883766,0.08864396305052966,0.012649516345392695,base,0.3,1.5,cap_1.50x,50,trailing_2y
53,2025-08-08,2026-08-07,0.9057386155184262,0.9295194797477173,2.4728134331201312,-0.11991864017108178,0.2775293064691852,0.11527663729883766,0.08864396305052966,0.025060362571061,base,0.3,1.5,cap_1.50x,50,trailing_1y
32,2026-01-02,2026-08-07,0.7838349329480176,0.427840819507332,2.0526455611371826,-0.11991864017108167,0.3053015272298,0.11527663729883766,0.08864396305052966,0.041506225508319776,base,0.3,1.5,cap_1.50x,50,ytd
188,2023-01-06,2026-08-07,0.3973065142571923,2.3518557347861115,1.5876741439928885,-0.21448263013962232,0.22756633520550779,0.13354188326575858,0.11538427259354918,0.0,base,0.3,,uncapped,50,full_recent
157,2023-08-11,2026-08-07,0.4190778833664188,1.877013444280161,1.5926260453056431,-0.21448263013962232,0.23814411373251815,0.13354188326575858,0.11538427259354918,0.0,base,0.3,,uncapped,50,since_incumbent_holdout_start
105,2024-08-09,2026-08-07,0.5982558760005632,1.5775606604205943,1.911416529314331,-0.2144826301396221,0.26449418855074547,0.13354188326575858,0.11538427259354918,0.0,base,0.3,,uncapped,50,trailing_2y
53,2025-08-08,2026-08-07,0.9083115921331559,0.9321746956093551,2.4665102905871565,-0.12205840431034409,0.2789524201570562,0.13354188326575858,0.11538427259354918,0.0,base,0.3,,uncapped,50,trailing_1y
32,2026-01-02,2026-08-07,0.7878255989803638,0.4298056742971603,2.047583991352993,-0.1220584043103442,0.3074805144910571,0.13354188326575858,0.11538427259354918,0.0,base,0.3,,uncapped,50,ytd
188,2023-01-06,2026-08-07,0.39777729679864415,2.3559404316062427,1.7000676482782806,-0.16638472532147341,0.21050518437930119,0.03300576287068971,0.01938339308390899,0.04479254598034826,adverse,0.1,1.0,cap_1.00x,50,full_recent
157,2023-08-11,2026-08-07,0.4182225865150073,1.8717812417832733,1.7052534100331338,-0.16638472532147386,0.21954555233357267,0.03300576287068971,0.01938339308390899,0.047790681345687994,adverse,0.1,1.0,cap_1.00x,50,since_incumbent_holdout_start
105,2024-08-09,2026-08-07,0.5512662690469357,1.426832171916339,1.9551095368030187,-0.16638472532147364,0.24002783117622117,0.03147097260857802,0.01938339308390899,0.05133211965599198,adverse,0.1,1.0,cap_1.00x,50,trailing_2y
53,2025-08-08,2026-08-07,0.7467105896532606,0.7655460455547276,2.26157163234729,-0.141226309081533,0.2628190532432193,0.03027134800618789,0.01938339308390899,0.06293823315788562,adverse,0.1,1.0,cap_1.00x,50,trailing_1y
32,2026-01-02,2026-08-07,0.6103895893407703,0.34073246516673295,1.808488793028254,-0.14122630908153322,0.28661307136036024,0.03027134800618789,0.01938339308390899,0.07559474176948218,adverse,0.1,1.0,cap_1.00x,50,ytd
188,2023-01-06,2026-08-07,0.39817638982533565,2.3594059407921972,1.6969898311157885,-0.16794187797199311,0.21113213246711449,0.03773188379504061,0.024266274734953713,0.014188911153445317,adverse,0.1,1.25,cap_1.25x,50,full_recent
157,2023-08-11,2026-08-07,0.4188565365029242,1.8756587635696476,1.7026691665640352,-0.16794187797199311,0.2202285706820007,0.03773188379504061,0.024266274734953713,0.01588491687866484,adverse,0.1,1.25,cap_1.25x,50,since_incumbent_holdout_start
105,2024-08-09,2026-08-07,0.5531879831845672,1.4329065556875245,1.9528883983510963,-0.167941877971993,0.24106407854788264,0.03773188379504061,0.024266274734953713,0.017601526632548374,adverse,0.1,1.25,cap_1.25x,50,trailing_2y
53,2025-08-08,2026-08-07,0.7566439329464067,0.7757801482177769,2.271620731951656,-0.13979826625824898,0.2643499099113715,0.03773188379504061,0.024266274734953713,0.026255277266517957,adverse,0.1,1.25,cap_1.25x,50,trailing_1y
32,2026-01-02,2026-08-07,0.6178481431042928,0.344550380274095,1.8134884768287445,-0.13979826625824887,0.2887071371931029,0.03773188379504061,0.024266274734953713,0.037554872738657215,adverse,0.1,1.25,cap_1.25x,50,ytd
188,2023-01-06,2026-08-07,0.39779073349588545,2.356057066569766,1.6947787054358616,-0.16892156363339306,0.21125961758937511,0.03963364740850618,0.02914890077374618,0.003037881125148737,adverse,0.1,1.5,cap_1.50x,50,full_recent
157,2023-08-11,2026-08-07,0.41843154465025023,1.8730589366538344,1.700290007116301,-0.16892156363339306,0.22037873466701605,0.03963364740850618,0.02914890077374618,0.0036377175256558127,adverse,0.1,1.5,cap_1.50x,50,since_incumbent_holdout_start
105,2024-08-09,2026-08-07,0.5528672499106992,1.4318922107313088,1.9502438457315958,-0.16892156363339306,0.24131490002231018,0.03963364740850618,0.02914890077374618,0.004887208408883034,adverse,0.1,1.5,cap_1.50x,50,trailing_2y
53,2025-08-08,2026-08-07,0.7599735459420904,0.779210823793776,2.2755084045276193,-0.13866663414657998,0.26478995855668863,0.03963364740850618,0.02914890077374618,0.00967945013076589,adverse,0.1,1.5,cap_1.50x,50,trailing_1y
32,2026-01-02,2026-08-07,0.6206287306541649,0.34597198572959487,1.8162388706663162,-0.13866663414657987,0.28931873312411405,0.03963364740850618,0.02914890077374618,0.016031589279081004,adverse,0.1,1.5,cap_1.50x,50,ytd
188,2023-01-06,2026-08-07,0.3979255966972579,2.3572278860636025,1.694433645835362,-0.1689221138625493,0.21137429120191953,0.04677293763855786,0.0394860686582788,0.0,adverse,0.1,,uncapped,50,full_recent
157,2023-08-11,2026-08-07,0.4185954231661384,1.874061253760861,1.6999349107788557,-0.1689221138625494,0.22051029144479792,0.04677293763855786,0.0394860686582788,0.0,adverse,0.1,,uncapped,50,since_incumbent_holdout_start
105,2024-08-09,2026-08-07,0.5532716259021988,1.4331711176575839,1.9499954873110723,-0.16892211386254963,0.24150367506010947,0.04677293763855786,0.0394860686582788,0.0,adverse,0.1,,uncapped,50,trailing_2y
53,2025-08-08,2026-08-07,0.7608827738794226,0.7801476709146133,2.2749129637938355,-0.13866663414658043,0.26512792709660515,0.04677293763855786,0.0394860686582788,0.0,adverse,0.1,,uncapped,50,trailing_1y
32,2026-01-02,2026-08-07,0.6220156450791052,0.3466807100486555,1.816447528014034,-0.13866663414658031,0.28984277919003504,0.04677293763855786,0.0394860686582788,0.0,adverse,0.1,,uncapped,50,ytd
188,2023-01-06,2026-08-07,0.37650298309432895,2.17492008359504,1.5902754163373325,-0.18701606345716226,0.21609607770989775,0.06453345403906213,0.03894774200477296,0.08766797309280151,adverse,0.2,1.0,cap_1.00x,50,full_recent
157,2023-08-11,2026-08-07,0.4187813092109456,1.8751984568085764,1.6722980619839842,-0.18701606345716237,0.22482558793483717,0.06453345403906213,0.03894774200477296,0.09167410401733371,adverse,0.2,1.0,cap_1.00x,50,since_incumbent_holdout_start
105,2024-08-09,2026-08-07,0.5727569388526641,1.4951989206769385,1.9589863435016062,-0.18701606345716204,0.24758487212308314,0.062238985807532406,0.03894774200477296,0.09783587071554609,adverse,0.2,1.0,cap_1.00x,50,trailing_2y
53,2025-08-08,2026-08-07,0.8062621707612132,0.8269172583814384,2.3797190492109235,-0.1241650499279302,0.2641351748453567,0.06037477518475699,0.03894774200477296,0.11822605406022235,adverse,0.2,1.0,cap_1.00x,50,trailing_1y
32,2026-01-02,2026-08-07,0.6791935938879292,0.37569940675645386,1.9460261509793477,-0.1241650499279302,0.2882183624878972,0.06037477518475699,0.03894774200477296,0.14310954989731756,adverse,0.2,1.0,cap_1.00x,50,ytd
188,2023-01-06,2026-08-07,0.37715942781602085,2.180397542542731,1.5821848779457803,-0.19007016312465608,0.21772199735031025,0.07441294023528497,0.04882576814662987,0.026566742326662746,adverse,0.2,1.25,cap_1.25x,50,full_recent
157,2023-08-11,2026-08-07,0.41998816148969476,1.8825889890110883,1.6648278861274002,-0.19007016312465574,0.22657993485511682,0.07441294023528497,0.04882576814662987,0.029190237164336247,adverse,0.2,1.25,cap_1.25x,50,since_incumbent_holdout_start
105,2024-08-09,2026-08-07,0.5765097162328643,1.5072356948091583,1.9516682043549178,-0.19007016312465574,0.25005114387854893,0.07441294023528497,0.04882576814662987,0.03222243259482405,adverse,0.2,1.25,cap_1.25x,50,trailing_2y
53,2025-08-08,2026-08-07,0.8267274619535101,0.8480169293759696,2.3930494336226285,-0.1211145002169094,0.26781919532586956,0.07441294023528497,0.04882576814662987,0.04769306071281808,adverse,0.2,1.25,cap_1.25x,50,trailing_1y
32,2026-01-02,2026-08-07,0.6954328331080888,0.3838714422142342,1.9509683650185312,-0.1211145002169094,0.29316721932423656,0.07441294023528497,0.04882576814662987,0.06980500863752208,adverse,0.2,1.25,cap_1.25x,50,ytd
188,2023-01-06,2026-08-07,0.3762962420672866,2.1731964239391286,1.5768859050669937,-0.19185785538020395,0.21810597857993297,0.07788922001499314,0.0587008434713803,0.005461509009166077,adverse,0.2,1.5,cap_1.50x,50,full_recent
157,2023-08-11,2026-08-07,0.4190262404334242,1.876697342522121,1.6589684099400746,-0.19185785538020383,0.22702966023170376,0.07788922001499314,0.0587008434713803,0.006539896138364475,adverse,0.2,1.5,cap_1.50x,50,since_incumbent_holdout_start
105,2024-08-09,2026-08-07,0.575666342855468,1.5045280858769163,1.9449031378284314,-0.1918578553802044,0.2507294036993836,0.07788922001499314,0.0587008434713803,0.009094151104912167,adverse,0.2,1.5,cap_1.50x,50,trailing_2y
53,2025-08-08,2026-08-07,0.8327348040347096,0.8542113514591922,2.396201838357306,-0.11902512781994135,0.2689805233869848,0.07788922001499314,0.0587008434713803,0.01801671445312788,adverse,0.2,1.5,cap_1.50x,50,trailing_1y
32,2026-01-02,2026-08-07,0.7008145309699134,0.3865730127155642,1.9526214836523548,-0.11902512781994101,0.29479593474280225,0.07788922001499314,0.0587008434713803,0.029840183312993047,adverse,0.2,1.5,cap_1.50x,50,ytd
188,2023-01-06,2026-08-07,0.37661309157443856,2.1758383661697978,1.5761293420416234,-0.1918578553802036,0.21839819128847004,0.09123099831728816,0.07793402358044285,0.0,adverse,0.2,,uncapped,50,full_recent
157,2023-08-11,2026-08-07,0.41941744111734414,1.8790924253278054,1.6580769992458972,-0.19185785538020383,0.22736516249681818,0.09123099831728816,0.07793402358044285,0.0,adverse,0.2,,uncapped,50,since_incumbent_holdout_start
105,2024-08-09,2026-08-07,0.5764342550807757,1.5069933703214504,1.9437747790234594,-0.19185785538020428,0.2511870037497326,0.09123099831728816,0.07793402358044285,0.0,adverse,0.2,,uncapped,50,trailing_2y
53,2025-08-08,2026-08-07,0.8345047670798742,0.8560365090317557,2.3932062059213,-0.1190251278199409,0.2698193310436284,0.09123099831728816,0.07793402358044285,0.0,adverse,0.2,,uncapped,50,trailing_1y
32,2026-01-02,2026-08-07,0.703535884757434,0.38793785941013015,1.95082185838602,-0.11902512781994101,0.2960881044799691,0.09123099831728816,0.07793402358044285,0.0,adverse,0.2,,uncapped,50,ytd
188,2023-01-06,2026-08-07,0.35437006752833944,1.9942025622014374,1.4597841220035446,-0.20755515340007724,0.22571684830034147,0.09468060420135749,0.05870080759014083,0.12919376955771852,adverse,0.3,1.0,cap_1.00x,50,full_recent
157,2023-08-11,2026-08-07,0.4184671398726909,1.8732766249986783,1.616970159965871,-0.20755515340007757,0.2336486514979694,0.09468060420135749,0.05870080759014083,0.13221675683613543,adverse,0.3,1.0,cap_1.00x,50,since_incumbent_holdout_start
105,2024-08-09,2026-08-07,0.5935461793199979,1.5622466544649085,1.9390410834640575,-0.20755515340007735,0.2583833880785539,0.09232757111629915,0.05870080759014083,0.1401316322073819,adverse,0.3,1.0,cap_1.00x,50,trailing_2y
53,2025-08-08,2026-08-07,0.8668738115891703,0.8894208902085139,2.463472047890467,-0.10989087658639185,0.2692265329387178,0.09029731151111796,0.05870080759014083,0.16700389028540022,adverse,0.3,1.0,cap_1.00x,50,trailing_1y
32,2026-01-02,2026-08-07,0.7508041210412342,0.4115122527248378,2.0557288305520287,-0.10989087658639174,0.29410074080944065,0.09029731151111796,0.05870080759014083,0.20423770388912793,adverse,0.3,1.0,cap_1.00x,50,ytd
188,2023-01-06,2026-08-07,0.3549238107655954,1.998630881830016,1.4459962009425782,-0.2120473173455497,0.228595868521468,0.10974810654182093,0.073677914297346,0.03721622364971947,adverse,0.3,1.25,cap_1.25x,50,full_recent
157,2023-08-11,2026-08-07,0.41992050350731747,1.8821743287095538,1.6032689212309925,-0.2120473173455496,0.23672848052036718,0.10974810654182093,0.073677914297346,0.03998743747655843,adverse,0.3,1.25,cap_1.25x,50,since_incumbent_holdout_start
105,2024-08-09,2026-08-07,0.59863558093515,1.5787973120078913,1.9247258117730448,-0.2120473173455496,0.2625227249512373,0.10974810654182093,0.073677914297346,0.04393681492071337,adverse,0.3,1.25,cap_1.25x,50,trailing_2y
53,2025-08-08,2026-08-07,0.8975552861741092,0.9210750479541305,2.473496180748372,-0.1165236396383611,0.2754663316015194,0.10974810654182093,0.073677914297346,0.06442844532666235,adverse,0.3,1.25,cap_1.25x,50,trailing_1y
32,2026-01-02,2026-08-07,0.7757755499504957,0.42386751802915645,2.054551757187938,-0.1165236396383611,0.30237216157254665,0.10974810654182093,0.073677914297346,0.09681984517143175,adverse,0.3,1.25,cap_1.25x,50,ytd
188,2023-01-06,2026-08-07,0.3535660419576536,1.9877811429642187,1.4377545522908144,-0.21448263013962188,0.22931763808094177,0.11527663729883764,0.08864396305052966,0.007310929422794049,adverse,0.3,1.5,cap_1.50x,50,full_recent
157,2023-08-11,2026-08-07,0.4183983684519321,1.8728560521740953,1.5938454336582988,-0.21448263013962188,0.23757410095645562,0.11527663729883764,0.08864396305052966,0.00875448873557504,adverse,0.3,1.5,cap_1.50x,50,since_incumbent_holdout_start
105,2024-08-09,2026-08-07,0.5971677868001952,1.5740185480197635,1.9135655751212421,-0.2144826301396222,0.2637326761769846,0.11527663729883764,0.08864396305052966,0.01264951634539269,adverse,0.3,1.5,cap_1.50x,50,trailing_2y
53,2025-08-08,2026-08-07,0.9057386155184246,0.9295194797477158,2.4728134331201286,-0.11991864017108156,0.2775293064691851,0.11527663729883764,0.08864396305052966,0.02506036257106099,adverse,0.3,1.5,cap_1.50x,50,trailing_1y
32,2026-01-02,2026-08-07,0.7838349329480148,0.42784081950733066,2.052645561137179,-0.11991864017108167,0.30530152722979975,0.11527663729883764,0.08864396305052966,0.04150622550831976,adverse,0.3,1.5,cap_1.50x,50,ytd
188,2023-01-06,2026-08-07,0.3541075499524675,1.992104846453993,1.4369049666440974,-0.21448263013962288,0.22981246738626132,0.13354188326575858,0.11538427259354915,0.0,adverse,0.3,,uncapped,50,full_recent
157,2023-08-11,2026-08-07,0.4190778833664184,1.8770134442801578,1.5926260453056402,-0.21448263013962243,0.23814411373251815,0.13354188326575858,0.11538427259354915,0.0,adverse,0.3,,uncapped,50,since_incumbent_holdout_start
105,2024-08-09,2026-08-07,0.5982558760005625,1.5775606604205925,1.9114165293143313,-0.21448263013962265,0.26449418855074536,0.13354188326575858,0.11538427259354915,0.0,adverse,0.3,,uncapped,50,trailing_2y
53,2025-08-08,2026-08-07,0.9083115921331564,0.9321746956093555,2.4665102905871583,-0.12205840431034376,0.278952420157056,0.13354188326575858,0.11538427259354915,0.0,adverse,0.3,,uncapped,50,trailing_1y
32,2026-01-02,2026-08-07,0.7878255989803638,0.4298056742971603,2.047583991352994,-0.12205840431034387,0.3074805144910569,0.13354188326575858,0.11538427259354915,0.0,adverse,0.3,,uncapped,50,ytd
188,2023-01-06,2026-08-07,0.3879463155278897,2.271387235252004,1.6620642153994887,-0.17090644543994704,0.21112685924842609,0.03300646719945315,0.019417116766679902,0.044735254258156096,base,0.1,1.0,cap_1.00x,100,full_recent
