Date,net_return,wealth,rebalance_turnover,cap_turnover,cost,adverse_loss,largest_stock_weight_end,growth_stock_weight_end,drawdown
2023-01-06,0.041134174507624355,1.0411341745076244,0.19999999999999998,0.0,0.001,0.0,0.04216907794573604,0.16434402857149918,0.0
2023-01-13,0.0044234128403735085,1.0457395407836931,0.0,0.0,0.0,0.0,0.043972642645902595,0.16305110825059957,0.0
2023-01-20,0.023359406501399116,1.070167395811446,0.0,0.0,0.0,0.0,0.044960472467901885,0.1604560689275438,0.0
2023-01-27,0.020884632700706396,1.0925174488012395,0.0,0.0,0.0,0.0,0.04572009358276836,0.16250647323055814,0.0
2023-02-03,-0.009684983157893123,1.081936435709895,0.0,0.011032455650736754,5.516227825368378e-05,0.0,0.040930007018003596,0.1514979127559759,-0.009684983157893123
2023-02-10,-0.005445639824089077,1.0760445995684602,0.0,0.0,0.0,0.0,0.04088323285762266,0.14718848022151534,-0.015077882052002
2023-02-17,-0.02186614160573963,1.052515655980205,0.0,0.0,0.0,0.0,0.04006237628941385,0.15077136912277941,-0.036614328553677855
2023-02-24,0.026385635243020955,1.0802869501664676,0.0,0.0,0.0,0.0,0.04016162935453865,0.15006331854764318,-0.01119478562854237
2023-03-03,-0.040654580242235894,1.0363683376662847,0.0,0.00016162935453864992,8.081467726932495e-07,0.0,0.03892492128636322,0.14040167364127024,-0.051394246560148016
2023-03-10,0.01646406290299507,1.0534311711682949,0.0,0.0,0.0,0.0,0.037017842160489714,0.13379315155640145,-0.035776341765371256
2023-03-17,0.021000235979971693,1.075553474351487,0.0,0.0,0.0,0.0,0.03702253959469644,0.13411239751640602,-0.015527417404972543
2023-03-24,0.03993300036856873,1.1185035516391804,0.0,0.0,0.0,0.0,0.036893826971893424,0.13831317382187203,0.0
2023-03-31,-0.01540310448393134,1.1012751245676338,0.0,0.0,0.0,0.0,0.03808177083999332,0.1347124554522602,-0.01540310448393134
2023-04-07,0.007016747613165064,1.1090024941693817,0.029002333787450874,0.0,0.0001450116689372544,0.0,0.04343755538764054,0.16804365967237245,-0.008494436567389352
2023-04-14,-0.0054137862852357,1.1029985916761553,0.0,0.0,0.0,0.0,0.046749367150377634,0.16870920128081834,-0.013862235788435706
2023-04-21,0.0003567523501419867,1.1033920890159392,0.0,0.0,0.0,0.0,0.04097382317150683,0.153977012863521,-0.013510428823489296
