date,sleeve,ticker,weight
2006-02-10,EqualWeightSector,XLY,0.1
2006-02-17,EqualWeightSector,VNQ,0.1
2006-02-17,EqualWeightSector,XLB,0.1
2006-02-17,EqualWeightSector,XLE,0.1
2006-02-17,EqualWeightSector,XLF,0.1
2006-02-17,EqualWeightSector,XLI,0.1
2006-02-17,EqualWeightSector,XLK,0.1
2006-02-17,EqualWeightSector,XLP,0.1
2006-02-17,EqualWeightSector,XLU,0.1
2006-02-17,EqualWeightSector,XLV,0.1
2006-02-17,EqualWeightSector,XLY,0.1
2006-02-24,EqualWeightSector,VNQ,0.1
2006-02-24,EqualWeightSector,XLB,0.1
2006-02-24,EqualWeightSector,XLE,0.1
2006-02-24,EqualWeightSector,XLF,0.1
2006-02-24,EqualWeightSector,XLI,0.1
2006-02-24,EqualWeightSector,XLK,0.1
2006-02-24,EqualWeightSector,XLP,0.1
2006-02-24,EqualWeightSector,XLU,0.1
2006-02-24,EqualWeightSector,XLV,0.1
2006-02-24,EqualWeightSector,XLY,0.1
2006-03-03,EqualWeightSector,VNQ,0.1
2006-03-03,EqualWeightSector,XLB,0.1
2006-03-03,EqualWeightSector,XLE,0.1
2006-03-03,EqualWeightSector,XLF,0.1
2006-03-03,EqualWeightSector,XLI,0.1
2006-03-03,EqualWeightSector,XLK,0.1
2006-03-03,EqualWeightSector,XLP,0.1
2006-03-03,EqualWeightSector,XLU,0.1
2006-03-03,EqualWeightSector,XLV,0.1
2006-03-03,EqualWeightSector,XLY,0.1
2006-03-10,EqualWeightSector,VNQ,0.1
2006-03-10,EqualWeightSector,XLB,0.1
2006-03-10,EqualWeightSector,XLE,0.1
2006-03-10,EqualWeightSector,XLF,0.1
2006-03-10,EqualWeightSector,XLI,0.1
2006-03-10,EqualWeightSector,XLK,0.1
2006-03-10,EqualWeightSector,XLP,0.1
2006-03-10,EqualWeightSector,XLU,0.1
2006-03-10,EqualWeightSector,XLV,0.1
2006-03-10,EqualWeightSector,XLY,0.1
2006-03-17,EqualWeightSector,VNQ,0.1
2006-03-17,EqualWeightSector,XLB,0.1
2006-03-17,EqualWeightSector,XLE,0.1
2006-03-17,EqualWeightSector,XLF,0.1
2006-03-17,EqualWeightSector,XLI,0.1
2006-03-17,EqualWeightSector,XLK,0.1
2006-03-17,EqualWeightSector,XLP,0.1
2006-03-17,EqualWeightSector,XLU,0.1
2006-03-17,EqualWeightSector,XLV,0.1
2006-03-17,EqualWeightSector,XLY,0.1
2006-03-24,EqualWeightSector,VNQ,0.1
2006-03-24,EqualWeightSector,XLB,0.1
2006-03-24,EqualWeightSector,XLE,0.1
2006-03-24,EqualWeightSector,XLF,0.1
2006-03-24,EqualWeightSector,XLI,0.1
2006-03-24,EqualWeightSector,XLK,0.1
2006-03-24,EqualWeightSector,XLP,0.1
2006-03-24,EqualWeightSector,XLU,0.1
2006-03-24,EqualWeightSector,XLV,0.1
2006-03-24,EqualWeightSector,XLY,0.1
2006-03-31,EqualWeightSector,VNQ,0.1
2006-03-31,EqualWeightSector,XLB,0.1
2006-03-31,EqualWeightSector,XLE,0.1
2006-03-31,EqualWeightSector,XLF,0.1
2006-03-31,EqualWeightSector,XLI,0.1
2006-03-31,EqualWeightSector,XLK,0.1
2006-03-31,EqualWeightSector,XLP,0.1
2006-03-31,EqualWeightSector,XLU,0.1
2006-03-31,EqualWeightSector,XLV,0.1
2006-03-31,EqualWeightSector,XLY,0.1
2006-04-07,EqualWeightSector,VNQ,0.1
2006-04-07,EqualWeightSector,XLB,0.1
2006-04-07,EqualWeightSector,XLE,0.1
2006-04-07,EqualWeightSector,XLF,0.1
2006-04-07,EqualWeightSector,XLI,0.1
2006-04-07,EqualWeightSector,XLK,0.1
2006-04-07,EqualWeightSector,XLP,0.1
2006-04-07,EqualWeightSector,XLU,0.1
2006-04-07,EqualWeightSector,XLV,0.1
2006-04-07,EqualWeightSector,XLY,0.1
2006-04-14,EqualWeightSector,VNQ,0.1
2006-04-14,EqualWeightSector,XLB,0.1
2006-04-14,EqualWeightSector,XLE,0.1
2006-04-14,EqualWeightSector,XLF,0.1
2006-04-14,EqualWeightSector,XLI,0.1
2006-04-14,EqualWeightSector,XLK,0.1
2006-04-14,EqualWeightSector,XLP,0.1
2006-04-14,EqualWeightSector,XLU,0.1
2006-04-14,EqualWeightSector,XLV,0.1
2006-04-14,EqualWeightSector,XLY,0.1
2006-04-21,EqualWeightSector,VNQ,0.1
2006-04-21,EqualWeightSector,XLB,0.1
2006-04-21,EqualWeightSector,XLE,0.1
2006-04-21,EqualWeightSector,XLF,0.1
2006-04-21,EqualWeightSector,XLI,0.1
2006-04-21,EqualWeightSector,XLK,0.1
2006-04-21,EqualWeightSector,XLP,0.1
2006-04-21,EqualWeightSector,XLU,0.1
2006-04-21,EqualWeightSector,XLV,0.1
2006-04-21,EqualWeightSector,XLY,0.1
2006-04-28,EqualWeightSector,VNQ,0.1
2006-04-28,EqualWeightSector,XLB,0.1
2006-04-28,EqualWeightSector,XLE,0.1
2006-04-28,EqualWeightSector,XLF,0.1
2006-04-28,EqualWeightSector,XLI,0.1
2006-04-28,EqualWeightSector,XLK,0.1
2006-04-28,EqualWeightSector,XLP,0.1
2006-04-28,EqualWeightSector,XLU,0.1
2006-04-28,EqualWeightSector,XLV,0.1
2006-04-28,EqualWeightSector,XLY,0.1
2006-05-05,EqualWeightSector,VNQ,0.1
2006-05-05,EqualWeightSector,XLB,0.1
2006-05-05,EqualWeightSector,XLE,0.1
2006-05-05,EqualWeightSector,XLF,0.1
2006-05-05,EqualWeightSector,XLI,0.1
2006-05-05,EqualWeightSector,XLK,0.1
2006-05-05,EqualWeightSector,XLP,0.1
2006-05-05,EqualWeightSector,XLU,0.1
2006-05-05,EqualWeightSector,XLV,0.1
2006-05-05,EqualWeightSector,XLY,0.1
2006-05-12,EqualWeightSector,VNQ,0.1
2006-05-12,EqualWeightSector,XLB,0.1
2006-05-12,EqualWeightSector,XLE,0.1
2006-05-12,EqualWeightSector,XLF,0.1
2006-05-12,EqualWeightSector,XLI,0.1
2006-05-12,EqualWeightSector,XLK,0.1
2006-05-12,EqualWeightSector,XLP,0.1
2006-05-12,EqualWeightSector,XLU,0.1
2006-05-12,EqualWeightSector,XLV,0.1
2006-05-12,EqualWeightSector,XLY,0.1
2006-05-19,EqualWeightSector,VNQ,0.1
2006-05-19,EqualWeightSector,XLB,0.1
2006-05-19,EqualWeightSector,XLE,0.1
2006-05-19,EqualWeightSector,XLF,0.1
2006-05-19,EqualWeightSector,XLI,0.1
2006-05-19,EqualWeightSector,XLK,0.1
2006-05-19,EqualWeightSector,XLP,0.1
2006-05-19,EqualWeightSector,XLU,0.1
2006-05-19,EqualWeightSector,XLV,0.1
2006-05-19,EqualWeightSector,XLY,0.1
2006-05-26,EqualWeightSector,VNQ,0.1
2006-05-26,EqualWeightSector,XLB,0.1
2006-05-26,EqualWeightSector,XLE,0.1
2006-05-26,EqualWeightSector,XLF,0.1
2006-05-26,EqualWeightSector,XLI,0.1
2006-05-26,EqualWeightSector,XLK,0.1
2006-05-26,EqualWeightSector,XLP,0.1
2006-05-26,EqualWeightSector,XLU,0.1
2006-05-26,EqualWeightSector,XLV,0.1
2006-05-26,EqualWeightSector,XLY,0.1
2006-06-02,EqualWeightSector,VNQ,0.1
2006-06-02,EqualWeightSector,XLB,0.1
2006-06-02,EqualWeightSector,XLE,0.1
2006-06-02,EqualWeightSector,XLF,0.1
2006-06-02,EqualWeightSector,XLI,0.1
2006-06-02,EqualWeightSector,XLK,0.1
2006-06-02,EqualWeightSector,XLP,0.1
2006-06-02,EqualWeightSector,XLU,0.1
2006-06-02,EqualWeightSector,XLV,0.1
2006-06-02,EqualWeightSector,XLY,0.1
2006-06-09,EqualWeightSector,VNQ,0.1
2006-06-09,EqualWeightSector,XLB,0.1
2006-06-09,EqualWeightSector,XLE,0.1
2006-06-09,EqualWeightSector,XLF,0.1
2006-06-09,EqualWeightSector,XLI,0.1
2006-06-09,EqualWeightSector,XLK,0.1
2006-06-09,EqualWeightSector,XLP,0.1
2006-06-09,EqualWeightSector,XLU,0.1
2006-06-09,EqualWeightSector,XLV,0.1
2006-06-09,EqualWeightSector,XLY,0.1
2006-06-16,EqualWeightSector,VNQ,0.1
2006-06-16,EqualWeightSector,XLB,0.1
2006-06-16,EqualWeightSector,XLE,0.1
2006-06-16,EqualWeightSector,XLF,0.1
2006-06-16,EqualWeightSector,XLI,0.1
2006-06-16,EqualWeightSector,XLK,0.1
2006-06-16,EqualWeightSector,XLP,0.1
2006-06-16,EqualWeightSector,XLU,0.1
2006-06-16,EqualWeightSector,XLV,0.1
2006-06-16,EqualWeightSector,XLY,0.1
2006-06-23,EqualWeightSector,VNQ,0.1
2006-06-23,EqualWeightSector,XLB,0.1
2006-06-23,EqualWeightSector,XLE,0.1
2006-06-23,EqualWeightSector,XLF,0.1
2006-06-23,EqualWeightSector,XLI,0.1
2006-06-23,EqualWeightSector,XLK,0.1
2006-06-23,EqualWeightSector,XLP,0.1
2006-06-23,EqualWeightSector,XLU,0.1
2006-06-23,EqualWeightSector,XLV,0.1
2006-06-23,EqualWeightSector,XLY,0.1
2006-06-30,EqualWeightSector,VNQ,0.1
2006-06-30,EqualWeightSector,XLB,0.1
2006-06-30,EqualWeightSector,XLE,0.1
2006-06-30,EqualWeightSector,XLF,0.1
2006-06-30,EqualWeightSector,XLI,0.1
2006-06-30,EqualWeightSector,XLK,0.1
2006-06-30,EqualWeightSector,XLP,0.1
2006-06-30,EqualWeightSector,XLU,0.1
2006-06-30,EqualWeightSector,XLV,0.1
2006-06-30,EqualWeightSector,XLY,0.1
2006-07-07,EqualWeightSector,VNQ,0.1
2006-07-07,EqualWeightSector,XLB,0.1
2006-07-07,EqualWeightSector,XLE,0.1
2006-07-07,EqualWeightSector,XLF,0.1
2006-07-07,EqualWeightSector,XLI,0.1
2006-07-07,EqualWeightSector,XLK,0.1
2006-07-07,EqualWeightSector,XLP,0.1
2006-07-07,EqualWeightSector,XLU,0.1
2006-07-07,EqualWeightSector,XLV,0.1
2006-07-07,EqualWeightSector,XLY,0.1
2006-07-14,EqualWeightSector,VNQ,0.1
2006-07-14,EqualWeightSector,XLB,0.1
2006-07-14,EqualWeightSector,XLE,0.1
2006-07-14,EqualWeightSector,XLF,0.1
2006-07-14,EqualWeightSector,XLI,0.1
2006-07-14,EqualWeightSector,XLK,0.1
2006-07-14,EqualWeightSector,XLP,0.1
2006-07-14,EqualWeightSector,XLU,0.1
2006-07-14,EqualWeightSector,XLV,0.1
2006-07-14,EqualWeightSector,XLY,0.1
2006-07-21,EqualWeightSector,VNQ,0.1
2006-07-21,EqualWeightSector,XLB,0.1
2006-07-21,EqualWeightSector,XLE,0.1
2006-07-21,EqualWeightSector,XLF,0.1
2006-07-21,EqualWeightSector,XLI,0.1
2006-07-21,EqualWeightSector,XLK,0.1
2006-07-21,EqualWeightSector,XLP,0.1
2006-07-21,EqualWeightSector,XLU,0.1
2006-07-21,EqualWeightSector,XLV,0.1
2006-07-21,EqualWeightSector,XLY,0.1
2006-07-28,EqualWeightSector,VNQ,0.1
2006-07-28,EqualWeightSector,XLB,0.1
2006-07-28,EqualWeightSector,XLE,0.1
2006-07-28,EqualWeightSector,XLF,0.1
2006-07-28,EqualWeightSector,XLI,0.1
2006-07-28,EqualWeightSector,XLK,0.1
2006-07-28,EqualWeightSector,XLP,0.1
2006-07-28,EqualWeightSector,XLU,0.1
2006-07-28,EqualWeightSector,XLV,0.1
2006-07-28,EqualWeightSector,XLY,0.1
2006-08-04,EqualWeightSector,VNQ,0.1
2006-08-04,EqualWeightSector,XLB,0.1
2006-08-04,EqualWeightSector,XLE,0.1
2006-08-04,EqualWeightSector,XLF,0.1
2006-08-04,EqualWeightSector,XLI,0.1
2006-08-04,EqualWeightSector,XLK,0.1
2006-08-04,EqualWeightSector,XLP,0.1
2006-08-04,EqualWeightSector,XLU,0.1
2006-08-04,EqualWeightSector,XLV,0.1
2006-08-04,EqualWeightSector,XLY,0.1
2006-08-11,EqualWeightSector,VNQ,0.1
2006-08-11,EqualWeightSector,XLB,0.1
2006-08-11,EqualWeightSector,XLE,0.1
2006-08-11,EqualWeightSector,XLF,0.1
2006-08-11,EqualWeightSector,XLI,0.1
2006-08-11,EqualWeightSector,XLK,0.1
2006-08-11,EqualWeightSector,XLP,0.1
2006-08-11,EqualWeightSector,XLU,0.1
2006-08-11,EqualWeightSector,XLV,0.1
2006-08-11,EqualWeightSector,XLY,0.1
2006-08-18,EqualWeightSector,VNQ,0.1
2006-08-18,EqualWeightSector,XLB,0.1
2006-08-18,EqualWeightSector,XLE,0.1
2006-08-18,EqualWeightSector,XLF,0.1
2006-08-18,EqualWeightSector,XLI,0.1
2006-08-18,EqualWeightSector,XLK,0.1
2006-08-18,EqualWeightSector,XLP,0.1
2006-08-18,EqualWeightSector,XLU,0.1
2006-08-18,EqualWeightSector,XLV,0.1
2006-08-18,EqualWeightSector,XLY,0.1
2006-08-25,EqualWeightSector,VNQ,0.1
2006-08-25,EqualWeightSector,XLB,0.1
2006-08-25,EqualWeightSector,XLE,0.1
2006-08-25,EqualWeightSector,XLF,0.1
2006-08-25,EqualWeightSector,XLI,0.1
2006-08-25,EqualWeightSector,XLK,0.1
2006-08-25,EqualWeightSector,XLP,0.1
2006-08-25,EqualWeightSector,XLU,0.1
2006-08-25,EqualWeightSector,XLV,0.1
2006-08-25,EqualWeightSector,XLY,0.1
2006-09-01,EqualWeightSector,VNQ,0.1
2006-09-01,EqualWeightSector,XLB,0.1
2006-09-01,EqualWeightSector,XLE,0.1
2006-09-01,EqualWeightSector,XLF,0.1
2006-09-01,EqualWeightSector,XLI,0.1
2006-09-01,EqualWeightSector,XLK,0.1
2006-09-01,EqualWeightSector,XLP,0.1
2006-09-01,EqualWeightSector,XLU,0.1
2006-09-01,EqualWeightSector,XLV,0.1
2006-09-01,EqualWeightSector,XLY,0.1
2006-09-08,EqualWeightSector,VNQ,0.1
2006-09-08,EqualWeightSector,XLB,0.1
2006-09-08,EqualWeightSector,XLE,0.1
2006-09-08,EqualWeightSector,XLF,0.1
2006-09-08,EqualWeightSector,XLI,0.1
2006-09-08,EqualWeightSector,XLK,0.1
2006-09-08,EqualWeightSector,XLP,0.1
2006-09-08,EqualWeightSector,XLU,0.1
2006-09-08,EqualWeightSector,XLV,0.1
2006-09-08,EqualWeightSector,XLY,0.1
2006-09-15,EqualWeightSector,VNQ,0.1
2006-09-15,EqualWeightSector,XLB,0.1
2006-09-15,EqualWeightSector,XLE,0.1
2006-09-15,EqualWeightSector,XLF,0.1
2006-09-15,EqualWeightSector,XLI,0.1
2006-09-15,EqualWeightSector,XLK,0.1
2006-09-15,EqualWeightSector,XLP,0.1
2006-09-15,EqualWeightSector,XLU,0.1
2006-09-15,EqualWeightSector,XLV,0.1
2006-09-15,EqualWeightSector,XLY,0.1
2006-09-22,EqualWeightSector,VNQ,0.1
2006-09-22,EqualWeightSector,XLB,0.1
2006-09-22,EqualWeightSector,XLE,0.1
2006-09-22,EqualWeightSector,XLF,0.1
2006-09-22,EqualWeightSector,XLI,0.1
2006-09-22,EqualWeightSector,XLK,0.1
2006-09-22,EqualWeightSector,XLP,0.1
2006-09-22,EqualWeightSector,XLU,0.1
2006-09-22,EqualWeightSector,XLV,0.1
2006-09-22,EqualWeightSector,XLY,0.1
2006-09-29,EqualWeightSector,VNQ,0.1
2006-09-29,EqualWeightSector,XLB,0.1
2006-09-29,EqualWeightSector,XLE,0.1
2006-09-29,EqualWeightSector,XLF,0.1
2006-09-29,EqualWeightSector,XLI,0.1
2006-09-29,EqualWeightSector,XLK,0.1
2006-09-29,EqualWeightSector,XLP,0.1
2006-09-29,EqualWeightSector,XLU,0.1
2006-09-29,EqualWeightSector,XLV,0.1
2006-09-29,EqualWeightSector,XLY,0.1
2006-10-06,EqualWeightSector,VNQ,0.1
2006-10-06,EqualWeightSector,XLB,0.1
2006-10-06,EqualWeightSector,XLE,0.1
2006-10-06,EqualWeightSector,XLF,0.1
2006-10-06,EqualWeightSector,XLI,0.1
2006-10-06,EqualWeightSector,XLK,0.1
2006-10-06,EqualWeightSector,XLP,0.1
2006-10-06,EqualWeightSector,XLU,0.1
2006-10-06,EqualWeightSector,XLV,0.1
2006-10-06,EqualWeightSector,XLY,0.1
2006-10-13,EqualWeightSector,VNQ,0.1
2006-10-13,EqualWeightSector,XLB,0.1
2006-10-13,EqualWeightSector,XLE,0.1
2006-10-13,EqualWeightSector,XLF,0.1
2006-10-13,EqualWeightSector,XLI,0.1
2006-10-13,EqualWeightSector,XLK,0.1
2006-10-13,EqualWeightSector,XLP,0.1
2006-10-13,EqualWeightSector,XLU,0.1
2006-10-13,EqualWeightSector,XLV,0.1
2006-10-13,EqualWeightSector,XLY,0.1
2006-10-20,EqualWeightSector,VNQ,0.1
2006-10-20,EqualWeightSector,XLB,0.1
2006-10-20,EqualWeightSector,XLE,0.1
2006-10-20,EqualWeightSector,XLF,0.1
2006-10-20,EqualWeightSector,XLI,0.1
2006-10-20,EqualWeightSector,XLK,0.1
2006-10-20,EqualWeightSector,XLP,0.1
2006-10-20,EqualWeightSector,XLU,0.1
2006-10-20,EqualWeightSector,XLV,0.1
2006-10-20,EqualWeightSector,XLY,0.1
2006-10-27,EqualWeightSector,VNQ,0.1
2006-10-27,EqualWeightSector,XLB,0.1
2006-10-27,EqualWeightSector,XLE,0.1
2006-10-27,EqualWeightSector,XLF,0.1
2006-10-27,EqualWeightSector,XLI,0.1
2006-10-27,EqualWeightSector,XLK,0.1
2006-10-27,EqualWeightSector,XLP,0.1
2006-10-27,EqualWeightSector,XLU,0.1
2006-10-27,EqualWeightSector,XLV,0.1
2006-10-27,EqualWeightSector,XLY,0.1
2006-11-03,EqualWeightSector,VNQ,0.1
2006-11-03,EqualWeightSector,XLB,0.1
2006-11-03,EqualWeightSector,XLE,0.1
2006-11-03,EqualWeightSector,XLF,0.1
2006-11-03,EqualWeightSector,XLI,0.1
2006-11-03,EqualWeightSector,XLK,0.1
2006-11-03,EqualWeightSector,XLP,0.1
2006-11-03,EqualWeightSector,XLU,0.1
2006-11-03,EqualWeightSector,XLV,0.1
2006-11-03,EqualWeightSector,XLY,0.1
2006-11-10,EqualWeightSector,VNQ,0.1
2006-11-10,EqualWeightSector,XLB,0.1
2006-11-10,EqualWeightSector,XLE,0.1
2006-11-10,EqualWeightSector,XLF,0.1
2006-11-10,EqualWeightSector,XLI,0.1
2006-11-10,EqualWeightSector,XLK,0.1
2006-11-10,EqualWeightSector,XLP,0.1
2006-11-10,EqualWeightSector,XLU,0.1
2006-11-10,EqualWeightSector,XLV,0.1
2006-11-10,EqualWeightSector,XLY,0.1
2006-11-17,EqualWeightSector,VNQ,0.1
2006-11-17,EqualWeightSector,XLB,0.1
2006-11-17,EqualWeightSector,XLE,0.1
2006-11-17,EqualWeightSector,XLF,0.1
2006-11-17,EqualWeightSector,XLI,0.1
2006-11-17,EqualWeightSector,XLK,0.1
2006-11-17,EqualWeightSector,XLP,0.1
2006-11-17,EqualWeightSector,XLU,0.1
2006-11-17,EqualWeightSector,XLV,0.1
2006-11-17,EqualWeightSector,XLY,0.1
2006-11-24,EqualWeightSector,VNQ,0.1
2006-11-24,EqualWeightSector,XLB,0.1
2006-11-24,EqualWeightSector,XLE,0.1
2006-11-24,EqualWeightSector,XLF,0.1
2006-11-24,EqualWeightSector,XLI,0.1
2006-11-24,EqualWeightSector,XLK,0.1
2006-11-24,EqualWeightSector,XLP,0.1
2006-11-24,EqualWeightSector,XLU,0.1
2006-11-24,EqualWeightSector,XLV,0.1
2006-11-24,EqualWeightSector,XLY,0.1
2006-12-01,EqualWeightSector,VNQ,0.1
2006-12-01,EqualWeightSector,XLB,0.1
2006-12-01,EqualWeightSector,XLE,0.1
2006-12-01,EqualWeightSector,XLF,0.1
2006-12-01,EqualWeightSector,XLI,0.1
2006-12-01,EqualWeightSector,XLK,0.1
2006-12-01,EqualWeightSector,XLP,0.1
2006-12-01,EqualWeightSector,XLU,0.1
2006-12-01,EqualWeightSector,XLV,0.1
2006-12-01,EqualWeightSector,XLY,0.1
2006-12-08,EqualWeightSector,VNQ,0.1
2006-12-08,EqualWeightSector,XLB,0.1
2006-12-08,EqualWeightSector,XLE,0.1
2006-12-08,EqualWeightSector,XLF,0.1
2006-12-08,EqualWeightSector,XLI,0.1
2006-12-08,EqualWeightSector,XLK,0.1
2006-12-08,EqualWeightSector,XLP,0.1
2006-12-08,EqualWeightSector,XLU,0.1
2006-12-08,EqualWeightSector,XLV,0.1
2006-12-08,EqualWeightSector,XLY,0.1
2006-12-15,EqualWeightSector,VNQ,0.1
2006-12-15,EqualWeightSector,XLB,0.1
2006-12-15,EqualWeightSector,XLE,0.1
2006-12-15,EqualWeightSector,XLF,0.1
2006-12-15,EqualWeightSector,XLI,0.1
2006-12-15,EqualWeightSector,XLK,0.1
2006-12-15,EqualWeightSector,XLP,0.1
2006-12-15,EqualWeightSector,XLU,0.1
2006-12-15,EqualWeightSector,XLV,0.1
2006-12-15,EqualWeightSector,XLY,0.1
2006-12-22,EqualWeightSector,VNQ,0.1
2006-12-22,EqualWeightSector,XLB,0.1
2006-12-22,EqualWeightSector,XLE,0.1
2006-12-22,EqualWeightSector,XLF,0.1
2006-12-22,EqualWeightSector,XLI,0.1
2006-12-22,EqualWeightSector,XLK,0.1
2006-12-22,EqualWeightSector,XLP,0.1
2006-12-22,EqualWeightSector,XLU,0.1
2006-12-22,EqualWeightSector,XLV,0.1
2006-12-22,EqualWeightSector,XLY,0.1
2006-12-29,EqualWeightSector,VNQ,0.1
2006-12-29,EqualWeightSector,XLB,0.1
2006-12-29,EqualWeightSector,XLE,0.1
2006-12-29,EqualWeightSector,XLF,0.1
2006-12-29,EqualWeightSector,XLI,0.1
2006-12-29,EqualWeightSector,XLK,0.1
2006-12-29,EqualWeightSector,XLP,0.1
2006-12-29,EqualWeightSector,XLU,0.1
2006-12-29,EqualWeightSector,XLV,0.1
2006-12-29,EqualWeightSector,XLY,0.1
2007-01-05,EqualWeightSector,VNQ,0.1
2007-01-05,EqualWeightSector,XLB,0.1
2007-01-05,EqualWeightSector,XLE,0.1
2007-01-05,EqualWeightSector,XLF,0.1
2007-01-05,EqualWeightSector,XLI,0.1
2007-01-05,EqualWeightSector,XLK,0.1
2007-01-05,EqualWeightSector,XLP,0.1
2007-01-05,EqualWeightSector,XLU,0.1
2007-01-05,EqualWeightSector,XLV,0.1
2007-01-05,EqualWeightSector,XLY,0.1
2007-01-12,EqualWeightSector,VNQ,0.1
2007-01-12,EqualWeightSector,XLB,0.1
2007-01-12,EqualWeightSector,XLE,0.1
2007-01-12,EqualWeightSector,XLF,0.1
2007-01-12,EqualWeightSector,XLI,0.1
2007-01-12,EqualWeightSector,XLK,0.1
2007-01-12,EqualWeightSector,XLP,0.1
2007-01-12,EqualWeightSector,XLU,0.1
2007-01-12,EqualWeightSector,XLV,0.1
2007-01-12,EqualWeightSector,XLY,0.1
2007-01-19,EqualWeightSector,VNQ,0.1
2007-01-19,EqualWeightSector,XLB,0.1
2007-01-19,EqualWeightSector,XLE,0.1
2007-01-19,EqualWeightSector,XLF,0.1
2007-01-19,EqualWeightSector,XLI,0.1
2007-01-19,EqualWeightSector,XLK,0.1
2007-01-19,EqualWeightSector,XLP,0.1
2007-01-19,EqualWeightSector,XLU,0.1
2007-01-19,EqualWeightSector,XLV,0.1
2007-01-19,EqualWeightSector,XLY,0.1
2007-01-26,EqualWeightSector,VNQ,0.1
2007-01-26,EqualWeightSector,XLB,0.1
2007-01-26,EqualWeightSector,XLE,0.1
2007-01-26,EqualWeightSector,XLF,0.1
2007-01-26,EqualWeightSector,XLI,0.1
2007-01-26,EqualWeightSector,XLK,0.1
2007-01-26,EqualWeightSector,XLP,0.1
2007-01-26,EqualWeightSector,XLU,0.1
2007-01-26,EqualWeightSector,XLV,0.1
2007-01-26,EqualWeightSector,XLY,0.1
2007-02-02,EqualWeightSector,VNQ,0.1
2007-02-02,EqualWeightSector,XLB,0.1
2007-02-02,EqualWeightSector,XLE,0.1
2007-02-02,EqualWeightSector,XLF,0.1
2007-02-02,EqualWeightSector,XLI,0.1
2007-02-02,EqualWeightSector,XLK,0.1
2007-02-02,EqualWeightSector,XLP,0.1
2007-02-02,EqualWeightSector,XLU,0.1
2007-02-02,EqualWeightSector,XLV,0.1
2007-02-02,EqualWeightSector,XLY,0.1
2007-02-09,EqualWeightSector,VNQ,0.1
2007-02-09,EqualWeightSector,XLB,0.1
2007-02-09,EqualWeightSector,XLE,0.1
2007-02-09,EqualWeightSector,XLF,0.1
2007-02-09,EqualWeightSector,XLI,0.1
2007-02-09,EqualWeightSector,XLK,0.1
2007-02-09,EqualWeightSector,XLP,0.1
2007-02-09,EqualWeightSector,XLU,0.1
2007-02-09,EqualWeightSector,XLV,0.1
2007-02-09,EqualWeightSector,XLY,0.1
2007-02-16,EqualWeightSector,VNQ,0.1
2007-02-16,EqualWeightSector,XLB,0.1
2007-02-16,EqualWeightSector,XLE,0.1
2007-02-16,EqualWeightSector,XLF,0.1
2007-02-16,EqualWeightSector,XLI,0.1
2007-02-16,EqualWeightSector,XLK,0.1
2007-02-16,EqualWeightSector,XLP,0.1
2007-02-16,EqualWeightSector,XLU,0.1
2007-02-16,EqualWeightSector,XLV,0.1
2007-02-16,EqualWeightSector,XLY,0.1
2007-02-23,EqualWeightSector,VNQ,0.1
2007-02-23,EqualWeightSector,XLB,0.1
2007-02-23,EqualWeightSector,XLE,0.1
2007-02-23,EqualWeightSector,XLF,0.1
2007-02-23,EqualWeightSector,XLI,0.1
2007-02-23,EqualWeightSector,XLK,0.1
2007-02-23,EqualWeightSector,XLP,0.1
2007-02-23,EqualWeightSector,XLU,0.1
2007-02-23,EqualWeightSector,XLV,0.1
2007-02-23,EqualWeightSector,XLY,0.1
2007-03-02,EqualWeightSector,VNQ,0.1
2007-03-02,EqualWeightSector,XLB,0.1
2007-03-02,EqualWeightSector,XLE,0.1
2007-03-02,EqualWeightSector,XLF,0.1
2007-03-02,EqualWeightSector,XLI,0.1
2007-03-02,EqualWeightSector,XLK,0.1
2007-03-02,EqualWeightSector,XLP,0.1
2007-03-02,EqualWeightSector,XLU,0.1
2007-03-02,EqualWeightSector,XLV,0.1
2007-03-02,EqualWeightSector,XLY,0.1
2007-03-09,EqualWeightSector,VNQ,0.1
2007-03-09,EqualWeightSector,XLB,0.1
2007-03-09,EqualWeightSector,XLE,0.1
2007-03-09,EqualWeightSector,XLF,0.1
2007-03-09,EqualWeightSector,XLI,0.1
2007-03-09,EqualWeightSector,XLK,0.1
2007-03-09,EqualWeightSector,XLP,0.1
2007-03-09,EqualWeightSector,XLU,0.1
2007-03-09,EqualWeightSector,XLV,0.1
2007-03-09,EqualWeightSector,XLY,0.1
2007-03-16,EqualWeightSector,VNQ,0.1
2007-03-16,EqualWeightSector,XLB,0.1
2007-03-16,EqualWeightSector,XLE,0.1
2007-03-16,EqualWeightSector,XLF,0.1
2007-03-16,EqualWeightSector,XLI,0.1
2007-03-16,EqualWeightSector,XLK,0.1
2007-03-16,EqualWeightSector,XLP,0.1
2007-03-16,EqualWeightSector,XLU,0.1
2007-03-16,EqualWeightSector,XLV,0.1
2007-03-16,EqualWeightSector,XLY,0.1
2007-03-23,EqualWeightSector,VNQ,0.1
2007-03-23,EqualWeightSector,XLB,0.1
2007-03-23,EqualWeightSector,XLE,0.1
2007-03-23,EqualWeightSector,XLF,0.1
2007-03-23,EqualWeightSector,XLI,0.1
2007-03-23,EqualWeightSector,XLK,0.1
2007-03-23,EqualWeightSector,XLP,0.1
2007-03-23,EqualWeightSector,XLU,0.1
2007-03-23,EqualWeightSector,XLV,0.1
