version,state,sleeve,bucket,n_weeks,avg_sleeve_weight,standalone_ann_return,standalone_sharpe,ann_contribution_mean,cumulative_contribution,avg_SPY_exposure,avg_QQQ_exposure,avg_IWM_exposure,avg_GLD_exposure,avg_TLT_exposure,avg_HYG_exposure,avg_LQD_exposure,avg_IEF_exposure,avg_SHY_exposure,avg_BIL_exposure
improved_phase2b_regime_confidence_boost,recovery_confirmed,dual_momentum_topn,offense,44,0.08777399532253198,0.001042729812852805,0.010553314556758875,-0.0033710648007207415,-0.002897039622076658,0.016073014462125935,0.0,0.0,0.01990275716959032,0.017136967763399794,0.002317872522659187,0.0056176641906315215,0.0,0.0,0.0
improved_phase2b_regime_confidence_boost,recovery_confirmed,cta_trend_long_only,offense,44,0.1083563731050289,0.09692670505615752,1.0170234710188066,0.018433628262954804,0.015624803243417418,0.011886760517218443,0.011688532137714546,0.0036342932856207586,0.011740118812722444,0.012468996516220325,0.0034072915339796255,0.01247818068041775,0.0,0.0,0.0
improved_phase2b_regime_confidence_boost,recovery_confirmed,composite_selective_signals,offense,44,0.23107260197421764,-0.014439163815455625,-0.21553027190631752,0.006270410155106559,0.0052350534541030225,0.0016431254001086964,0.0,0.0,0.041781697541036326,0.039111306956344086,0.04023722668254754,0.05776815049355441,0.0,0.0,0.0
improved_phase2b_regime_confidence_boost,recovery_confirmed,composite_regime_conditioned,composite,44,0.3310716607801548,0.014035780273199627,0.19790837830235683,0.002346293248647126,0.001757788377987124,0.003441077222525987,0.02218834346312968,0.0,0.0535103185355476,0.04868699121625202,0.027702344850454544,0.034203576007237606,0.0,0.0,0.06183959185098217
improved_phase2b_regime_confidence_boost,recovery_confirmed,taa_10m_sma,defense,44,0.17788775316154726,0.029251375997720652,0.3711109242680566,0.0038204993325240346,0.0031525004268819767,0.026516090110748715,0.0,0.0,0.024707964378528055,0.023472550763858426,0.026016764795302127,0.0,0.0,0.0,0.0
improved_phase2b_regime_confidence_boost,recovery_confirmed,cash::BIL,cash,44,0.06383761565651912,0.015555702772644953,6.515429588681661,0.0010647408623105535,0.000901309704618658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06383761565651912
improved_phase2b_regime_confidence_boost,recovery_fragile,dual_momentum_topn,offense,49,0.14373837251295407,0.10897262099505034,1.41000096095416,0.009171580581770823,0.0086171938243913,0.021310613579270197,0.0,0.0,0.014425459145164389,0.025762276216468673,0.002896974985896973,0.00583778603395109,0.0,0.0,0.029899629693285884
improved_phase2b_regime_confidence_boost,recovery_fragile,cta_trend_long_only,offense,49,0.1245680607289731,0.16099892710709107,1.7959106034271137,0.021265350800303014,0.020156846221258684,0.009677411725991658,0.0186349588456326,0.0068361136420579185,0.01464545356174277,0.012873936536335074,0.004906921572705114,0.01568311063542091,0.0,0.0,0.0
improved_phase2b_regime_confidence_boost,recovery_fragile,composite_selective_signals,offense,49,0.19013151490391494,0.026438767406250507,0.4227327860389162,0.009742965350417783,0.009150380323511342,0.00227866293943248,0.0009728973370859596,0.0,0.026860489984664077,0.02854445059113059,0.043469533752657705,0.047532878725978736,0.0,0.0,0.0
improved_phase2b_regime_confidence_boost,recovery_fragile,composite_regime_conditioned,composite,49,0.2789790554315232,0.03716535074354321,0.7048846086170724,0.015300382723053453,0.014400002435585257,0.0036243675675292904,0.013529456677198485,0.0020962596046069358,0.03724169493918384,0.02494068514268612,0.03787811985719424,0.0371869998110188,0.0,0.0,0.0648050998951828
improved_phase2b_regime_confidence_boost,recovery_fragile,taa_10m_sma,defense,49,0.1390698256782358,0.07598095824292694,0.8705371503993957,0.011833630345796146,0.01115628221341014,0.02542055493469568,0.0,0.0,0.016117894718192294,0.018370795345764857,0.021827478602817123,0.0,0.0,0.0,0.0
improved_phase2b_regime_confidence_boost,recovery_fragile,cash::BIL,cash,49,0.12351317074439862,0.012423099558288353,3.954118315872628,0.002471964427283482,0.002331634132770377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12351317074439862
improved_phase2b_regime_confidence_boost,stressed_panic,dual_momentum_topn,offense,229,0.06352459002926245,0.05458824990837985,0.35681178603753944,0.0070444936689526335,0.031205666801265908,0.011219411768937869,0.0,0.0,0.008567118839708208,0.007214301533569731,0.0007583196911291634,0.0010744394318939732,0.0,0.0,0.009278519912039093
improved_phase2b_regime_confidence_boost,stressed_panic,cta_trend_long_only,offense,229,0.061951185505940795,0.035880948009824554,0.21665513697586747,0.007547292588223173,0.03341469737493141,0.00426070578075846,0.009041173892586232,0.0024496130875847726,0.009312142800901167,0.00956652847648186,0.0022156187952471814,0.005571611565717599,0.0,0.0,0.0
improved_phase2b_regime_confidence_boost,stressed_panic,composite_selective_signals,offense,229,0.11643545196606989,0.07965757453257316,0.565634461327535,0.007546683981375648,0.032579517182937945,0.0009465365583680568,0.00020817453937647173,0.0004250624033764515,0.017688975639781224,0.02009968280486858,0.028860484465148106,0.026952740827275567,0.0,0.0,0.0
improved_phase2b_regime_confidence_boost,stressed_panic,composite_regime_conditioned,composite,229,0.17259945067106483,0.04151006641387944,0.6704761473631151,0.006086186648406775,0.026646851649174463,0.0030499566519093277,0.0019324664942995233,0.0009200360264491096,0.01183096765108022,0.01385496560988048,0.01704012297459938,0.014482764804635527,0.0,0.0,0.08638960377097663
improved_phase2b_regime_confidence_boost,stressed_panic,taa_10m_sma,defense,229,0.07616459990740157,-0.05192321314884285,-0.27970292766507865,0.0016155994037516754,0.006495205379899893,0.008062943120187821,0.0,0.0,0.013835535398337572,0.018469169514715958,0.006580627842154742,0.0,0.0,0.0,0.0024208527812154194
improved_phase2b_regime_confidence_boost,stressed_panic,cash::BIL,cash,229,0.5093247219202602,0.015027910428176972,2.9620115426843743,0.006953200287037582,0.031074489253515747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5093247219202602
improved_phase2b_combo_abc,recovery_confirmed,dual_momentum_topn,offense,44,0.08779848956334353,0.001042729812852805,0.010553314556758875,-0.003449700953131881,-0.0029636036606114358,0.016158241872622398,0.0,0.0,0.019929490462765712,0.017165170971340345,0.0023178652147010552,0.005599102952351446,0.0,0.0,0.0
improved_phase2b_combo_abc,recovery_confirmed,cta_trend_long_only,offense,44,0.1081063120110589,0.09692670505615752,1.0170234710188066,0.018423896546772893,0.015616008809272719,0.011928225885561533,0.01175635491804448,0.0036398105071571733,0.011755556513137134,0.012357077767027906,0.0033410961113076705,0.012275485236415067,0.0,0.0,0.0
improved_phase2b_combo_abc,recovery_confirmed,composite_selective_signals,offense,44,0.23081316339815203,-0.014439163815455625,-0.21553027190631752,0.006098152653563129,0.005088437976167315,0.0016431254001086964,0.0,0.0,0.0417802607981487,0.039045885084992384,0.040172359606682265,0.05770329084953801,0.0,0.0,0.0
improved_phase2b_combo_abc,recovery_confirmed,composite_regime_conditioned,composite,44,0.33167395728986526,0.014035780273199627,0.19790837830235683,0.0021955068551568146,0.0016262065068715081,0.003441077222525987,0.022496697802818964,0.0,0.053637720601681455,0.04875301479667236,0.027461340910593234,0.03396124524796865,0.0,0.0,0.06217245896804213
improved_phase2b_combo_abc,recovery_confirmed,taa_10m_sma,defense,44,0.17787439077091516,0.029251375997720652,0.3711109242680566,0.003730151764880275,0.0030746598230595446,0.02648796089638401,0.0,0.0,0.024679835164163343,0.02343039108939634,0.025988635580937416,0.0,0.0,0.0,0.0
improved_phase2b_combo_abc,recovery_confirmed,cash::BIL,cash,44,0.0637336869666649,0.015555702772644953,6.515429588681661,0.0010962910886692097,0.0009280283013002322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0637336869666649
improved_phase2b_combo_abc,recovery_fragile,dual_momentum_topn,offense,49,0.1423349188054023,0.10897262099505034,1.41000096095416,0.00887972254872432,0.008340275458709412,0.02126368782650507,0.0,0.0,0.014105318026316472,0.025298548822280408,0.002896771903012081,0.0055877789718718,0.0,0.0,0.029698119556747195
improved_phase2b_combo_abc,recovery_fragile,cta_trend_long_only,offense,49,0.12295511463965134,0.16099892710709107,1.7959106034271137,0.021063620608730384,0.019963700155164243,0.00966592585930987,0.018565292168376577,0.006820802449491153,0.014365295342886495,0.012645269103325092,0.004737521324008086,0.015104674635119173,0.0,0.0,0.0
improved_phase2b_combo_abc,recovery_fragile,composite_selective_signals,offense,49,0.1875103952913514,0.026438767406250507,0.4227327860389162,0.009307575124408272,0.008738155006498438,0.0022762679145862676,0.0009710623972246341,0.0,0.026247718111341616,0.027891918396066386,0.04281425248603798,0.04687759882283785,0.0,0.0,0.0
improved_phase2b_combo_abc,recovery_fragile,composite_regime_conditioned,composite,49,0.27470801973963593,0.03716535074354321,0.7048846086170724,0.014554670116704829,0.013690500525165294,0.0036266385308640252,0.01305980478165126,0.0020950599192441385,0.03629995293229673,0.02440413006371965,0.036974702686062656,0.036245519498404405,0.0,0.0,0.06447117502898807
improved_phase2b_combo_abc,recovery_fragile,taa_10m_sma,defense,49,0.13787432513833636,0.07598095824292694,0.8705371503993957,0.011462522548293927,0.010803870837174934,0.02523132793630865,0.0,0.0,0.015910737859710217,0.018261718810999087,0.021590755408782504,0.0,0.0,0.0,0.0
improved_phase2b_combo_abc,recovery_fragile,cash::BIL,cash,49,0.1346172263856224,0.012423099558288353,3.954118315872628,0.0024639301826335507,0.0023240394547148213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1346172263856224
improved_phase2b_combo_abc,stressed_panic,dual_momentum_topn,offense,229,0.06353534858663604,0.05458824990837985,0.35681178603753944,0.0070793077083826225,0.03136390438443071,0.01123019033474839,0.0,0.0,0.008568691634979047,0.007213054688215304,0.0007566863011364208,0.0010744076173480675,0.0,0.0,0.00927819937964903
improved_phase2b_combo_abc,stressed_panic,cta_trend_long_only,offense,229,0.06194148757643729,0.035880948009824554,0.21665513697586747,0.007612745821403066,0.03371301972739493,0.004262887927494035,0.009042441878586587,0.002445841555211565,0.009305254484490596,0.00956770149095552,0.002215207734465345,0.005571187562152489,0.0,0.0,0.0
improved_phase2b_combo_abc,stressed_panic,composite_selective_signals,offense,229,0.11636745672176453,0.07965757453257316,0.565634461327535,0.00771387948767031,0.03339277514616956,0.0009421926834761484,0.000207781910323175,0.0004251198247555052,0.01766177675726157,0.02010990884688039,0.02884348565407177,0.026935286033889054,0.0,0.0,0.0
improved_phase2b_combo_abc,stressed_panic,composite_regime_conditioned,composite,229,0.172517080932012,0.04151006641387944,0.6704761473631151,0.006229769498655146,0.02731208688682929,0.003046210161189844,0.001928620143320897,0.0009201447068134017,0.011830376193780346,0.01385499077732877,0.01703233276920837,0.014489565016029084,0.0,0.0,0.08633525788551508
improved_phase2b_combo_abc,stressed_panic,taa_10m_sma,defense,229,0.07612100785955561,-0.05192321314884285,-0.27970292766507865,0.001754077365078167,0.007129417451857023,0.00806421080879453,0.0,0.0,0.013819695243949994,0.018458761864031344,0.006578045987769124,0.0,0.0,0.0,0.0024207120440737522
improved_phase2b_combo_abc,stressed_panic,cash::BIL,cash,229,0.5095176183235942,0.015027910428176972,2.9620115426843743,0.006963457018463576,0.03112104964932394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5095176183235942
improved_phaseyy_conservative_decomposition,recovery_confirmed,dual_momentum_topn,offense,44,0.10831920281211307,0.001042729812852805,0.010553314556758875,-0.00401977674176778,-0.003444734975426522,0.020107164944040256,0.0,0.0,0.0244054621448909,0.022923448661914272,0.0022448188990763433,0.00815235141024974,0.0,0.0,0.0
