weeks,start,end,cagr,total_return,sharpe_zero_rf,annual_volatility,max_drawdown,win_rate,best_week,worst_week,scenario,mode,growth_allocation,cost_bps,window,ending_growth_weight,annual_outer_turnover
188,2023-01-06,2026-08-07,0.39451449392518745,2.3277049269747137,1.6533710063078457,0.21570451898509854,-0.18525802200946784,0.6223404255319149,0.0856555064374458,-0.08954283093284265,base,buy_and_drift,0.25,50,full_recent,0.2033189988792632,0.0
157,2023-08-11,2026-08-07,0.41004179407249275,1.8220571356646098,1.6436820755285357,0.22496536031959194,-0.18525802200946817,0.6369426751592356,0.0856555064374458,-0.08954283093284265,base,buy_and_drift,0.25,50,since_incumbent_holdout_start,0.2033189988792632,0.0
105,2024-08-09,2026-08-07,0.5610803334588486,1.4579340243066468,1.9243879264792503,0.2481995050267043,-0.18525802200946784,0.6571428571428571,0.0856555064374458,-0.08954283093284265,base,buy_and_drift,0.25,50,trailing_2y,0.2033189988792632,0.0
53,2025-08-08,2026-08-07,0.7981321653775713,0.818536513369255,2.3242813257464303,0.2690227827838656,-0.126819926566062,0.6792452830188679,0.0856555064374458,-0.060857145567812077,base,buy_and_drift,0.25,50,trailing_1y,0.2033189988792632,0.0
32,2026-01-02,2026-08-07,0.6793814512351419,0.37579411510376093,1.902208895223437,0.2960957015791508,-0.12681992656606234,0.625,0.0856555064374458,-0.060857145567812077,base,buy_and_drift,0.25,50,ytd,0.2033189988792632,0.0
188,2023-01-06,2026-08-07,0.38969121352601666,2.2862807676612285,1.6166967034773065,0.21887060230471844,-0.19407339581322847,0.6329787234042553,0.0915268236976865,-0.09500247376160753,base,buy_and_drift,0.3,50,full_recent,0.24705824565304046,0.0
157,2023-08-11,2026-08-07,0.4086482408912453,1.8136447289974935,1.618954427103238,0.22825068608618565,-0.19407339581322836,0.6496815286624203,0.0915268236976865,-0.09500247376160753,base,buy_and_drift,0.3,50,since_incumbent_holdout_start,0.24705824565304046,0.0
105,2024-08-09,2026-08-07,0.5682984728560023,1.480936700817705,1.9142346917684372,0.2525117365944968,-0.19407339581322813,0.6666666666666666,0.0915268236976865,-0.09500247376160753,base,buy_and_drift,0.3,50,trailing_2y,0.24705824565304046,0.0
53,2025-08-08,2026-08-07,0.8238656570674048,0.8450661401508761,2.3565499614879,0.27173104348259364,-0.11958955701636365,0.6981132075471698,0.0915268236976865,-0.06345745339118969,base,buy_and_drift,0.3,50,trailing_1y,0.24705824565304046,0.0
32,2026-01-02,2026-08-07,0.7112190289962523,0.39178668560557006,1.9451523717774883,0.2998322511316981,-0.11958955701636387,0.65625,0.0915268236976865,-0.06345745339118969,base,buy_and_drift,0.3,50,ytd,0.24705824565304046,0.0
188,2023-01-06,2026-08-07,0.37991112256595994,2.203432449034245,1.533079657432304,0.22742774826735287,-0.21274149800228948,0.6223404255319149,0.10386656642145042,-0.10674181926808102,base,buy_and_drift,0.4,50,full_recent,0.3379303394505176,0.0
157,2023-08-11,2026-08-07,0.405770613273718,1.7963265756163143,1.558396471032727,0.2371353143346663,-0.21274149800228948,0.6369426751592356,0.10386656642145042,-0.10674181926808102,base,buy_and_drift,0.4,50,since_incumbent_holdout_start,0.3379303394505176,0.0
105,2024-08-09,2026-08-07,0.5836227504081928,1.5301304934754816,1.883107212282758,0.2633872725568472,-0.2127414980022896,0.6476190476190476,0.10386656642145042,-0.10674181926808102,base,buy_and_drift,0.4,50,trailing_2y,0.3379303394505176,0.0
53,2025-08-08,2026-08-07,0.8797806742844392,0.9027357246257579,2.407140438970804,0.27956620685102246,-0.12391978099662382,0.6792452830188679,0.10386656642145042,-0.06908367587784803,base,buy_and_drift,0.4,50,trailing_1y,0.3379303394505176,0.0
32,2026-01-02,2026-08-07,0.78056731325079,0.4262307064954425,2.019374144969254,0.3101270870987992,-0.12391978099662371,0.65625,0.10386656642145042,-0.06908367587784803,base,buy_and_drift,0.4,50,ytd,0.3379303394505176,0.0
188,2023-01-06,2026-08-07,0.41800008601656646,2.534825723542166,1.777818130179198,0.20927648950364605,-0.15825384743697157,0.6170212765957447,0.08519601087201778,-0.080216316150858,base,quarterly_target_reset,0.0,50,full_recent,0.0,0.0
157,2023-08-11,2026-08-07,0.4165932207977048,1.861831358300404,1.7096851524165342,0.21810245525612817,-0.15825384743697135,0.6305732484076433,0.08519601087201778,-0.080216316150858,base,quarterly_target_reset,0.0,50,since_incumbent_holdout_start,0.0,0.0
105,2024-08-09,2026-08-07,0.5287966002399298,1.3563760676733447,1.9218826614680395,0.2360212601428647,-0.15825384743697157,0.6571428571428571,0.08519601087201778,-0.080216316150858,base,quarterly_target_reset,0.0,50,trailing_2y,0.0,0.0
53,2025-08-08,2026-08-07,0.6875363817532016,0.7046035845885386,2.111492388856728,0.26534271619814376,-0.1582538474369718,0.660377358490566,0.08519601087201778,-0.080216316150858,base,quarterly_target_reset,0.0,50,trailing_1y,0.0,0.0
32,2026-01-02,2026-08-07,0.5432137058260516,0.30603406804820765,1.6459188290271827,0.28936583558806356,-0.15825384743697157,0.59375,0.0843270246604324,-0.080216316150858,base,quarterly_target_reset,0.0,50,ytd,0.0,0.0
188,2023-01-06,2026-08-07,0.4151493941087887,2.5092012741504246,1.7646901399861736,0.20974516894081108,-0.15730084944126566,0.6117021276595744,0.08222105636400467,-0.07420663776778835,base,quarterly_target_reset,0.05,50,full_recent,0.05624837310102675,0.019160892097873004
157,2023-08-11,2026-08-07,0.41767770097308254,1.8684512736490682,1.709054745958838,0.21871699734766953,-0.15730084944126566,0.6242038216560509,0.08222105636400467,-0.07420663776778835,base,quarterly_target_reset,0.05,50,since_incumbent_holdout_start,0.05624837310102675,0.020177451579248596
105,2024-08-09,2026-08-07,0.5410931212506984,1.3948033543899165,1.940447704168594,0.23819121313600783,-0.15730084944126532,0.6476190476190476,0.08222105636400467,-0.07420663776778835,base,quarterly_target_reset,0.05,50,trailing_2y,0.05624837310102675,0.02234928526493794
53,2025-08-08,2026-08-07,0.7239751806845942,0.7421264817690436,2.1981513735791016,0.2645981693070358,-0.1484957974243094,0.660377358490566,0.08222105636400467,-0.07420663776778835,base,quarterly_target_reset,0.05,50,trailing_1y,0.05624837310102675,0.029463662143440168
32,2026-01-02,2026-08-07,0.5820905110420542,0.3261843322301996,1.7349434408966682,0.28884978881209644,-0.14849579742430918,0.625,0.08163352832583604,-0.07420663776778835,base,quarterly_target_reset,0.05,50,ytd,0.05624837310102675,0.023618940545996562
188,2023-01-06,2026-08-07,0.41204712469391724,2.481468411724395,1.7427933220080936,0.21130580232996424,-0.1688592824729852,0.6329787234042553,0.08140156433428425,-0.07937996772999045,base,quarterly_target_reset,0.1,50,full_recent,0.11176166349478317,0.03628259864031706
157,2023-08-11,2026-08-07,0.4184727480907695,1.8733109239700534,1.69967978678924,0.22048949070414456,-0.1688592824729851,0.643312101910828,0.08140156433428425,-0.07937996772999045,base,quarterly_target_reset,0.1,50,since_incumbent_holdout_start,0.11176166349478317,0.03817771290436278
105,2024-08-09,2026-08-07,0.5530765800130955,1.4325542099336515,1.9496994375425043,0.24147146388121704,-0.16885928247298543,0.6666666666666666,0.08140156433428425,-0.07937996772999045,base,quarterly_target_reset,0.1,50,trailing_2y,0.11176166349478317,0.04218767254398383
53,2025-08-08,2026-08-07,0.7605114547206155,0.7797650712467048,2.274200429502651,0.26511596624884487,-0.13872125626567844,0.6792452830188679,0.08140156433428425,-0.0681868030027255,base,quarterly_target_reset,0.1,50,trailing_1y,0.11176166349478317,0.05530600481263529
32,2026-01-02,2026-08-07,0.6216520231314755,0.3464949188877804,1.81574927600335,0.2898275245265493,-0.13872125626567833,0.625,0.07897128526614261,-0.0681868030027255,base,quarterly_target_reset,0.1,50,ytd,0.11176166349478317,0.044656335122048814
188,2023-01-06,2026-08-07,0.4086969967687524,2.451698237300464,1.7129682149690613,0.21391797835880055,-0.1803411159873971,0.6276595744680851,0.08171539530198002,-0.08631469745801268,base,quarterly_target_reset,0.15,50,full_recent,0.16655418729516763,0.05137913739155597
157,2023-08-11,2026-08-07,0.41898053759195397,1.8764176189055166,1.68225461098888,0.22337319189159854,-0.1803411159873971,0.6369426751592356,0.08171539530198002,-0.08631469745801268,base,quarterly_target_reset,0.15,50,since_incumbent_holdout_start,0.16655418729516763,0.05402158191619209
105,2024-08-09,2026-08-07,0.5647433372467832,1.4695937226421418,1.950362138146101,0.2458014298349516,-0.180341115987397,0.6571428571428571,0.08171539530198002,-0.08631469745801268,base,quarterly_target_reset,0.15,50,trailing_2y,0.16655418729516763,0.05955792949352432
53,2025-08-08,2026-08-07,0.7971344905184385,0.8175081190889644,2.3389441141873246,0.2668591757080014,-0.12893018212056417,0.6792452830188679,0.08171539530198002,-0.06215678608740205,base,quarterly_target_reset,0.15,50,trailing_1y,0.16655418729516763,0.0776390638841119
32,2026-01-02,2026-08-07,0.6619057027729973,0.36696618402891334,1.8874809652586697,0.2922473482086928,-0.12893018212056417,0.625,0.08075415426052457,-0.06215678608740205,base,quarterly_target_reset,0.15,50,ytd,0.16655418729516763,0.06313585526542688
188,2023-01-06,2026-08-07,0.40510263429470106,2.4199629746512374,1.676332479256729,0.21752859186883491,-0.19174765060288157,0.6223404255319149,0.08797532547652653,-0.09330024469520837,base,quarterly_target_reset,0.2,50,full_recent,0.22063989126228567,0.06446185188858393
157,2023-08-11,2026-08-07,0.4192031776887779,1.8777804561297535,1.6577676897712814,0.22730810778258523,-0.1917476506028818,0.6369426751592356,0.08797532547652653,-0.09330024469520837,base,quarterly_target_reset,0.2,50,since_incumbent_holdout_start,0.22063989126228567,0.06772674415142241
105,2024-08-09,2026-08-07,0.5760896997863114,1.5058870679866732,1.9434026636930857,0.2511120442819465,-0.19174765060288157,0.6571428571428571,0.08797532547652653,-0.09330024469520837,base,quarterly_target_reset,0.2,50,trailing_2y,0.22063989126228567,0.07449847365760488
53,2025-08-08,2026-08-07,0.8338334927611073,0.8553442977067405,2.3921736355380365,0.26977640876365344,-0.11912253300678988,0.6792452830188679,0.08797532547652653,-0.061814520090558545,base,quarterly_target_reset,0.2,50,trailing_1y,0.22063989126228567,0.09656762158775199
32,2026-01-02,2026-08-07,0.7028590698022621,0.38759849327400864,1.9497429517807225,0.29603927557153015,-0.1191225330067901,0.65625,0.08797532547652653,-0.061814520090558545,base,quarterly_target_reset,0.2,50,ytd,0.22063989126228567,0.07907922819894359
188,2023-01-06,2026-08-07,0.4012675711010407,2.3863358434709006,1.6341644173029244,0.22207497936171863,-0.20308015853340156,0.6223404255319149,0.09516963629002584,-0.10033717007971787,base,quarterly_target_reset,0.25,50,full_recent,0.27403236463771063,0.07553952056116946
157,2023-08-11,2026-08-07,0.419142713213398,1.8774102948390454,1.6273886456018747,0.2322245401150898,-0.20308015853340222,0.6369426751592356,0.09516963629002584,-0.10033717007971787,base,quarterly_target_reset,0.25,50,since_incumbent_holdout_start,0.27403236463771063,0.0793079060788379
105,2024-08-09,2026-08-07,0.5871119217406999,1.5413995306306312,1.9299253683088031,0.2573291378917867,-0.20308015853340167,0.638095238095238,0.09516963629002584,-0.10033717007971787,base,quarterly_target_reset,0.25,50,trailing_2y,0.27403236463771063,0.08704358232143126
53,2025-08-08,2026-08-07,0.870597585276367,0.8932621871288184,2.434133342475122,0.273804431945441,-0.11365098170250076,0.6792452830188679,0.09516963629002584,-0.06513155884664024,base,quarterly_target_reset,0.25,50,trailing_1y,0.27403236463771063,0.1121896986600597
32,2026-01-02,2026-08-07,0.7445197048264305,0.4083922221832321,2.0025741431335087,0.3011189300246865,-0.11365098170250054,0.65625,0.09516963629002584,-0.06513155884664024,base,quarterly_target_reset,0.25,50,ytd,0.27403236463771063,0.09250628103262148
188,2023-01-06,2026-08-07,0.3971952553990832,2.350890934290942,1.5877881486490404,0.22748828628899678,-0.21433988435969786,0.6223404255319149,0.10233723629071956,-0.10742604252701837,base,quarterly_target_reset,0.3,50,full_recent,0.32674485052755337,0.08461845148279269
157,2023-08-11,2026-08-07,0.4188011291344167,1.8753197277573874,1.5923550103940163,0.23804680071503037,-0.21433988435969809,0.6369426751592356,0.10233723629071956,-0.10742604252701837,base,quarterly_target_reset,0.3,50,since_incumbent_holdout_start,0.32674485052755337,0.08877691132770398
105,2024-08-09,2026-08-07,0.5978062054147393,1.5760965266874911,1.9110761689165323,0.26437655053959286,-0.21433988435969809,0.6476190476190476,0.10233723629071956,-0.10742604252701837,base,quarterly_target_reset,0.3,50,trailing_2y,0.32674485052755337,0.0972235772462703
53,2025-08-08,2026-08-07,0.9074158121282183,0.931250276251423,2.4654454580477974,0.2788712868304217,-0.12197085044848455,0.6792452830188679,0.10233723629071956,-0.068393226286248,base,quarterly_target_reset,0.3,50,trailing_1y,0.32674485052755337,0.12459700211341863
32,2026-01-02,2026-08-07,0.7868952509086573,0.42934775659713287,2.0463790377595976,0.3073919821545206,-0.12197085044848477,0.65625,0.10233723629071956,-0.068393226286248,base,quarterly_target_reset,0.3,50,ytd,0.32674485052755337,0.10343498121312719
188,2023-01-06,2026-08-07,0.38835225582786936,2.274847760789136,1.4873856406954278,0.24062811908302684,-0.23664583430968888,0.601063829787234,0.11659289667910233,-0.12176194658196804,base,quarterly_target_reset,0.4,50,full_recent,0.4301811668899567,0.09679345728606567
157,2023-08-11,2026-08-07,0.41728226168925553,1.8660362367083696,1.5130615689642903,0.25209638226091124,-0.23664583430968888,0.6114649681528662,0.11659289667910233,-0.12176194658196804,base,quarterly_target_reset,0.4,50,since_incumbent_holdout_start,0.4301811668899567,0.10141210027066445
105,2024-08-09,2026-08-07,0.6181955120651916,1.6429065756741927,1.8616177955279865,0.2806628534681327,-0.23664583430968866,0.6285714285714286,0.11659289667910233,-0.12176194658196804,base,quarterly_target_reset,0.4,50,trailing_2y,0.4301811668899567,0.11059068385131945
53,2025-08-08,2026-08-07,0.9811704526433334,1.0073905608484766,2.4999039037062025,0.2918093501110416,-0.13988440114245837,0.660377358490566,0.11659289667910233,-0.07475590203788485,base,quarterly_target_reset,0.4,50,trailing_1y,0.4301811668899567,0.14010495874529855
32,2026-01-02,2026-08-07,0.8738219714027431,0.47174583884506527,2.109789080914233,0.32311736292454457,-0.1398844011424586,0.625,0.11659289667910233,-0.07475590203788485,base,quarterly_target_reset,0.4,50,ytd,0.4301811668899567,0.11786011266845325
188,2023-01-06,2026-08-07,0.41800008601656646,2.534825723542166,1.777818130179198,0.20927648950364605,-0.15825384743697157,0.6170212765957447,0.08519601087201778,-0.080216316150858,adverse,buy_and_drift,0.0,50,full_recent,0.0,0.0
157,2023-08-11,2026-08-07,0.4165932207977048,1.861831358300404,1.7096851524165342,0.21810245525612817,-0.15825384743697135,0.6305732484076433,0.08519601087201778,-0.080216316150858,adverse,buy_and_drift,0.0,50,since_incumbent_holdout_start,0.0,0.0
105,2024-08-09,2026-08-07,0.5287966002399298,1.3563760676733447,1.9218826614680395,0.2360212601428647,-0.15825384743697157,0.6571428571428571,0.08519601087201778,-0.080216316150858,adverse,buy_and_drift,0.0,50,trailing_2y,0.0,0.0
53,2025-08-08,2026-08-07,0.6875363817532016,0.7046035845885386,2.111492388856728,0.26534271619814376,-0.1582538474369718,0.660377358490566,0.08519601087201778,-0.080216316150858,adverse,buy_and_drift,0.0,50,trailing_1y,0.0,0.0
32,2026-01-02,2026-08-07,0.5432137058260516,0.30603406804820765,1.6459188290271827,0.28936583558806356,-0.15825384743697157,0.59375,0.0843270246604324,-0.080216316150858,adverse,buy_and_drift,0.0,50,ytd,0.0,0.0
188,2023-01-06,2026-08-07,0.40798937226479204,2.4454337244841793,1.7442077689309028,0.20921542981624214,-0.1545183154962888,0.6170212765957447,0.08389418409994787,-0.07791571864171865,adverse,buy_and_drift,0.05,50,full_recent,0.025352189043254272,0.0
157,2023-08-11,2026-08-07,0.41576962402875894,1.8568107669440983,1.7062115634699189,0.21822071532064033,-0.1545183154962888,0.6305732484076433,0.08389418409994787,-0.07791571864171865,adverse,buy_and_drift,0.05,50,since_incumbent_holdout_start,0.025352189043254272,0.0
105,2024-08-09,2026-08-07,0.5327124115327149,1.3685791385765,1.9269243114055068,0.2368432720427674,-0.1545183154962887,0.6571428571428571,0.08389418409994787,-0.07791571864171865,adverse,buy_and_drift,0.05,50,trailing_2y,0.025352189043254272,0.0
53,2025-08-08,2026-08-07,0.7005716277712519,0.7180248722577722,2.1429908971091822,0.2650255082712189,-0.15451831549628892,0.6792452830188679,0.08389418409994787,-0.07791571864171865,adverse,buy_and_drift,0.05,50,trailing_1y,0.025352189043254272,0.0
32,2026-01-02,2026-08-07,0.5592014358580701,0.3143440461928677,1.6822600748154226,0.2892549958829047,-0.1545183154962888,0.625,0.08311351341365669,-0.07791571864171865,adverse,buy_and_drift,0.05,50,ytd,0.025352189043254272,0.0
188,2023-01-06,2026-08-07,0.3977889661694789,2.356041725426205,1.7067763029707221,0.20956018342149157,-0.1555903154332976,0.6117021276595744,0.08250550323089567,-0.0754590514226764,adverse,buy_and_drift,0.1,50,full_recent,0.05205494702723561,0.0
157,2023-08-11,2026-08-07,0.4149042296426986,1.8515417302565735,1.7010587177393968,0.2185666992938265,-0.15559031543329782,0.6242038216560509,0.08250550323089567,-0.0754590514226764,adverse,buy_and_drift,0.1,50,since_incumbent_holdout_start,0.05205494702723561,0.0
105,2024-08-09,2026-08-07,0.5368697500650272,1.3815697169028698,1.9307589551436573,0.23792009589327748,-0.1555903154332977,0.6476190476190476,0.08250550323089567,-0.0754590514226764,adverse,buy_and_drift,0.1,50,trailing_2y,0.05205494702723561,0.0
53,2025-08-08,2026-08-07,0.7145229798645238,0.7323915883330798,2.1748252463616495,0.26492352644766215,-0.1505293696559563,0.660377358490566,0.08250550323089567,-0.0754590514226764,adverse,buy_and_drift,0.1,50,trailing_1y,0.05205494702723561,0.0
32,2026-01-02,2026-08-07,0.5763321661642382,0.3232118363567147,1.7193856137625991,0.2894269621659426,-0.1505293696559563,0.625,0.08183447248840303,-0.0754590514226764,adverse,buy_and_drift,0.1,50,ytd,0.05205494702723561,0.0
188,2023-01-06,2026-08-07,0.3873900734221629,2.266649726368232,1.6654104373590735,0.21035493228624866,-0.1610202138932334,0.6170212765957447,0.08121420474843144,-0.07480109748833508,adverse,buy_and_drift,0.15,50,full_recent,0.08021914906950195,0.0
157,2023-08-11,2026-08-07,0.41399377152901873,1.846005338790898,1.6939614436819281,0.21918193655090118,-0.1610202138932334,0.6305732484076433,0.08121420474843144,-0.07480109748833508,adverse,buy_and_drift,0.15,50,since_incumbent_holdout_start,0.08021914906950195,0.0
105,2024-08-09,2026-08-07,0.5412917246175653,1.3954265753619244,1.9331593184523914,0.23929309977963,-0.1610202138932333,0.6476190476190476,0.08121420474843144,-0.07480109748833508,adverse,buy_and_drift,0.15,50,trailing_2y,0.08021914906950195,0.0
53,2025-08-08,2026-08-07,0.7294905501061315,0.7478072772172464,2.2067842122756827,0.26507880502929915,-0.14626031759726987,0.660377358490566,0.08121420474843144,-0.07282987552790299,adverse,buy_and_drift,0.15,50,trailing_1y,0.08021914906950195,0.0
32,2026-01-02,2026-08-07,0.594732305327401,0.3326955542390291,1.7571285427272234,0.28993268134263706,-0.14626031759726954,0.625,0.08048444668438326,-0.07282987552790299,adverse,buy_and_drift,0.15,50,ytd,0.08021914906950195,0.0
188,2023-01-06,2026-08-07,0.376783237563882,2.1772577273102383,1.6200480075918993,0.21164879091031175,-0.16680175841095501,0.6223404255319149,0.08137875298271058,-0.07828213991523847,adverse,buy_and_drift,0.2,50,full_recent,0.109968148152808,0.0
157,2023-08-11,2026-08-07,0.4130346340248279,1.8401807141898057,1.6846292696253269,0.22011499163848616,-0.1668017584109548,0.6369426751592356,0.08137875298271058,-0.07828213991523847,adverse,buy_and_drift,0.2,50,since_incumbent_holdout_start,0.109968148152808,0.0
105,2024-08-09,2026-08-07,0.5460044959594463,1.410239354999817,1.933873057661733,0.24101040359813158,-0.16680175841095435,0.6571428571428571,0.08137875298271058,-0.07828213991523847,adverse,buy_and_drift,0.2,50,trailing_2y,0.109968148152808,0.0
53,2025-08-08,2026-08-07,0.7455895918693134,0.7643911766320695,2.238604514897706,0.26554080835218763,-0.14168058189223653,0.660377358490566,0.08137875298271058,-0.07000935927404128,adverse,buy_and_drift,0.2,50,trailing_1y,0.109968148152808,0.0
32,2026-01-02,2026-08-07,0.6145475168880188,0.3428616790429293,1.795276732339999,0.2908313559573588,-0.14168058189223676,0.625,0.07905735800817282,-0.07000935927404128,adverse,buy_and_drift,0.2,50,ytd,0.109968148152808,0.0
188,2023-01-06,2026-08-07,0.3659582698795316,2.0878657282522624,1.5706891489167432,0.2134964165197373,-0.17297025156773893,0.6170212765957447,0.0815549244885172,-0.08202042831695833,adverse,buy_and_drift,0.25,50,full_recent,0.14143958126146697,0.0
157,2023-08-11,2026-08-07,0.4120228038423275,1.8340447460754317,1.672749313513794,0.2214226372203532,-0.17297025156773904,0.643312101910828,0.0815549244885172,-0.08202042831695833,adverse,buy_and_drift,0.25,50,since_incumbent_holdout_start,0.14143958126146697,0.0
105,2024-08-09,2026-08-07,0.5510377990852289,1.42611050655379,1.9326235490096273,0.24312804059307425,-0.17297025156773893,0.6666666666666666,0.0815549244885172,-0.08202042831695833,adverse,buy_and_drift,0.25,50,trailing_2y,0.14143958126146697,0.0
53,2025-08-08,2026-08-07,0.76295347537342,0.7822813078312885,2.269964153727612,0.26636773297750693,-0.13675496645657448,0.6792452830188679,0.0815549244885172,-0.0669758264915078,adverse,buy_and_drift,0.25,50,trailing_1y,0.14143958126146697,0.0
