candidate,state,n_weeks,ann_return,ann_vol,sharpe,max_drawdown,avg_BIL,avg_SPY,avg_DBA,avg_TLT,usefulness_flag
improved_phaseggg_confirmed_only_robust_offense,calm_trend,295,0.034451052509122615,0.08348539562969073,0.44788574473295545,-0.13811609423754223,0.0,0.030508474576271188,0.03220338983050847,0.06694915254237288,MIXED
improved_phaseggg_confirmed_only_robust_offense,neutral_mixed,493,0.09614253708424303,0.08425500024416252,1.1328031578134854,-0.11313808244065582,0.02332657200811359,0.032454361054766734,0.014705882352941176,0.14046653144016227,USEFUL
improved_phaseggg_confirmed_only_robust_offense,recovery_confirmed,44,-0.021096396304995713,0.06727213240477838,-0.2831271826630088,-0.06768524684535915,0.0,0.005681818181818182,0.045454545454545456,0.18181818181818182,HARMFUL
improved_phaseggg_confirmed_only_robust_offense,recovery_fragile,49,0.018832461077357365,0.06279477031770604,0.3286579856317798,-0.053892303686809084,0.0,0.01020408163265306,0.025510204081632654,0.14285714285714285,MIXED
improved_phaseggg_confirmed_only_robust_offense,stressed_panic,229,0.05488938061353821,0.14055278567171536,0.4507658342520045,-0.19382314805262624,0.0,0.007641921397379912,0.04148471615720524,0.14956331877729256,MIXED
