annual_return,annual_volatility,sharpe,max_drawdown,calmar,cvar_5,average_turnover,annual_cost_drag,average_bil_exposure,average_risky_exposure,average_number_of_etfs_held,average_top3_weight,top_quintile_hit_rate,active_weeks,strategy_name,model_name,loss_kind,seed,allocation_method,wrapper,split,cost_bps,rank_ic,comparison_label,category
,,1.276038782680625,-0.14563007572051745,,-0.04166140782620685,,,,,,,,,mlx5c_bil_fallback_mean_summary,,,,,,holdout,,,mlx5c_bil_fallback_mean_summary,benchmark_summary_only
0.010237770882291386,0.00812329427595256,1.2602979203398212,-0.043443680417858066,0.23565615951090144,-0.002401926061349994,0.24372542761082155,0.012673722235762724,0.397352792409284,0.6026472075907161,9.97289156626506,0.8875241290990766,0.12804878048780488,332.0,decision_risk_aware_mlp_seed1__top10_inverse_vol__raw_ml,decision_risk_aware_mlp_seed1,decision_risk_aware,1.0,top10_inverse_vol,raw_ml,holdout,10.0,-0.07846361332122236,decision_risk_aware_mlp_seed1__top10_inverse_vol__raw_ml,decision_focused
0.010237770882291386,0.00812329427595256,1.2602979203398212,-0.043443680417858066,0.23565615951090144,-0.002401926061349994,0.24372542761082155,0.012673722235762724,0.397352792409284,0.6026472075907161,9.97289156626506,0.8875241290990766,0.12804878048780488,332.0,decision_risk_aware_mlp_seed1__top10_inverse_vol__vol_target_10pct,decision_risk_aware_mlp_seed1,decision_risk_aware,1.0,top10_inverse_vol,vol_target_10pct,holdout,10.0,-0.07846361332122236,decision_risk_aware_mlp_seed1__top10_inverse_vol__vol_target_10pct,decision_focused
0.09640932857027051,0.09006811457832387,1.0704046489885417,-0.12438730493510075,0.7750736992056562,-0.027214076194124446,0.0843634101391389,0.004386897327234533,,,,,,328.0,phase4b,,,,,,holdout,,,phase4b,benchmark
0.09573288700028493,0.09468597657863004,1.0110566575905304,-0.13831359201362692,0.6921437409481285,-0.02915191897237595,0.0786404938202689,0.004089305678653472,,,,,,328.0,phase7,,,,,,holdout,,,phase7,benchmark
0.09568953337118158,0.09474362643889185,1.0099838582060168,-0.1376773422974955,0.6950274589439273,-0.029199686794691666,0.07878569386568358,0.004096856081015059,,,,,,328.0,phase6,,,,,,holdout,,,phase6,benchmark
0.08614393815980659,0.08572568671779661,1.0048789511991527,-0.13238013204375465,0.6507316228641776,-0.026907693741546262,0.03860716504941004,0.0030797793114796324,0.018429878048780487,,15.628048780487806,,,328.0,mlx9_ensemble,,,,,,holdout,,,mlx9_ensemble,benchmark
0.11155601308531904,0.11304410988034971,0.9868361403649802,-0.1313027582802323,0.8496090603613302,-0.0328814904108678,0.3056132883761278,0.015891890995556792,0.25150602409638556,,15.533132530120483,,,332.0,mlx6_transformer,,,,,,holdout,,,mlx6_transformer,benchmark
0.11655065433061385,0.12084122760840889,0.9644941270234458,-0.11341231663787932,1.0276719300493182,-0.03627059595287643,0.34174415822115034,0.017770696227497954,0.25150602409638556,,10.548192771084338,,,332.0,mlx5_sequence,,,,,,holdout,,,mlx5_sequence,benchmark
0.08040069214115908,0.0852674107394025,0.9429240485193426,-0.13674121541523354,0.5879770184652177,-0.027149708992946112,0.05645382318178438,0.002935598805452295,,,,,,328.0,official_shadow,,,,,,holdout,,,official_shadow,benchmark
0.0806746221962884,0.08604358919273446,0.937601777810317,-0.139754039463866,0.5772614695487723,-0.0272982669707991,0.05597522886750206,0.0029107119011096342,,,,,,328.0,production,,,,,,holdout,,,production,benchmark
0.18030392323580813,0.19887825343562715,0.9066045186995211,-0.2939825671554346,0.6133150172148737,-0.06094876356286421,0.43731969439066304,0.022740624108312044,,,9.96987951807229,,,332.0,mlx4_mlp,,,,,,holdout,,,mlx4_mlp,benchmark
0.22211623073057285,0.2557121267030421,0.8686182919612409,-0.4349648719127598,0.510653262075661,-0.07832213606960779,0.4696704970258159,0.024422865845341212,0.0,,2.9909638554216866,,,332.0,simple_momentum,,,,,,holdout,,,simple_momentum,benchmark
0.16848819903090573,0.2078376432363644,0.8106721978140008,-0.37549676421397293,0.44870745926027333,-0.06523533863291693,0.6193395087666357,0.03220565445586242,,,9.96987951807229,,,332.0,mlx3_tabular,,,,,,holdout,,,mlx3_tabular,benchmark
