version_name,rolling_windows,rolling_avg_raw_composite,rolling_median_raw_composite,rolling_avg_sharpe,rolling_avg_ann_return
improved_phase2b_regime_confidence_boost,15,0.5732330396866556,0.48561101714030536,0.8156749189446502,0.061084726976640615
improved_phase2b_combo_abc,15,0.5744858397371243,0.49280103524357666,0.8152959751973454,0.06087840615669989
improved_phaseh_refined_state_allocator,15,0.5935910144062724,0.5832374193284993,0.8363362760316716,0.06770529996919142
improved_phasen_distributional_tail_allocator,15,0.609064389105275,0.6493233564890524,0.8756814713387006,0.06297251556413176
improved_phaseo_tail_priority_allocator,15,0.6005249697753418,0.6506280104966747,0.8703282203578852,0.0617781573079448
improved_phasep_regret_aware_meta_allocator,15,0.6002231667411702,0.6245307025864273,0.8692251640900491,0.062371207972977995
improved_phaseh_refined_panel_blend,15,0.590755599211338,0.5769405448484888,0.8274105507718722,0.06595347689391227
improved_phaseq_abstention_aware_meta_allocator,15,0.5752127973380999,0.655054879317389,0.9458520192055756,0.05254406629295794
improved_phaseq_regime_bucket_meta_allocator,15,0.5939136632548447,0.5395813970188659,0.8860282534300857,0.06197397088677397
improved_phaseq_abstention_regime_regret_meta_allocator,15,0.5952538910496331,0.5225701838555175,0.896849936285803,0.061551529680313084
