date,original_gross,before_max_single_issuer_weight,before_max_single_exchange_traded_weight,before_max_total_exchange_traded_weight,before_max_look_through_sector_weight,before_invested_weight,after_max_single_issuer_weight,after_max_single_exchange_traded_weight,after_max_total_exchange_traded_weight,after_max_look_through_sector_weight,after_invested_weight,cash_released,names_capped
2005-01-07,0.9,0.0,0.9,0.9,0.9,0.9,0.0,0.25,0.25,0.25,0.25,0.65,1
2005-01-14,0.9,0.0,0.9,0.9,0.9,0.9,0.0,0.25,0.25,0.25,0.25,0.65,1
2005-01-21,0.9,0.0,0.9,0.9,0.9,0.9,0.0,0.25,0.25,0.25,0.25,0.65,1
2005-01-28,0.9,0.0,0.9,0.9,0.9,0.9,0.0,0.25,0.25,0.25,0.25,0.65,1
2005-02-04,0.9,0.0,0.9,0.9,0.9,0.9,0.0,0.25,0.25,0.25,0.25,0.65,1
2005-02-11,0.9,0.0,0.9,0.9,0.9,0.9,0.0,0.25,0.25,0.25,0.25,0.65,1
2005-02-18,0.9,0.0,0.9,0.9,0.9,0.9,0.0,0.25,0.25,0.25,0.25,0.65,1
2005-02-25,1.0,0.0,0.9,1.0,0.9,1.0,0.0,0.25,0.35,0.25,0.35,0.65,1
2005-03-04,1.0,0.0,0.9,1.0,0.9,1.0,0.0,0.25,0.35,0.25,0.35,0.65,1
2005-03-11,1.0,0.0,0.9,1.0,0.9,1.0,0.0,0.25,0.35,0.25,0.35,0.65,1
2005-03-18,1.0,0.0,0.9,1.0,0.9,1.0,0.0,0.25,0.35,0.25,0.35,0.65,1
2005-03-25,1.0,0.0,0.9,1.0,0.9,1.0,0.0,0.25,0.35,0.25,0.35,0.65,1
2005-04-01,1.0,0.0,0.9,1.0,0.9,1.0,0.0,0.25,0.35,0.25,0.35,0.65,1
2005-04-08,1.0,0.0,0.9,1.0,0.9,1.0,0.0,0.25,0.35,0.25,0.35,0.65,1
2005-04-15,1.0,0.0,0.9,1.0,0.9,1.0,0.0,0.25,0.35,0.25,0.35,0.65,1
2005-04-22,1.0,0.0,0.9,1.0,0.9,1.0,0.0,0.25,0.35,0.25,0.35,0.65,1
2005-04-29,1.0,0.0,0.9,1.0,0.9,1.0,0.0,0.25,0.35,0.25,0.35,0.65,1
2005-05-06,1.0,0.0,0.9,1.0,0.9,1.0,0.0,0.25,0.35,0.25,0.35,0.65,1
2005-05-13,1.0,0.0,0.9,1.0,0.9,1.0,0.0,0.25,0.35,0.25,0.35,0.65,1
2005-05-20,1.0,0.0,0.9,1.0,0.9,1.0,0.0,0.25,0.35,0.25,0.35,0.65,1
2005-05-27,1.0,0.0,0.9,1.0,0.9550000000000001,1.0,0.0,0.25,0.35,0.305,0.35,0.65,1
2005-06-03,1.0,0.0,0.9,1.0,0.9550000000000001,1.0,0.0,0.25,0.35,0.305,0.35,0.65,1
2005-06-10,1.0,0.0,0.9,1.0,0.9550000000000001,1.0,0.0,0.25,0.35,0.305,0.35,0.65,1
2005-06-17,1.0,0.0,0.9,1.0,0.9550000000000001,1.0,0.0,0.25,0.35,0.305,0.35,0.65,1
2005-06-24,1.0,0.0,0.9,1.0,0.9,1.0,0.0,0.25,0.35,0.25,0.35,0.65,1
2005-07-01,1.0,0.0,0.9,1.0,0.9,1.0,0.0,0.25,0.35,0.25,0.35,0.65,1
2005-07-08,1.0,0.0,0.9,1.0,0.9,1.0,0.0,0.25,0.35,0.25,0.35,0.65,1
2005-07-15,1.0,0.0,0.9,1.0,0.9,1.0,0.0,0.25,0.35,0.25,0.35,0.65,1
2005-07-22,1.0,0.0,0.9,1.0,0.9,1.0,0.0,0.25,0.35,0.25,0.35,0.65,1
2005-07-29,1.0,0.0,0.6,1.0,0.6599999999999999,1.0,0.0,0.25,0.5,0.2875,0.5,0.5,2
2005-08-05,1.0,0.0,0.6,1.0,0.6599999999999999,1.0,0.0,0.25,0.5,0.2875,0.5,0.5,2
2005-08-12,1.0,0.0,0.6,1.0,0.6599999999999999,1.0,0.0,0.25,0.5,0.2875,0.5,0.5,2
2005-08-19,1.0,0.0,0.6,1.0,0.6599999999999999,1.0,0.0,0.25,0.5,0.2875,0.5,0.5,2
2005-08-26,1.0,0.0,0.9,1.0,0.922,1.0,0.0,0.25,0.35,0.272,0.35,0.65,1
2005-09-02,1.0,0.0,0.9,1.0,0.922,1.0,0.0,0.25,0.35,0.272,0.35,0.65,1
