name,state,n_weeks,ann_return,sharpe,avg_BIL,avg_SPY,avg_offense,avg_defense,avg_cash,avg_composite_bucket,bucket_offense,bucket_defense,bucket_composite,bucket_cash,ann_return_delta_vs_prod,sharpe_delta_vs_prod
improved_phase2b_regime_confidence_boost,calm_trend,295,0.039271310846719365,0.42482057382356136,0.06848068479538143,0.09618626161545958,0.6927430908894723,0.23877622431514572,0.06848068479538143,0.31097656350895186,0.4860551496231372,0.16945186108466728,0.31097656350895186,0.033516425783243604,0.0,0.0
improved_phase2b_regime_confidence_boost,neutral_healthy_proxy,293,0.0977527898006793,1.2446353828005612,0.21306891728727764,0.08628317246103223,0.5263438401479297,0.26058724256479227,0.21306891728727764,0.2748308920328668,0.4253970555563971,0.15053865180273343,0.2748308920328668,0.14923340060800244,0.0,0.0
improved_phase2b_regime_confidence_boost,neutral_mixed,200,0.12228047650979453,1.7313175611775662,0.3859881889121024,0.06482284412769075,0.3827083017667637,0.23130350932113344,0.3859881889121024,0.21126220643528348,0.34552910137255316,0.11154105320324462,0.21126220643528348,0.3316676389889186,0.0,0.0
improved_phase2b_regime_confidence_boost,recovery_confirmed,44,0.028077843703231305,0.41785488392283765,0.12567720750750142,0.05956006771272775,0.47173555146715745,0.40258724102534066,0.12567720750750142,0.3310716607801548,0.42720297040177857,0.17788775316154726,0.3310716607801548,0.06383761565651912,0.0,0.0
improved_phase2b_regime_confidence_boost,recovery_fragile,49,0.06883008890469657,1.3132199192284053,0.21821790033286736,0.06231161074691929,0.45575818827943004,0.3260239113877022,0.21821790033286736,0.2789790554315232,0.45843794814584216,0.1390698256782358,0.2789790554315232,0.12351317074439862,0.0,0.0
improved_phase2b_regime_confidence_boost,stressed_panic,229,0.03544786173244997,0.5237400843528168,0.6074136983844914,0.027539553880161514,0.21406535671666055,0.17852094489884762,0.6074136983844914,0.17259945067106483,0.2419112275012731,0.07616459990740157,0.17259945067106483,0.5093247219202602,0.0,0.0
improved_phase2b_combo_abc,calm_trend,295,0.0393359846513332,0.4259144716685569,0.06990173480219289,0.09607055754669304,0.6916982092094035,0.23840005598840308,0.06990173480219289,0.3106204737215011,0.4852636671881657,0.16917476156035796,0.3106204737215011,0.03494109752997501,6.46738046138351e-05,0.0010938978449955283
improved_phase2b_combo_abc,neutral_healthy_proxy,293,0.09757552650762244,1.2383847718184346,0.21322013774046078,0.0864650857822243,0.5269992379804671,0.2597806242790716,0.21322013774046078,0.27467601693879545,0.4253083045265352,0.15063090490054867,0.27467601693879545,0.1493847736341205,-0.0001772632930568535,-0.0062506109821265365
improved_phase2b_combo_abc,neutral_mixed,200,0.12050164723070057,1.7316543841479537,0.38994495418094766,0.06445284024365647,0.380229741742901,0.229825304076151,0.38994495418094766,0.20970519646284097,0.3431592965185077,0.11104583341883184,0.20970519646284097,0.33608967359981934,-0.001778829279093952,0.00033682297038750697
improved_phase2b_combo_abc,recovery_confirmed,44,0.027560572738271363,0.40818488135160086,0.12590614593470717,0.05965863127720259,0.4720203265296936,0.40207352753559883,0.12590614593470717,0.33167395728986526,0.4267179649725545,0.17787439077091516,0.33167395728986526,0.0637336869666649,-0.000517270964959942,-0.009670002571236791
improved_phase2b_combo_abc,recovery_fragile,49,0.06690655260773279,1.2827742936975264,0.2287865209713577,0.062063848067573854,0.4519672996314665,0.31924617939717537,0.2287865209713577,0.27470801973963593,0.4528004287364051,0.13787432513833636,0.27470801973963593,0.1346172263856224,-0.0019235362969637765,-0.030445625530878928
improved_phase2b_combo_abc,stressed_panic,229,0.03599464638205391,0.5400597811738247,0.6075517876328324,0.027545691915702934,0.21398755415587595,0.17846065821129156,0.6075517876328324,0.172517080932012,0.2418442928848379,0.07612100785955561,0.172517080932012,0.5095176183235942,0.0005467846496039347,0.016319696821007867
improved_phasett_recovery_two_stage_bucket,calm_trend,295,0.038551702956998966,0.414399386034796,0.06921311341100478,0.0960758072709892,0.6944401636798936,0.2363467229091011,0.06921311341100478,0.30790756950768094,0.48985923165771894,0.16709387968901565,0.30790756950768094,0.035139319145584325,-0.0007196078897203986,-0.010421187788765385
improved_phasett_recovery_two_stage_bucket,neutral_healthy_proxy,293,0.09990297663124427,1.262031603769651,0.21381868699791529,0.08994258763478188,0.533080850008162,0.2531004629939222,0.21381868699791529,0.24730742662447117,0.43775368449816293,0.15793992009629443,0.24730742662447117,0.15699896878107125,0.0021501868305649763,0.01739622096908988
improved_phasett_recovery_two_stage_bucket,neutral_mixed,200,0.12207222740050061,1.7183739038039578,0.3858152018183903,0.06584698451004758,0.38472275103335507,0.22946204714825427,0.3858152018183903,0.20529032228722477,0.345117199335464,0.11666645657294561,0.20529032228722477,0.3329260218043655,-0.00020824910929391482,-0.012943657373608364
improved_phasett_recovery_two_stage_bucket,recovery_confirmed,44,0.03397898380995728,0.48516798272000905,0.10826933583882555,0.0742493837375198,0.49059268187966387,0.40113798228151026,0.10826933583882555,0.2311738539626152,0.5143920408894425,0.18914010099062348,0.2311738539626152,0.06529400415731872,0.0059011401067259744,0.0673130987971714
improved_phasett_recovery_two_stage_bucket,recovery_fragile,49,0.07771413801342508,1.4541296762580584,0.21584466752502793,0.07287837184038055,0.47207824687100014,0.31207708560397146,0.21584466752502793,0.2368426911058889,0.4400706321343868,0.19559568240010883,0.2368426911058889,0.12749099435961536,0.008884049108728517,0.14090975702965314
improved_phasett_recovery_two_stage_bucket,stressed_panic,229,0.03505353540753568,0.5144116964974362,0.6077673928633668,0.02791312200959811,0.21435590888596845,0.17787669825066438,0.6077673928633668,0.17269418503007983,0.2392090114778897,0.07826913508380574,0.17269418503007983,0.5098276684082245,-0.0003943263249142903,-0.009328387855380593
improved_phaseuu_tt1_budget_aware_lighter_both,calm_trend,295,0.03856571434232481,0.4145448362406619,0.06913515128420558,0.09608289412738968,0.6944975915024053,0.23636725721338864,0.06913515128420558,0.30793010455641684,0.48990605069593307,0.16710839983077982,0.30793010455641684,0.0350554449168702,-0.0007055965043945567,-0.010275737582899458
