method_name,risk_state,ann_return,ann_vol,sharpe,hit_rate,observations
baseline_hrp_default,calm,0.03616314928848485,0.0839696635907892,0.4306692172153904,0.5736677115987461,319
baseline_hrp_default,neutral,0.06826608628312925,0.05346029343648789,1.2769493374410859,0.5597920277296361,577
baseline_hrp_default,stressed,0.025240349839460663,0.053232963023012655,0.4741488808081045,0.5607476635514018,214
improved_hrp_selective,calm,0.038506495239830185,0.0850588735403823,0.452704034712486,0.5611285266457681,319
improved_hrp_selective,neutral,0.0866522069751865,0.06554417065363967,1.3220429232843562,0.5424610051993067,577
improved_hrp_selective,stressed,0.03406685488762928,0.06721571918603389,0.5068286897792758,0.5560747663551402,214
improved_hrp_recovery_tilt,calm,0.04492521075918243,0.09126506447796102,0.49224981120822103,0.5579937304075235,319
improved_hrp_recovery_tilt,neutral,0.08987971855768628,0.06837934075274717,1.3144279773430738,0.5407279029462738,577
improved_hrp_recovery_tilt,stressed,0.0339882973143526,0.06855001479914635,0.4958175051302229,0.5560747663551402,214
improved_hrp_recovery_concentrated,calm,0.04592669792761428,0.09133013582556959,0.5028646624957305,0.5579937304075235,319
improved_hrp_recovery_concentrated,neutral,0.08790903805718497,0.06845968828308474,1.2840993037198192,0.5355285961871751,577
improved_hrp_recovery_concentrated,stressed,0.034689015873171636,0.06594854809583967,0.5260012066188304,0.5700934579439252,214
baseline_max_div_default,calm,0.03869934256177632,0.08278905321717057,0.4674451640395136,0.5642633228840125,319
baseline_max_div_default,neutral,0.06667918834899078,0.05388923737022896,1.2373377617295362,0.5528596187175043,577
baseline_max_div_default,stressed,0.024728956205239072,0.055287636886245724,0.44727822706763326,0.5654205607476636,214
improved_max_div_selective,calm,0.040662409456695636,0.08392214679154318,0.4845253727564698,0.567398119122257,319
improved_max_div_selective,neutral,0.08659214481123145,0.06643137968347122,1.3034825593540462,0.5511265164644714,577
improved_max_div_selective,stressed,0.030946829212793014,0.0700094086785188,0.44203814597120744,0.5654205607476636,214
improved_max_div_recovery_tilt,calm,0.047119833205277795,0.09008061974212166,0.523085135739187,0.567398119122257,319
improved_max_div_recovery_tilt,neutral,0.0896552098966712,0.06935161105320338,1.2927631894216822,0.5493934142114385,577
improved_max_div_recovery_tilt,stressed,0.03163078869814373,0.0714886323230521,0.4424589990084916,0.5654205607476636,214
improved_inverse_vol_recovery_tilt,calm,0.045515720979171004,0.09321298948788348,0.48829804975933616,0.5611285266457681,319
improved_inverse_vol_recovery_tilt,neutral,0.0920728348354869,0.07066998663337676,1.3028562650385698,0.5424610051993067,577
improved_inverse_vol_recovery_tilt,stressed,0.028750246026793658,0.07333786076603238,0.3920246067514121,0.5607476635514018,214
improved_herc_recovery_tilt,calm,0.04414646157345392,0.0936500532489865,0.47139814705798566,0.5454545454545454,319
improved_herc_recovery_tilt,neutral,0.09005506514859318,0.07050725350447362,1.2772453991968256,0.5493934142114385,577
improved_herc_recovery_tilt,stressed,0.0297796138013382,0.0748631828869055,0.3977871719176801,0.5654205607476636,214
improved_hrp_recovery_split,calm,0.044976079814493364,0.09126865570403654,0.49278779738293227,0.5579937304075235,319
improved_hrp_recovery_split,neutral,0.08983243800482676,0.06841444560536895,1.3130624272394453,0.5407279029462738,577
improved_hrp_recovery_split,stressed,0.033939461662022774,0.06851762235933573,0.49533916229652153,0.5560747663551402,214
improved_hrp_recovery_split_confirmed_offense,calm,0.045958337184328624,0.09181993996395872,0.5005267614242424,0.5579937304075235,319
improved_hrp_recovery_split_confirmed_offense,neutral,0.08985752816544479,0.06877960815232412,1.3064559479088633,0.5407279029462738,577
improved_hrp_recovery_split_confirmed_offense,stressed,0.0338814494996309,0.06849048105908072,0.49468844393725825,0.5560747663551402,214
improved_hrp_recovery_split_confirmed_offense_neutral_ease,calm,0.04605003945682107,0.0921200223871931,0.4998917527751614,0.554858934169279,319
improved_hrp_recovery_split_confirmed_offense_neutral_ease,neutral,0.09168890044497169,0.07036125543803697,1.3031163226715978,0.5407279029462738,577
improved_hrp_recovery_split_confirmed_offense_neutral_ease,stressed,0.03408612087645624,0.06877013594773468,0.4956529517749056,0.5560747663551402,214
improved_hrp_neutral_ease,calm,0.04501598845583232,0.09156671218929589,0.4916195785513272,0.554858934169279,319
improved_hrp_neutral_ease,neutral,0.09172242262791519,0.0699669933815377,1.3109384610503805,0.5407279029462738,577
improved_hrp_neutral_ease,stressed,0.03419390869683503,0.06882888463757264,0.49679591463507594,0.5560747663551402,214
improved_hrp_fragile_participation,calm,0.04488271380588538,0.09126372279970116,0.4917913978195983,0.5579937304075235,319
improved_hrp_fragile_participation,neutral,0.08993466137720385,0.0685226373846672,1.3124810253921702,0.5424610051993067,577
improved_hrp_fragile_participation,stressed,0.03409886650409666,0.06861723948557023,0.49694314081620017,0.5560747663551402,214
improved_hrp_beta_participation,calm,0.04723607663068674,0.09379750727028177,0.5035962895535576,0.5768025078369906,319
improved_hrp_beta_participation,neutral,0.09319447798006708,0.06995052189002957,1.3322913891418815,0.5771230502599654,577
improved_hrp_beta_participation,stressed,0.03391984251450797,0.06855006672190612,0.49481851931835413,0.5560747663551402,214
improved_hrp_neutral_fragile_combo,calm,0.044971991799043654,0.09156525160940816,0.4911469253738485,0.554858934169279,319
improved_hrp_neutral_fragile_combo,neutral,0.0917809911115246,0.07010588791802791,1.3091766446042385,0.5424610051993067,577
improved_hrp_neutral_fragile_combo,stressed,0.03430492539470298,0.06889559099183296,0.49792628092514024,0.5560747663551402,214
improved_hrp_strength_weighted_selective,calm,0.04209213528818734,0.09358286529064423,0.4497846390731896,0.5579937304075235,319
improved_hrp_strength_weighted_selective,neutral,0.09102081375797333,0.07040148643467257,1.2928819882579323,0.5355285961871751,577
improved_hrp_strength_weighted_selective,stressed,0.032528046743270034,0.06926257128415204,0.4696338316667832,0.5467289719626168,214
improved_hrp_good_state_offense,calm,0.04585810471550844,0.09235366782753791,0.4965488192753133,0.554858934169279,319
improved_hrp_good_state_offense,neutral,0.0931074419138811,0.07130102707327786,1.305835914792535,0.5389948006932409,577
improved_hrp_good_state_offense,stressed,0.034357632390731974,0.06906260205125721,0.4974853447489897,0.5560747663551402,214
improved_hrp_layer3_expression_relax,calm,0.04518233580352282,0.09257219631838982,0.48807674010589697,0.5517241379310345,319
improved_hrp_layer3_expression_relax,neutral,0.09201892125750777,0.0705047359919635,1.3051452496467268,0.5389948006932409,577
improved_hrp_layer3_expression_relax,stressed,0.03410568394246294,0.06999345484758537,0.48726961709105454,0.5560747663551402,214
improved_hrp_fragile_expression,calm,0.04500287189824692,0.09156653325956518,0.49147729302666215,0.554858934169279,319
improved_hrp_fragile_expression,neutral,0.09185429619152785,0.07016060107260862,1.3092005311708863,0.5407279029462738,577
improved_hrp_fragile_expression,stressed,0.034311555200956745,0.06890724193135894,0.4979383042951531,0.5560747663551402,214
improved_hrp_neutral_ease_beta_diag,calm,0.046650618041469194,0.09344300350685344,0.4992414230140587,0.5768025078369906,319
improved_hrp_neutral_ease_beta_diag,neutral,0.09377629381237651,0.0709537899131573,1.321653063594664,0.5719237435008665,577
improved_hrp_neutral_ease_beta_diag,stressed,0.0341489123080565,0.06882885077485722,0.4961424159145034,0.5560747663551402,214
improved_hrp_good_state_fragile_combo,calm,0.04584438063114571,0.09235347473945618,0.496401253558461,0.554858934169279,319
improved_hrp_good_state_fragile_combo,neutral,0.09324709971625045,0.0714899692871378,1.3043382259925953,0.5407279029462738,577
improved_hrp_good_state_fragile_combo,stressed,0.03447530356589712,0.06914068916456033,0.49862539674493495,0.5560747663551402,214
improved_hrp_good_state_transition_aware,calm,0.04588542990972577,0.09254853063323822,0.49579857827852225,0.554858934169279,319
improved_hrp_good_state_transition_aware,neutral,0.09430898315114389,0.0724888330780845,1.3010139513427519,0.5389948006932409,577
improved_hrp_good_state_transition_aware,stressed,0.034597668502515555,0.06932190238692365,0.49908711837431907,0.5560747663551402,214
improved_hrp_good_state_stabilizer,calm,0.04584438063114571,0.09235347473945618,0.496401253558461,0.554858934169279,319
improved_hrp_good_state_stabilizer,neutral,0.09324709971625045,0.0714899692871378,1.3043382259925953,0.5407279029462738,577
improved_hrp_good_state_stabilizer,stressed,0.03447530356589712,0.06914068916456033,0.49862539674493495,0.5560747663551402,214
improved_hrp_good_state_strong_offense,calm,0.045987729985075054,0.09262194356620561,0.49651009484813174,0.554858934169279,319
