version_name,rolling_windows,rolling_avg_raw_composite,rolling_median_raw_composite,rolling_avg_sharpe,rolling_avg_ann_return
improved_phase2b_regime_confidence_boost,15,0.5732330396866556,0.48561101714030536,0.8156749189446502,0.061084726976640615
improved_phase2b_combo_abc,15,0.5744858397371243,0.49280103524357666,0.8152959751973454,0.06087840615669989
improved_phaseh_refined_state_allocator,15,0.5935910144062724,0.5832374193284993,0.8363362760316716,0.06770529996919142
improved_phasen_distributional_tail_allocator,15,0.609064389105275,0.6493233564890524,0.8756814713387006,0.06297251556413176
improved_phaseo_tail_priority_allocator,15,0.6005249697753418,0.6506280104966747,0.8703282203578852,0.0617781573079448
improved_phasep_regret_aware_meta_allocator,15,0.6002231667411702,0.6245307025864273,0.8692251640900491,0.062371207972977995
improved_phaseq_regime_bucket_meta_allocator,15,0.5939136632548447,0.5395813970188659,0.8860282534300857,0.06197397088677397
improved_phaser_light_abstention_overlay_allocator,15,0.5982323498315533,0.5579372737290886,0.8800134203331971,0.0643666858125167
improved_phaser_fast_narrow_regret_allocator,15,0.5926093616028328,0.5377874011622534,0.8847313957778498,0.061853534982332904
improved_phaseh_refined_panel_blend,15,0.590755599211338,0.5769405448484888,0.8274105507718722,0.06595347689391227
improved_phases_defense_reshape_allocator,15,0.5968432267249922,0.5719899096884926,0.8778959867189975,0.06458009063928725
improved_phases_conditional_ml_attenuator_allocator,15,0.590459765436752,0.5124616571733632,0.8697800626143369,0.06375413566209912
improved_phases_defense_reshape_ml_attenuator_combo,15,0.588864508240212,0.5351702431816807,0.86768243859204,0.06396817661437514
